Layer,n_samples,n_pos,n_neg,n_folds,n_predictors_input,n_dropped_missing,n_dropped_nzv,n_predictors_final,n_selected_nonzero,lambda_use,CV_AUC_cvglmnet,OOF_AUC_roc
Flow_Infant_12wk_DosR,34,9,25,9,53,0,0,53,0,0.14012300092350083,NA,0.6488888888888888
