Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
IL-17a,Infants 12wks,BCG,CD4,35,48.22695035460993,8.627727272727272,28.69851745576279,627,3.358997779081709e-7,0.004761904761904745,6.874473604286677e-6
IL-17a,Infants 12wks,BCG,CD8,35,54,117.47272727272728,-62.19872340425532,130,0.0025115047023749185,0.7936507936507937,0.008219469935045189
IL-17a,Infants 12wks,BCG,gdTCR,35,33.75,27.53159420289855,-0.20000000000000284,276,0.5283040579423488,0.5619047619047619,0.6135143898685341
IL-17a,Infants 12wks,DosR,CD4,34,75.13966480446928,5.788381679389312,53.921198577958364,595,3.8191520023814874e-7,0,6.874473604286677e-6
IL-17a,Infants 12wks,DosR,CD8,34,100,94.42999999999999,0.9240000000000028,302,0.9454773234785281,0.492436974789916,0.9454773234785281
IL-17a,Infants 12wks,DosR,gdTCR,34,57.92304747320061,38.16133933962243,4.22301902493324,359,0.2969916106054672,0.3966386554621849,0.42766791927187275
IL-17a,Infants 44wks,BCG,CD4,34,54.41970802919708,8.758347326272283,40.918484403629265,589,6.521871210202561e-7,0.010084033613445342,7.826245452243074e-6
IL-17a,Infants 44wks,BCG,CD8,34,35.83766066838046,88.963,-28.785938303341915,153,0.013820389610174497,0.7428571428571429,0.04146116883052349
IL-17a,Infants 44wks,BCG,gdTCR,34,34.74073020140259,35.47142879031641,1.016632454270887,304,0.9182970384534163,0.4890756302521009,0.9445340966949424
IL-17a,Infants 44wks,DosR,CD4,32,88.88743016759777,9.724824774462178,65.41531587372378,522,1.4721684638829557e-6,0.011363636363636354,1.3249516174946601e-5
IL-17a,Infants 44wks,DosR,CD8,32,65.82446808510639,71.78099999999999,0.2285,318,0.31712022112949195,0.3977272727272727,0.4390895369485273
IL-17a,Infants 44wks,DosR,gdTCR,32,59.0625,42.06775739021529,11.569902434866902,356,0.08708979101043919,0.3257575757575758,0.19070732089007755
IL-17a,Mothers Dx,BCG,CD4,3,181.56424581005587,101.9387755102041,47.005062136586446,5,0.42267807417063546,0.16666666666666663,0.5072136890047625
IL-17a,Mothers Dx,BCG,CD8,3,33.7,224.7304347826087,-50.94999999999999,2,0.7892680261342813,0.6666666666666667,0.8879265294010664
IL-17a,Mothers Dx,BCG,gdTCR,3,73.81889763779527,136.37887563884158,-57.9248402696883,0,0.1814492077214203,1,0.2721738115821305
IL-17a,Mothers Dx,DosR,CD4,6,154.41520994773833,32.34297985016792,131.34314912878517,18,0.1422132419363925,0.1428571428571429,0.24379412903381573
IL-17a,Mothers Dx,DosR,CD8,6,13.96,99.4,-56.107709170624766,6,0.40167816646977295,0.7142857142857143,0.4986349652728216
IL-17a,Mothers Dx,DosR,gdTCR,6,94.75494700486382,57.209587853791206,5.317108606805609,12,0.833935414088552,0.4285714285714286,0.9097477244602384
IL-17a,Mothers Dx,E6C10,CD4,6,88.23631885625036,26.736347197106692,26.689821571086537,20,0.05917206782585943,0.04761904761904767,0.14201296278206263
IL-17a,Mothers Dx,E6C10,CD8,6,19.032184873949582,102.24,-37.324999999999996,3,0.1422132419363925,0.8571428571428572,0.24379412903381573
IL-17a,Mothers Dx,E6C10,gdTCR,6,93.36016096579476,97.45964912280702,-8.375813705595487,6,0.40167816646977295,0.7142857142857143,0.4986349652728216
IL-17a,Mothers Dx,GAG,CD4,5,68.71508379888269,23.44591836734694,49.346716451943905,14,0.10564542920187692,0.06666666666666665,0.2029274379439051
IL-17a,Mothers Dx,GAG,CD8,5,1.01,172.8695652173913,-77.08999999999999,0,0.059058229090536735,1,0.14201296278206263
IL-17a,Mothers Dx,GAG,gdTCR,5,89.33601609657947,123.0282793867121,-54.2429312718416,2,0.1775298524121535,0.8666666666666667,0.2721738115821305
IL-17a,Mothers Entry,BCG,CD4,18,73.66896193322074,27.82260062456627,21.3901109936575,123,0.10710059224817214,0.2807017543859649,0.2029274379439051
IL-17a,Mothers Entry,BCG,CD8,18,64.35276596224797,123.79434865900383,-32.57363064680118,54,0.1769964090374731,0.6842105263157895,0.2721738115821305
IL-17a,Mothers Entry,BCG,gdTCR,18,37.54728855005754,80.2582816399287,-37.24545154423484,35,0.029441956565135444,0.7953216374269005,0.08153157202652891
IL-17a,Mothers Entry,DosR,CD4,29,106.4804469273743,36.26,65.79927317295635,410,3.3008013589807597e-5,0.05747126436781613,2.376576978466147e-4
IL-17a,Mothers Entry,DosR,CD8,29,74,89.46,1.723,225,0.8796898416849792,0.48275862068965514,0.9314363029605662
IL-17a,Mothers Entry,DosR,gdTCR,29,97.79951100244499,99.2,-5.691806982244373,178,0.3990579735239721,0.5908045977011493,0.4986349652728216
IL-17a,Mothers Entry,E6C10,CD4,31,76.0204081632653,31.786363636363635,36.060731335703395,428,4.3550132632703807e-4,0.13709677419354838,0.001863709340038015
IL-17a,Mothers Entry,E6C10,CD8,31,12.927756653992397,78.1,-30.80872058532727,161,0.09005623486475885,0.6754032258064516,0.19070732089007755
IL-17a,Mothers Entry,E6C10,gdTCR,31,67.53445635528331,102.38288770053475,-38.006124236758495,69,4.687905034407458e-4,0.8608870967741935,0.001863709340038015
IL-17a,Mothers Entry,GAG,CD4,24,50.94921689606075,18.5,29.36772248736665,272,5.176970388994486e-4,0.09333333333333338,0.001863709340038015
IL-17a,Mothers Entry,GAG,CD8,24,11.458308605341244,116.93305555555557,-96.21152721958347,26,4.178091738190422e-4,0.9133333333333333,0.001863709340038015
IL-17a,Mothers Entry,GAG,gdTCR,24,61.87221907368776,128.64974947470503,-55.67995324599841,14,1.0819936456642207e-4,0.9533333333333334,6.491961873985323e-4
