Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj
CCR6+ CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,9.715,11.4,-1.6850000000000005,0.8764063747214794,0.034722222222222224,0.9740140036898293
CCR6- CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,81.94163906881252,83.36486200140394,-1.4232229325914147,0.5691202813049092,-0.11805555555555555,0.9683388512776504
HLA-DR+ CD38+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,49.099999999999994,47.85,1.249999999999993,0.9448327126163627,0.017361111111111112,0.991783425969113
CD45RO+ CD27+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,54.312128844749395,55.54843425003648,-1.2363054052870837,0.5344046443384847,0.1284722222222222,0.9649828190142322
CD107a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,8.3494627274081,9.069012290467285,-0.7195495630591839,0.931077095143533,-0.020833333333333332,0.991783425969113
CD45RO- CD27-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,0.52,0,0.52,0.07893167293248202,0.3298611111111111,0.610768193287416
TNFa,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,47.289303733602424,57.66493796198816,-10.375634228385735,0.20789684799610966,-0.2569444444444444,0.8206454526162223
CCR6+ CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,57.69116859608384,48.43574237573454,9.2554262203493,0.09424681096710077,0.3402777777777778,0.657535890468145
CCR6- CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,59.57949651872305,51.6514587913086,7.9280377274144485,0.2771016672693847,0.2222222222222222,0.8679496205308411
PD-1,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,16.593919164153654,23.57181631033571,-6.977897146182055,0.1552768292694485,-0.3076923076923077,0.731174511033237
HLA-DR+ CD38+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,11.920867944241387,5.493588897799188,6.427279046442199,0.43755785090384186,0.1597222222222222,0.9080873029693196
IL-21,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,6.17577310033593,11.51364774378146,-5.33787464344553,0.28350761875071945,-0.21875,0.8679496205308411
IL-2,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,16.35,12.7,3.650000000000002,0.48978792009960037,0.1423611111111111,0.9649828190142322
IL-17a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,25.8,22.55,3.25,0.9724716237978683,0.010416666666666666,0.9957068870713228
IL-22,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,3.305,6.085,-2.78,0.40636822422414215,-0.1701388888888889,0.8922191600243559
CCR6- CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,21.7,23.799999999999997,-2.099999999999998,0.6914569379832356,0.08333333333333333,0.9740140036898293
CD107a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,48.8270155947406,50.72980984229619,-1.9027942475555903,0.641286335844099,-0.09722222222222222,0.9740140036898293
CCR6+ CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,1.3385861814114315,3.167840798391703,-1.8292546169802715,0.08013248157931599,-0.3541666666666667,0.610768193287416
IFNy,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,1.8742851448533133,2.3437996264992,-0.4695144816458865,0.22715998676926988,-0.2465277777777778,0.8310731223265971
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,15,1.39,2.14,-0.7500000000000002,0.9566774494985006,0.014814814814814815,0.991783425969113
CCR6+ CXCR3- / CD161+,44wks,BCG,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,15,55.30998950333766,42.753023024681134,12.556966478656527,0.6254835936164522,0.1037037037037037,0.9722542905955216
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,15,3.975,4.44,-0.4650000000000003,0.9278588088061953,0.022222222222222223,0.991783425969113
CD45RO+ CD27+ / CXCR5+,44wks,BCG,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,15,3.3363743172403675,0.9,2.4363743172403676,0.003391961188797218,0.6037037037037037,0.2706523919523609
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,50.959244129556126,69.55400721020521,-18.594763080649088,0.057677443816419115,-0.3925925925925926,0.6037329858006826
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,29.287113063245037,19.893661540744592,9.393451522500445,0.013263201735826246,0.5111111111111111,0.4541876775032615
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,33.54006522677332,26.784423582747046,6.7556416440262765,0.06787566899069793,0.37777777777777777,0.610768193287416
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,16.466793919221743,23.14964400075664,-6.682850081534898,0.385467214941573,-0.1814814814814815,0.8893078891803982
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,43.5,49,-5.5,0.6127068720667891,-0.10740740740740741,0.9722542905955216
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,58.19351436676989,63.420137249918305,-5.226622883148416,0.7862656133328395,-0.05925925925925926,0.9740140036898293
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,12.786525641833906,17.032665333517006,-4.2461396916831,0.08923808232644757,-0.35185185185185186,0.6374148737603399
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,14.679433877362797,10.52477903372043,4.154654843642367,0.21889261426237736,0.25555555555555554,0.8310731223265971
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,10.232971241994225,13.635218457866474,-3.402247215872249,0.11577768575893195,-0.32592592592592595,0.6895776240988739
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,13,15,-2,0.7862656133328395,-0.05925925925925926,0.9740140036898293
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,5.5571417663030225,7.502904891294108,-1.9457631249910854,0.7189415662041223,-0.08333333333333333,0.9740140036898293
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.775,2.37,-1.5950000000000002,0.17512186690085546,-0.2814814814814815,0.750522286717952
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,7.4554519294464745,8.450306748466259,-0.9948548190197846,0.9567498363337371,0.014814814814814815,0.991783425969113
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.5649999999999995,6.09,0.47499999999999964,0.6251654423110287,0.1037037037037037,0.9722542905955216
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,94.64012126445925,94.38261666039679,0.25750460406246134,0.8707563451116445,0.037037037037037035,0.9740140036898293
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,1.495,1.6165321521078122,-0.1215321521078121,0.7311560905877214,0.07407407407407407,0.9740140036898293
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,43.27834460277499,29.207591565857477,14.070753036917516,0.12439356089523336,0.31851851851851853,0.6895776240988739
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,31.824142767531043,19.526314155858554,12.29782861167249,0.02167364004559555,0.4740740740740741,0.5418410011398888
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,76.45,86.4,-9.950000000000003,0.8423127702779677,-0.044444444444444446,0.9740140036898293
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,22.742933832547905,31.21133665073657,-8.468402818188665,0.20568017674785308,-0.26296296296296295,0.8206454526162223
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,9.045,1.72,7.325,0.05723904837370381,0.3925925925925926,0.6037329858006826
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,30.1,23.9,6.200000000000003,0.5386252265251064,0.12962962962962962,0.9649828190142322
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,48.5,44.5,4,0.8707563451116445,-0.037037037037037035,0.9740140036898293
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,16.869873826976868,19.99797286033408,-3.1280990333572127,0.6127068720667891,-0.10740740740740741,0.9722542905955216
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,78.54947117960458,75.47233553233671,3.077135647267866,0.6254835936164522,0.1037037037037037,0.9722542905955216
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,42.35,44.6,-2.25,0.5501013304956603,-0.1259259259259259,0.9649828190142322
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,5.458344045182862,7.541342547819722,-2.08299850263686,0.5034364253288792,-0.14074074074074075,0.9649828190142322
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,14.350000000000001,12.4,1.950000000000001,0.7312424804715353,-0.07407407407407407,0.9740140036898293
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0.64,2.43,-1.79,0.2929530829212551,-0.21851851851851853,0.8679496205308411
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,5.215,3.91,1.3049999999999997,0.5265748583805316,0.13333333333333333,0.9649828190142322
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,6.695,6.07,0.625,0.9423454664347283,-0.018518518518518517,0.991783425969113
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.375,7.75,-0.375,0.8000385070606499,0.05555555555555555,0.9740140036898293
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,4.8318250931621485,5.111054280584344,-0.27922918742219593,0.9831108090957801,-0.009259259259259259,0.9995623123363329
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,61.61852598439464,50.39212889238504,11.226397092009599,0.0036086985593648123,0.6,0.2706523919523609
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,57.16612335810585,63.03335266094879,-5.867229302842944,0.5508020125828832,-0.1259259259259259,0.9649828190142322
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,15.7,21,-5.300000000000001,0.3565523377672604,-0.1925925925925926,0.8767680436899846
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,18.5,13.5,5,0.5626126654397419,0.12222222222222222,0.9649828190142322
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,49.342998655765044,54.061183475995534,-4.718184820230491,0.3565523377672604,-0.1925925925925926,0.8767680436899846
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,36.139814631268365,31.67034456696236,4.469470064306005,0.7041742392385834,0.08148148148148149,0.9740140036898293
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,79.29440518062198,75.859874563321,3.434530617300979,0.5508020125828832,-0.1259259259259259,0.9649828190142322
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,6.175,9.07,-2.8950000000000005,0.42594847884542913,-0.16666666666666666,0.9062733592455939
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,8.868414541023576,11.582041058246679,-2.713626517223103,0.3028130413278165,-0.21481481481481482,0.8679496205308411
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,17.071110632088057,14.715276712577428,2.35583391951063,0.3113340610241303,0.2111111111111111,0.8679496205308411
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,21.6,19.6,2,0.6000142167374147,0.1111111111111111,0.9722542905955216
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,4.9707546516143974,6.517488165759696,-1.5467335141452985,0.2996577066366915,-0.23148148148148148,0.8679496205308411
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,4.325216638640197,5.735553874704422,-1.4103372360642252,0.3200940659979503,-0.2074074074074074,0.8679496205308411
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,17,14,0.87,3.385,-2.5149999999999997,0.23893774419115865,-0.25210084033613445,0.845261278168293
CCR6+ CXCR3- / CD161+,44wks,DosR,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,17,14,57.387096914366175,48.773152309093554,8.613944605272621,0.4386780168323751,0.16806722689075632,0.9080873029693196
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,17,14,1.37,7.1,-5.7299999999999995,0.3280027343758614,-0.21008403361344538,0.8679496205308411
CD45RO+ CD27+ / CXCR5+,44wks,DosR,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,17,14,4.358837151848236,0.65,3.7088371518482357,0.02911772788335658,0.46218487394957986,0.6009163350588036
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,56.101401699592415,39.06991175676082,17.0314899428316,0.17085858498744166,0.29411764705882354,0.750522286717952
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,17.22388083998047,32.15149440641176,-14.927613566431287,0.12645617291148628,-0.3277310924369748,0.6895776240988739
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,39.278712509144114,33.3,5.978712509144117,0.7066767530379054,0.09090909090909091,0.9740140036898293
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,21.2,15.35,5.85,0.7505803077276965,0.07142857142857142,0.9740140036898293
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,10.947901019554788,6.1151964491292,4.832704570425588,0.7061030154647306,0.08403361344537816,0.9740140036898293
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,13.212241759368434,9.51750760422258,3.694734155145854,0.037145970915289345,0.44537815126050423,0.6011686231920323
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,1.64,5.208937462336346,-3.568937462336346,0.9209194814089228,-0.025210084033613446,0.991783425969113
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,8.642907920095093,12.112196045808455,-3.469288125713362,0.04943005441174923,-0.42016806722689076,0.6037329858006826
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,9.759999999999998,6.6025497546720855,3.1574502453279125,0.3508674887936985,0.20168067226890757,0.8767680436899846
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,66.2344362518063,63.077682060303694,3.156754191502607,0.9841653411945137,-0.008403361344537815,0.9995623123363329
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,5.27,3.52,1.7499999999999996,0.3298208558017196,0.21008403361344538,0.8679496205308411
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,17.190914688376544,18.386753900158787,-1.1958392117822427,0.8271640841882486,-0.05042016806722689,0.9740140036898293
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,0.53,1.67,-1.14,0.2748193966139823,-0.23529411764705882,0.8679496205308411
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,16.108293743918495,15.005917394581505,1.1023763493369891,0.8581764013474082,-0.04201680672268908,0.9740140036898293
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,19.3,20,-0.6999999999999993,0.9525209600525544,0.01680672268907563,0.991783425969113
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,89.09876870619435,89.79839367735337,-0.6996249711590252,0.9209512705693832,-0.025210084033613446,0.991783425969113
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,53.5,69,-15.5,0.857892418267971,0.04201680672268908,0.9740140036898293
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,42.1,50.5,-8.399999999999999,0.32078023718379306,-0.21428571428571427,0.8679496205308411
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,5.182438498832824,13.159837096309015,-7.977398597476191,0.06758301520440059,-0.3907563025210084,0.610768193287416
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,25.3,33.05,-7.7499999999999964,0.8113606722936393,-0.0546218487394958,0.9740140036898293
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,66.85875429131927,59.29338363875637,7.565370652562905,0.9683305360849932,-0.012605042016806723,0.9957068870713228
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,9.84,4.03,5.81,0.3690764747960416,0.19327731092436976,0.8881628111654951
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,10.1,15.4,-5.300000000000001,0.22489550038244122,-0.2605042016806723,0.8310731223265971
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,4.281348490441774,8.10927031695373,-3.8279218265119557,0.44811506626218744,-0.1638655462184874,0.9145205433922193
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,74.16451446280992,77.95721107138317,-3.7926966085732516,0.6058008075332412,-0.1134453781512605,0.9722542905955216
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,16.1193225829167,14.308731896925615,1.8105906859910839,0.5382189687548514,0.13445378151260504,0.9649828190142322
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,15.7,13.95,1.75,0.9522509640852521,0.01680672268907563,0.991783425969113
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,33.3,31.82819986310746,1.4718001368925364,0.5099432388870304,-0.15508021390374332,0.9649828190142322
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,6.03,6.915,-0.8849999999999998,0.6596609949893171,-0.09663865546218488,0.9740140036898293
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,7.972938788490638,8.673691893536752,-0.7007531050461138,0.7639788795373232,0.06722689075630252,0.9740140036898293
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,0.42,0,0.42,0.5215424957466105,0.13025210084033614,0.9649828190142322
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,13.4,13.25,0.15000000000000036,0.8734009920687374,-0.037815126050420166,0.9740140036898293
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,16.2,16.25,-0.05000000000000071,0.6476779229385209,0.10084033613445378,0.9740140036898293
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,50,39.92682018597988,10.073179814020122,0.07733005368665566,0.37815126050420167,0.610768193287416
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,65.47000672494957,73.91672513200521,-8.446718407055641,0.6058008075332412,-0.1134453781512605,0.9722542905955216
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,22.4,30.45,-8.05,0.6768326043999054,-0.09243697478991597,0.9740140036898293
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,65.72931531132284,57.84762202415937,7.881693287163465,0.4389088631018378,0.16806722689075632,0.9080873029693196
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,23.35236035410936,31.190962721941506,-7.838602367832145,0.07721064531763074,-0.37815126050420167,0.610768193287416
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,22.409857302146104,27.05251243853473,-4.642655136388626,0.4238924803456354,-0.18716577540106952,0.9062733592455939
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,46.30507267027643,50.710806502126545,-4.405733831850114,0.7659271287306254,-0.06722689075630252,0.9740140036898293
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,11.026306247712826,7.224091117681786,3.8022151300310405,0.22578655420708346,0.2605042016806723,0.8310731223265971
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,22.1,19.05,3.0500000000000007,0.5123694996766228,0.14285714285714285,0.9649828190142322
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,6.74,9.36,-2.619999999999999,0.8265606425227978,-0.05042016806722689,0.9740140036898293
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,3.8791779767802,6.416328638767254,-2.537150661987054,0.29235999786998007,-0.226890756302521,0.8679496205308411
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,17.6,15.45,2.150000000000002,0.9207919401690562,0.025210084033613446,0.991783425969113
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,4.643075929613087,4.9818597106238425,-0.3387837810107559,0.6196278785841915,-0.1092436974789916,0.9722542905955216
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,15,1.4,2.63,-1.23,0.5713199222538138,-0.11851851851851852,0.9683388512776504
CCR6+ CXCR3- / CD161+,44wks,MED,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,15,30.35344120295312,34.02221040575917,-3.668769202806047,1,0,1
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,15,2.395,6.25,-3.855,0.674473694853758,-0.08888888888888889,0.9740140036898293
CD45RO+ CD27+ / CXCR5+,44wks,MED,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,15,2.1441312238426438,0.66,1.4841312238426436,0.3866508364045249,0.17777777777777778,0.8893078891803982
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,41.87528702117477,21.14450945320489,20.73077756796988,0.6720174115879946,0.09722222222222222,0.9740140036898293
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,72.31241732599975,88.60198026516564,-16.28956293916589,0.3564719553964093,-0.1925925925925926,0.8767680436899846
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,17.1,3.57,13.530000000000001,0.13547037791737884,0.3074074074074074,0.6895776240988739
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,20.565149943330297,8.005012711683,12.560137231647298,0.003199710315913477,0.6074074074074074,0.2706523919523609
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,60.54494949494949,50,10.544949494949492,0.2861639071174893,0.2222222222222222,0.8679496205308411
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.7322763426400005,14.004226044226051,-7.271949701586051,0.06238574186607053,-0.3851851851851852,0.6037329858006826
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,15.678244550664829,21.6729963428861,-5.9947517922212725,0.6127068720667891,-0.10740740740740741,0.9722542905955216
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,7.965449713456411,3.8412301992343405,4.12421951422207,0.1581775037617188,0.29259259259259257,0.731174511033237
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,63.86620154922539,67.87198198665352,-4.005780437428136,0.9567498363337371,0.014814814814814815,0.991783425969113
