Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj,note_imbalance
CCR6- CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,10,25,20.0251345856581,17.667907825263274,2.357226760394827,0.9272441474429923,0.024,0.9935701778547636,NA
CCR6- CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,10,25,81.11139676186212,83.4023321231938,-2.2909353613316767,0.4651775622024809,-0.164,0.7981448849447346,NA
IL-22,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,10,25,8.415,7.25,1.1649999999999991,0.4712713216072642,0.16,0.8033033891032912,NA
CD45RO+ CD27-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,10,25,5.415167099484175,4.851421291600252,0.5637458078839233,0.9705294903929728,-0.012,0.9974480081847108,NA
CD45RO- CD27-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,10,25,0,0.48,-0.48,0.623451057897281,-0.104,0.8659042470795568,NA
TNFa,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,33.93988257284462,53.65555677575225,-19.715674202907636,0.05523425371806385,-0.424,0.35603140510530334,NA
CD107a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,36.78425250557514,50.10770300480557,-13.323450499230432,0.02713210860720756,-0.488,0.3318381405923357,NA
CCR6- CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,59.58324488209473,51.70813514605749,7.8751097360372455,0.5964828214814786,0.12,0.8521183164021122,NA
PD-1,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,16.070729703712153,21.82739700623911,-5.756667302526957,0.3820641785217363,-0.2,0.7442808672501356,NA
IL-22,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,1.635,5.92,-4.285,0.007958197850821256,-0.584,0.2458711850403466,NA
IL-21,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,3.9496247601160626,7.779970879091248,-3.8303461189751857,0.5704612633860995,-0.128,0.8392691157439646,NA
IL-2,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,16.15,12.9,3.2499999999999982,0.9708493946331184,0.012,0.9974480081847108,NA
CCR6+ CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,55.33963742374434,53.41721686135092,1.9224205623934196,0.7841912294016191,0.064,0.9644110515468972,NA
HLA-DR+ CD38+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,11.712142317611493,10.831153490460224,0.8809888271512687,0.8694817827381617,-0.04,0.9805069113756153,NA
IFNy,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,1.3233242419658593,2.0942276268070823,-0.770903384841223,0.289597757464065,-0.236,0.7005496814261154,NA
CCR6+ CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,1.5223500231034088,2.108838410773526,-0.586488387670117,0.8689715603253135,-0.04,0.9805069113756153,NA
CCR6- CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,23.75,23.4,0.3500000000000014,0.609130397716287,0.116,0.8577006409017633,NA
IL-17a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,10,25,24.950000000000003,24.9,0.05000000000000426,0.8838583851440159,0.036,0.985624416674554,NA
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,9,25,1.03,1.85,-0.8200000000000001,0.08539347148576912,-0.39555555555555555,0.43412342075824883,NA
CCR6+ CXCR3- / CD161+,44wks,BCG,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,9,25,58.663449012993084,53.7,4.963449012993081,0.4582787825141689,0.17333333333333334,0.7971552097700063,NA
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,9,25,2.56,4.91,-2.35,0.04616463403123585,-0.4577777777777778,0.35603140510530334,NA
CD45RO+ CD27+ / CXCR5+,44wks,BCG,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,9,25,3.41,1.33,2.08,0.06360782301225058,0.4266666666666667,0.39754889382656616,NA
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,38.010066138024165,23.486250327539523,14.523815810484642,0.5581846494226574,0.13777777777777778,0.8372769741339862,NA
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,10.869955297339143,22.718757237572962,-11.84880194023382,0.1717918362605731,-0.31555555555555553,0.5857656445887119,NA
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,20.737273093704246,29.87593052109181,-9.138657427387564,0.046498903781936475,-0.4577777777777778,0.35603140510530334,NA
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,15.356158971129302,10.600000000000001,4.756158971129301,0.8759195074955497,0.04,0.9805069113756153,NA
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,12.475846709334897,16.713345880042553,-4.237499170707656,0.257579541782939,-0.26222222222222225,0.6548632418210314,NA
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,5.141857417587092,8.244281721632198,-3.1024243040451065,0.31013630003285275,-0.23555555555555555,0.7102358016019528,NA
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,43.9,47,-3.1000000000000014,0.1718245890793555,-0.31555555555555553,0.5857656445887119,NA
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,13.426193169264414,10.677075013814818,2.7491181554495956,0.875900698732958,0.04,0.9805069113756153,NA
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,5.456002393654788,7.502904891294108,-2.04690249763932,0.14482749026765293,-0.3434343434343434,0.5298566717109254,NA
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,15.5,13.6,1.9000000000000004,0.6962703401140229,0.09333333333333334,0.922919619423376,NA
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,5.94,7.1,-1.1599999999999993,0.11811048940307865,-0.36,0.49145381625135987,NA
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,59.341661248632285,58.30683496815039,1.0348262804818944,0.43496716061442836,0.18222222222222223,0.7956716352702958,NA
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,95.19968506920189,94.39915595626319,0.8005291129387047,0.6118264571765912,0.12,0.8577006409017633,NA
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,57.494676613107885,56.90391514908946,0.5907614640184278,0.9067744633405898,-0.03111111111111111,0.985624416674554,NA
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,1.33,1.6165321521078122,-0.28653215210781213,0.9688521696275304,-0.013333333333333334,0.9974480081847108,NA
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,1.21,1.22,-0.010000000000000009,0.7996860727875056,-0.06222222222222222,0.9712786309159986,NA
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,5.355260977630491,29.5,-24.14473902236951,5.916127229782439e-4,-0.7866666666666666,0.09563999914037166,NA
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,16.7,3.84,12.86,0.011743892329647954,0.5777777777777777,0.2458711850403466,NA
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,6.08,16.9,-10.819999999999999,0.012478906268712396,-0.5733333333333334,0.2458711850403466,NA
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,16.2,7.21,8.989999999999998,0.4119977888759118,0.19111111111111112,0.7676977432470407,NA
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,91,84.4,6.599999999999994,0.9067389961509429,-0.03111111111111111,0.985624416674554,NA
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,33.21159100925517,39.7072,-6.495608990744827,0.4582787825141689,-0.17333333333333334,0.7971552097700063,NA
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,31.6,25.8,5.800000000000001,0.6533699049813841,0.10666666666666667,0.890958961338251,NA
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,21.435805420505528,26.747791040148815,-5.311985619643288,0.9844266870856209,-0.008888888888888889,0.9987501657230842,NA
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,21.803546327552528,26.969913682704945,-5.166367355152417,0.639450075085221,-0.1111111111111111,0.8759590069660561,NA
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,8.94,5.57,3.369999999999999,0.24942872257310278,0.26666666666666666,0.6548632418210314,NA
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,47.2,44.6,2.6000000000000014,0.5841157002337705,-0.1288888888888889,0.8392691157439646,NA
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,2.52,-2.52,0.006432220901088025,-0.6222222222222222,0.24120828379080095,NA
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,4.17,5.24,-1.0700000000000003,0.5062556769248906,-0.15555555555555556,0.8219669314168175,NA
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,6.094487983470474,7.049928160564842,-0.9554401770943679,0.37959338337859083,-0.20444444444444446,0.7442808672501356,NA
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,44.5,44.6,-0.10000000000000142,0.9688616843007503,0.013333333333333334,0.9974480081847108,NA
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,76.32349145704477,76.24693461395702,0.07655684308774369,0.7548216412327323,0.07555555555555556,0.9492576086450565,NA
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,5.031991643198796,5.013194464604338,0.018797178594458508,0.663389670425844,-0.10606060606060606,0.8966016671152428,NA
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,45.05631344107829,62.748992590666845,-17.692679149588557,0.042369536467289845,-0.4666666666666667,0.35603140510530334,NA
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,1.92,9.07,-7.15,0.3097293800117506,-0.23555555555555555,0.7102358016019528,NA
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,72.86188454034203,79.98662726265239,-7.1247427223103585,0.19768049465452917,-0.29777777777777775,0.6233269615499768,NA
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,55.3482475764355,49.85273159144894,5.495515984986554,0.05577825346649753,0.44,0.35603140510530334,NA
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,11.629411624356397,16.750737374939725,-5.121325750583328,0.1010545209801254,-0.37777777777777777,0.4664054814467326,NA
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,19,22.6,-3.6000000000000014,0.07248373336339477,-0.41333333333333333,0.41817538478881594,NA
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,54.93127309602792,58.40827939539438,-3.477006299366458,0.8452520242196514,-0.04888888888888889,0.9805069113756153,NA
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,2.771865730799986,6.100209526292458,-3.328343795492472,0.03122362920332131,-0.5050505050505051,0.3318381405923357,NA
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,7.719609758418003,4.629231692259291,3.0903780661587126,0.06655131797972315,0.4222222222222222,0.3993079078783389,NA
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,14.5,16.9,-2.3999999999999986,1,0,1,NA
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,8.939903819188382,9.798945967995355,-0.8590421488069726,1,-0.0044444444444444444,1,NA
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,20,20.8,-0.8000000000000007,0.8148172806495344,-0.057777777777777775,0.9738851959954595,NA
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,33.871266646293435,34.3,-0.42873335370656207,0.9844254972078884,0.008888888888888889,0.9987501657230842,NA
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,7,25,0.5,2.88,-2.38,0.05429954080692573,-0.4857142857142857,0.35603140510530334,NA
CCR6+ CXCR3- / CD161+,44wks,DosR,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,7,25,76.29006457728539,51.19490873287098,25.095155844414414,0.032077686923925784,0.5428571428571428,0.3318381405923357,NA
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,7,25,1.25,7.14,-5.89,0.05427722519460618,-0.4857142857142857,0.35603140510530334,NA
CD45RO+ CD27+ / CXCR5+,44wks,DosR,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,7,25,4.501992943530691,1.29,3.2119929435306913,0.22345591768294004,0.30857142857142855,0.642893415830767,NA
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,36.80851063829788,60.46799211129471,-23.65948147299683,0.022654494080089353,-0.5771428571428572,0.3199420834927047,NA
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,40.9,19.5,21.4,0.31593175730117645,0.2571428571428571,0.712628023987616,NA
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,42.971146359048305,23.11655852449803,19.854587834550276,0.2544505826463366,0.2914285714285714,0.6548632418210314,NA
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,21.379624228190462,10.370817199918484,11.008807028271978,0.12114010173932686,0.3942857142857143,0.49145381625135987,NA
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,69.5446815726363,62.11703855175317,7.4276430208831385,0.5534522277127756,0.15428571428571428,0.8372769741339862,NA
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,11.549415515409141,18.260556962025323,-6.711141446616182,0.21836511835833541,-0.3142857142857143,0.642893415830767,NA
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,22.1,16.7,5.400000000000002,0.7322037950316205,0.09142857142857143,0.9347282489765368,NA
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,85.47622674418602,89.93556120951169,-4.459334465325668,0.4941245444092638,-0.17714285714285713,0.8219669314168175,NA
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,7.06592437193871,11.081865963180073,-4.015941591241363,0.21840731791456108,-0.3142857142857143,0.642893415830767,NA
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,5.631205782699389,9.209000424067458,-3.577794641368069,0.4119219261209185,-0.21142857142857144,0.7676977432470407,NA
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,1.64,4.08,-2.4400000000000004,0.8552658453102654,0.05142857142857143,0.9805069113756153,NA
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,37.44484074357384,39.66859920499482,-2.223758461420978,0.32031439152735935,-0.2597402597402597,0.7171217720761776,NA
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,14.106145723336855,16.108293743918495,-2.0021480205816395,0.784387655258143,-0.07428571428571429,0.9644110515468972,NA
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,5.656258788059908,6.876106379140853,-1.2198475910809448,0.43833791868442645,-0.2,0.7964124796188612,NA
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,3.72,4.08,-0.3599999999999999,0.7840784285881787,-0.07428571428571429,0.9644110515468972,NA
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,7,25,0.41,0.68,-0.2700000000000001,0.9273321659977795,0.02857142857142857,0.9935701778547636,NA
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,43.39616064662793,73.46102356295961,-30.064862916331677,0.04993956463222697,-0.49714285714285716,0.35603140510530334,NA
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,23.22985860282794,7.567161364126056,15.662697238701883,0.7132357096446628,0.09714285714285714,0.9250278684417164,NA
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,71.6,56.6,14.999999999999993,0.3373667203682728,0.24571428571428572,0.7201553071142108,NA
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,17.73249776186213,4.524333605747464,13.208164156114666,0.19946462769599257,0.32571428571428573,0.6233269615499768,NA
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,57.4,45.2,12.199999999999996,0.46558451621776187,0.18857142857142858,0.7981448849447346,NA
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,22.76559287183002,33.872782801443805,-11.107189929613785,0.45969283763403695,-0.19480519480519481,0.7971552097700063,NA
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,2.2693322859387273,12.517193947730398,-10.24786166179167,0.09584269309274122,-0.4228571428571429,0.46375496657778015,NA
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,4.91,14.7,-9.79,0.11462888906035579,-0.4,0.4912666674015248,NA
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,2.7,8.82,-6.12,0.5514025273494478,-0.15428571428571428,0.8372769741339862,NA
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,25.3,30.2,-4.899999999999999,0.8910176481319749,-0.04,0.985624416674554,NA
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,6.31,10.9,-4.590000000000001,1,-0.005714285714285714,1,NA
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,11.7,16.2,-4.5,0.5824292552206299,0.14285714285714285,0.8392691157439646,NA
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,11.699764193723926,14.960345685152946,-3.2605814914290203,0.9273321659977795,-0.02857142857142857,0.9935701778547636,NA
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,18,14.8,3.1999999999999993,0.599758455167759,0.13714285714285715,0.8527371400489465,NA
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,7.19,6.03,1.1600000000000001,0.26037239606670076,0.2857142857142857,0.6564009984874809,NA
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,77.19976979019515,76.2,0.9997697901951454,0.5233189463353738,0.1657142857142857,0.8219669314168175,NA
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,7,25,0.33,0,0.33,0.788724233032376,0.06857142857142857,0.9657847751416849,NA
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,30.373943701212188,52.39266363853694,-22.01871993732475,0.05555148879631242,-0.4857142857142857,0.35603140510530334,NA
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,42.6,28.4,14.200000000000003,0.7153548849282606,0.09714285714285714,0.9250278684417164,NA
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,59.43044069867543,73.46188269138565,-14.03144199271022,0.4118790736895572,-0.21142857142857144,0.7676977432470407,NA
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,33.894934216768704,46.394293307424135,-12.499359090655432,0.8553183244980876,-0.05142857142857143,0.9805069113756153,NA
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,67.94853748034248,57.797313013835975,10.151224466506505,0.1446489686161398,0.37142857142857144,0.5298566717109254,NA
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,19.905433340170884,27.297267742954944,-7.39183440278406,0.37245586998136965,-0.23376623376623376,0.7442808672501356,NA
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,14.950098147957746,8.434884520033817,6.515213627923929,0.23572758580461456,0.3028571428571429,0.642893415830767,NA
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,5.03,8.96,-3.9300000000000006,0.766252838013489,-0.08,0.9578160475168612,NA
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,7.510262336458183,4.598252141360529,2.912010195097654,0.23551267979263707,0.3028571428571429,0.642893415830767,NA
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,18.2,20.3,-2.1000000000000014,0.6983324018355779,-0.10285714285714286,0.922919619423376,NA
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,30.75474876199421,29.141532222011605,1.6132165399826057,0.8552658453102654,0.05142857142857143,0.9805069113756153,NA
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,17.8,16.4,1.4000000000000021,0.7148545792304679,0.09714285714285714,0.9250278684417164,NA
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,7,25,4.2287308129628105,4.727284410564517,-0.49855359760170614,0.523204679680477,-0.1657142857142857,0.8219669314168175,NA
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,9,25,0.36,3.45,-3.0900000000000003,0.011684679975916382,-0.5733333333333334,0.2458711850403466,NA
CCR6+ CXCR3- / CD161+,44wks,MED,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,9,25,40.06127554914766,31.10538760344536,8.955887945702298,0.41106557671647065,0.19111111111111112,0.7676977432470407,NA
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,9,25,1.09,7.84,-6.75,0.011684679975916382,-0.5733333333333334,0.2458711850403466,NA
CD45RO+ CD27+ / CXCR5+,44wks,MED,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,9,25,2.56,1.73,0.8300000000000001,0.5782606102359265,0.1288888888888889,0.8392691157439646,NA
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,29.408409903589366,63.98989898989898,-34.58148908630962,0.046498903781936475,-0.4577777777777778,0.35603140510530334,NA
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,53.45593231810486,85.58724817075748,-32.13131585265262,0.08582459629829486,-0.39555555555555555,0.43412342075824883,NA
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,32.67557240333586,14.903829858334628,17.771742545001235,0.257579541782939,0.26222222222222225,0.6548632418210314,NA
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,25.8569222851261,40.23780085129164,-14.380878566165539,0.12232329590492559,-0.36363636363636365,0.49145381625135987,NA
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,76.25852810115656,64.22412034869745,12.034407752459103,0.3291139859786081,0.22666666666666666,0.7191854716439534,NA
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,2.45,12.7,-10.25,0.14066067409214322,-0.3377777777777778,0.527477527845537,NA
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,4.023641245434686,12.950241045357636,-8.92659979992295,0.046331706918571476,-0.4577777777777778,0.35603140510530334,NA
