"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"MTCO1P12",3.96556824686491,0.000104062432953326,3.10049201094618,0.0554699171473639,TRUE,FALSE,FALSE,TRUE,"B","week12"
"IGLC3",-1.82240627277835,0.00433447533280921,-2.58512206673346,0.12229768079992,TRUE,FALSE,FALSE,TRUE,"B","week12"
"TEKT4P2.1",-3.62774750448703,0.00462157420122344,-2.68081893561219,0.171020924641456,TRUE,FALSE,FALSE,TRUE,"B","week12"
"IGHV3-49",-1.71216185253675,0.0411025950597633,-0.983591512930275,0.22217889833166,TRUE,FALSE,FALSE,TRUE,"B","week12"
"MTND4P12",2.39968456452238,0.0413350997894557,1.9623918285729,0.0554699171473639,TRUE,FALSE,FALSE,TRUE,"B","week12"
"FOSL2",1.459540129489,0.0435188551931392,1.21558234980936,0.0839468790617637,TRUE,FALSE,FALSE,TRUE,"B","week12"
"GPATCH11",-0.597889534305711,0.0465837820009149,-0.301071113259664,0.74261571809366,TRUE,FALSE,FALSE,TRUE,"B","week12"
"GPM6A",-2.07908751222273,0.000609756231837237,-2.02921179297941,0.0012516713466113,TRUE,TRUE,FALSE,FALSE,"B","week12"
"MYT1",2.03687410970105,0.0133862298067914,1.9595975752901,0.00888440914939812,TRUE,TRUE,FALSE,FALSE,"B","week12"
"FGF13",2.05778728623242,0.0428654851338284,1.55845199568125,0.00888440914939812,TRUE,TRUE,FALSE,FALSE,"B","week12"
"TCL1B",-2.50768759657319,0.0515711671375667,-2.16478736831206,0.0742086195254317,FALSE,FALSE,FALSE,FALSE,"B","week12"
"CLTCL1",-0.992703763284474,0.0646938394497908,-0.68804855793689,0.576335244887295,FALSE,FALSE,FALSE,FALSE,"B","week12"
"MYO3B",1.95975995686667,0.0661218453810314,1.29083869617934,0.935803405846887,FALSE,FALSE,FALSE,FALSE,"B","week12"
"EGFLAM",2.19930676140533,0.0741254378875544,-1.24232193331585,0.826206409953421,FALSE,FALSE,TRUE,FALSE,"B","week12"
