"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"B4GALNT1",2.73726806314963,0.415307627788691,2.70282552303401,0.887131656582279,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"EDIL3",4.90888640301257,0.415307627788691,0.606964991535217,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"MTCO1P12",3.33529898290508,0.415307627788691,1.67377068046238,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"SNED1",-1.33820286025893,0.499414172180775,-0.93271774800145,0.538882589351987,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"DPM1",0.313106678753899,0.999942541221764,0.106082620148658,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"SCYL3",0.272209172170642,0.999942541221764,0.267449197129595,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"C1orf112",-0.0659656445690573,0.999942541221764,-0.481911787258441,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"FUCA2",0.0072463395249887,0.999942541221764,-0.0235168485958374,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"GCLC",-0.12999024225857,0.999942541221764,-0.255414265547196,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"NFYA",-0.0993397994099578,0.999942541221764,-0.159499990968396,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"STPG1",0.720748780009007,0.999942541221764,0.33561216144638,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"NIPAL3",-0.238989216548462,0.999942541221764,-0.103635731988596,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"LAS1L",-0.057208948237413,0.999942541221764,-0.0702348186983523,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ENPP4",0.483584972398795,0.999942541221764,-0.51859360095432,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"CFTR",-1.86075243536964,0.999942541221764,2.77287654900887,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"ANKIB1",-0.17289964578936,0.999942541221764,0.0730778701727758,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"CYP51A1",0.631967646561388,0.999942541221764,0.335712970434538,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"KRIT1",0.0878613983825502,0.999942541221764,0.02199778850878,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"RAD52",-0.154736412740699,0.999942541221764,-0.0466937236136197,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"BAD",0.0737384964239427,0.999942541221764,0.0362989439197789,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"LAP3",0.740728585673949,0.999942541221764,0.247028155802746,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"CD99",0.0144858010472597,0.999942541221764,-0.110288934236963,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"HECW1",-0.485874920393437,0.999942541221764,-0.381466461598304,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"MAD1L1",-0.0743654268657053,0.999942541221764,-0.323543798663765,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"LASP1",-0.313020414795321,0.999942541221764,-0.384016373039936,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"SNX11",-0.00464481980294876,0.999942541221764,-0.286263170077456,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"M6PR",0.140873981636925,0.999942541221764,-0.124410494498152,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"KLHL13",1.71737333541552,0.999942541221764,-0.0529473171355784,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"ICA1",-0.072555817418709,0.999942541221764,-0.806842872907674,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ALS2",-0.137908596778132,0.999942541221764,0.0398622872325661,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"CASP10",0.695869632244646,0.999942541221764,0.336679096529547,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"CFLAR",-0.135500359519396,0.999942541221764,-0.307949541304333,0.808059109066777,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"TFPI",-0.863267457007863,0.999942541221764,NA,NA,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"NDUFAF7",0.0086564677143853,0.999942541221764,0.10089132304396,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"RBM5",0.0430214113945759,0.999942541221764,0.117194441859673,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ARF5",-0.151314435668803,0.999942541221764,0.142683703815706,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"SARM1",-0.165816428253796,0.999942541221764,0.0673800644155819,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"POLDIP2",-0.532469095731515,0.999942541221764,-0.348578483959928,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"PLXND1",0.245254300424439,0.999942541221764,-0.389407812804715,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"AK2",0.204392718636929,0.999942541221764,-0.0559708367156083,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"CD38",0.57971988398016,0.999942541221764,0.209054500527732,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"FKBP4",-0.335782154894433,0.999942541221764,-0.284284141738607,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"KDM1A",-0.0989307430172526,0.999942541221764,0.0211252037362835,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"RBM6",-0.111957254430102,0.999942541221764,-0.0787519576370739,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"CAMKK1",-0.0097850987406861,0.999942541221764,0.0544775274753117,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"RECQL",0.196576988325905,0.999942541221764,-0.0169895692569194,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"VPS50",-0.136758412050781,0.999942541221764,0.28249973280716,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"ARHGAP33",0.711112052981152,0.999942541221764,0.432531933811509,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"NDUFAB1",-0.0807785914293596,0.999942541221764,-0.00517822756554628,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ZMYND10",-0.477358107872595,0.999942541221764,-1.96867482702132,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ABCB5",1.17012625942359,0.999942541221764,1.66203392577628,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"SLC25A13",0.170655944145199,0.999942541221764,0.119802962973742,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"ST7",-0.0128302896581623,0.999942541221764,-0.448993222961215,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"CDC27",0.220165249862825,0.999942541221764,-0.00687722029043916,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"HCCS",-0.196238477796759,0.999942541221764,-0.589101939765583,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"DVL2",-0.319105138345401,0.999942541221764,-0.855150831619279,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"UPF1",0.0234413305491005,0.999942541221764,-0.313120378673643,0.999510161298978,FALSE,FALSE,TRUE,FALSE,"Treg","week44"
"SKAP2",-0.722812457020433,0.999942541221764,-0.198724926794385,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
"SLC25A5",-0.384912066805438,0.999942541221764,-0.836132333693338,0.999510161298978,FALSE,FALSE,FALSE,FALSE,"Treg","week44"
