"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"VWDE",-2.9457129639981,0.000789896923968124,-6.04618619223983,NA,TRUE,FALSE,FALSE,TRUE,"CD4_TCM","week12"
"OR3A2",-1.97707452621588,0.0031773281656327,-1.68791534920274,0.999961060163401,TRUE,FALSE,FALSE,TRUE,"CD4_TCM","week12"
"TEKT4P2.1",-3.07899971841765,0.00140012635465401,-3.15215554485297,0.00212872434869736,TRUE,TRUE,FALSE,FALSE,"CD4_TCM","week12"
"ADAM23",-1.22309017640672,0.0707370353719558,-1.19303260776317,0.123752971323204,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"CACNG6",-4.16107492559202,0.0707370353719558,1.90287389084192,NA,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"ENSG00000232413",-4.00283455491949,0.0707370353719558,1.23235723223769,0.999961060163401,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"MTND4P12",2.67667661585001,0.213055507949528,2.42611400838113,0.0616047254532916,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"ENSG00000282840",-3.56859551908636,0.353624562390666,0.865344214622059,0.999961060163401,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"BCAT1",0.935954094215503,0.4864216078608,1.09539814673938,0.452887748754478,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"CRYZ",1.01274822235348,0.4864216078608,1.08878659757971,0.080647585708864,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"OASL",1.64816526990575,0.4864216078608,0.783561873084239,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"JAZF1",0.711878156044987,0.4864216078608,0.7025690659954,0.0974723267246139,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"CADPS",-3.37898425220055,0.4864216078608,0.28490861003508,0.999961060163401,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"IFIT1",1.82399556960482,0.4864216078608,0.219039060323528,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"MTCO1P12",4.02822508292093,0.4864216078608,2.95874229899264,0.317891357839173,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"NBPF26",-1.62222066303779,0.4864216078608,-1.54816153007528,0.213174479776773,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"ENSG00000253687",1.66335764877253,0.488698797610803,1.60864133974412,0.47121309813558,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"RUSC2",-2.17641609372268,0.525700852803038,-2.65584757361045,0.0359398046970437,FALSE,TRUE,FALSE,FALSE,"CD4_TCM","week12"
"FAM117B",-0.564417075327285,0.532032904780753,-0.563178057429393,0.186441917947605,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"CD226",-0.476656466521312,0.532032904780753,-0.606559991836054,0.693434991160922,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"LRRTM4",-1.81208595509949,0.532032904780753,-0.843567281901077,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"KLF3-AS1",-0.941162894091852,0.532032904780753,-0.676745421243662,0.155906841575037,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"OAS1",1.41329683888477,0.545250068647677,0.411205233206499,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"RASSF8",-1.56453264474456,0.545250068647677,-1.11480559007425,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"HERC5",1.10695812447293,0.545250068647677,0.539523434524906,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"C3orf70",-3.47968296836462,0.545250068647677,0.0484884345158566,0.999961060163401,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"LITAF",-0.542204434193727,0.545250068647677,-0.624760234501001,0.0974723267246139,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"TEX41",-1.80907517905111,0.545250068647677,0.0380853926092977,0.999961060163401,FALSE,FALSE,TRUE,FALSE,"CD4_TCM","week12"
"ENSG00000259704",-0.517494372777662,0.545250068647677,-0.192997182865105,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"CASC15",-0.742044026919826,0.545250068647677,-0.611072378885572,0.614444365004027,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"LAMP3",1.33340389715902,0.554594413681272,0.0136599682418362,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
"PDE8B",1.52126033660252,0.554594413681272,0.312531154629805,0.999961060163401,FALSE,FALSE,FALSE,FALSE,"CD4_TCM","week12"
