"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"HSPA1A",2.61594682119494,0.0827367860670844,2.02297210366977,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"HSPH1",1.33334942435756,0.109419022670751,1.28963103259982,0.447502146955409,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"CPQ",-0.729939350690067,0.609820051909086,-0.569727943267254,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"MAFIP",-1.60601713514435,0.609820051909086,-1.11699661144277,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"NBPF26",-1.69709197358131,0.881426885781674,-1.66657190040628,0.586196966978693,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"LINC01169",-3.66905480589151,0.88757315795831,-1.05214781181335,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"THEMIS2",1.16765506561659,0.916902015703392,0.884370387910954,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"RRM2",-1.53586082125553,0.916902015703392,0.106824965285888,0.999843093360322,FALSE,FALSE,TRUE,FALSE,"NK","week12"
"CA5A",-3.12066928434292,0.916902015703392,0.313015394865822,0.999843093360322,FALSE,FALSE,TRUE,FALSE,"NK","week12"
"DPY19L1P1",-1.463147404099,0.916902015703392,-1.61742989288982,0.447502146955409,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"LINC01723",-3.64519572123493,0.916902015703392,-2.99559999486965,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"MTCO1P12",3.62375239883801,0.916902015703392,2.93470966340982,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"LINC02021",2.36072447146708,0.916902015703392,1.8049931578613,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"HSPE1-MOB4",2.41723755587446,0.916902015703392,1.99867902865632,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"ENSG00000291032",-2.97490888565539,0.916902015703392,-1.56143110915104,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"TEKT4P2.1",-2.73181127280628,0.916902015703392,-3.62221699906974,0.586196966978693,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"FRMD6",-1.10135162597362,0.932988249789007,0.0682283805314642,0.999843093360322,FALSE,FALSE,TRUE,FALSE,"NK","week12"
"BACE2",-2.91548605269484,0.932988249789007,0.631717673375814,0.999843093360322,FALSE,FALSE,TRUE,FALSE,"NK","week12"
"RUSC2",-2.1627192756324,0.932988249789007,-1.36444254295923,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"LINC00649",0.941449256815231,0.932988249789007,0.302851086539803,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"ENSG00000283907",4.12273891285294,0.932988249789007,-0.719650798988626,NA,FALSE,FALSE,TRUE,FALSE,"NK","week12"
"DPM1",-0.116175656372885,0.999884066885018,-0.0556679221409548,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"SCYL3",-0.222501147541741,0.999884066885018,-0.0932491579653368,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"C1orf112",0.287243944499389,0.999884066885018,0.00051676268898704,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"FGR",-0.532514460234378,0.999884066885018,-0.224583769785767,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"CFH",1.35258714598618,0.999884066885018,0.298603892122001,0.999843093360322,FALSE,FALSE,FALSE,FALSE,"NK","week12"
"FUCA2",-0.318268916701347,0.999884066885018,0.107321450918027,0.999843093360322,FALSE,FALSE,TRUE,FALSE,"NK","week12"
