"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"HLF",3.05948066615967,0.042421107468414,0.878129382326741,0.99927703374185,TRUE,FALSE,FALSE,TRUE,"MAIT","week44"
"SLC16A10",-1.91819969557558,0.299447393159365,-0.993411314651268,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"HERC6",1.69008983817971,0.299447393159365,0.721488089549565,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"RBMS3",1.87782464209443,0.410992999155702,-0.00282307940182454,0.99927703374185,FALSE,FALSE,TRUE,FALSE,"MAIT","week44"
"MIR325HG",-4.86782006777517,0.410992999155702,-1.56977246344667,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"NAMPT",1.01328401255473,0.45082734098843,-0.0608211395436311,0.99927703374185,FALSE,FALSE,TRUE,FALSE,"MAIT","week44"
"LINGO2",2.73628865727503,0.45082734098843,-0.256123786430695,0.99927703374185,FALSE,FALSE,TRUE,FALSE,"MAIT","week44"
"LINC01876",-2.0984381454576,0.45082734098843,-0.251177506219157,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"LINC00299",1.29326146223026,0.45082734098843,1.08864453515267,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"OR3A2",-4.20377061365623,0.530107101302089,-1.26006339922279,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"NR6A1",2.38722106571031,0.546173191944548,-0.571886553040605,0.99927703374185,FALSE,FALSE,TRUE,FALSE,"MAIT","week44"
"ADAMTS17",-2.30727121435147,0.638823744484133,-1.27590328386864,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"CLNK",3.12994667324152,0.658552684682672,1.30387140788417,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"FCRL3",1.62418267735991,0.688538435410243,1.00073050340871,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"ARHGEF18",-0.908669734459522,0.885798436019882,-0.0210720337789832,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"SPOPL-DT",4.50257188115196,0.917523788814848,-1.13117777621555,0.99927703374185,FALSE,FALSE,TRUE,FALSE,"MAIT","week44"
"IL18R1",0.950657749181172,0.925744498846913,0.214525846703139,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"MTCO1P12",3.76651191788621,0.930504605354104,2.43981597319626,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"ENSG00000285744",5.2357328785846,0.962173846451165,NA,NA,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
"DPM1",-0.0233008312537437,0.999518114532407,-0.0745054251175403,0.99927703374185,FALSE,FALSE,FALSE,FALSE,"MAIT","week44"
