"gene","lfc_bcg","padj_bcg","lfc_med","padj_med","sig_bcg","sig_media","opp_sign","bcg_specific","set","timepoint"
"DHRS3",-1.1186141449674,0.00981161215983851,-1.14250619342315,0.270028100632918,TRUE,FALSE,FALSE,TRUE,"NK","week44"
"MTCO1P12",3.75181114099818,0.0384499563943906,1.97496474829296,0.999984058853987,TRUE,FALSE,FALSE,TRUE,"NK","week44"
"L3MBTL3",0.89498410575865,0.142285410086227,0.402785004304765,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"MAP7D2",-3.08427266380838,0.159881451868367,-1.97414518557721,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"LINC01115",-4.09254983028416,0.343224303474409,-2.268277384705,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"IGF1R",-0.831467013387471,0.451621383723497,-0.588797917125896,0.646345749318289,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"RFX3-DT",0.777320332587096,0.451621383723497,0.659898684608686,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"CASP10",0.842279318126136,0.55216216327086,0.639584740579077,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"SYNGR1",1.66649956358049,0.55216216327086,1.66717915156166,0.751685046912179,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"LRRC4",4.11672638070834,0.55216216327086,1.34274193623354,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"PARP9",0.961581863632919,0.55216216327086,0.525407913909612,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"PELI2",-0.760156595568315,0.55216216327086,-0.475982376789778,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"IL19",2.01200065938569,0.55216216327086,0.25643351073807,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"OBSCN",-0.942348725792841,0.55216216327086,-0.755806289718925,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"SNED1",-2.02417680171724,0.55216216327086,0.312819896214897,0.999984058853987,FALSE,FALSE,TRUE,FALSE,"NK","week44"
"ISG20",0.901761369448387,0.55216216327086,-0.0153926420503818,0.999984058853987,FALSE,FALSE,TRUE,FALSE,"NK","week44"
"SYNPO2",-1.54529259058661,0.55216216327086,-0.541695274083739,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"PDE3A",2.5266743987766,0.55216216327086,-0.278042807503023,0.999984058853987,FALSE,FALSE,TRUE,FALSE,"NK","week44"
"PLCB1",-0.773363924669946,0.55216216327086,-0.592373709392101,0.526860166174627,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"AFAP1",1.18516202951908,0.55216216327086,-0.0452314353672794,0.999984058853987,FALSE,FALSE,TRUE,FALSE,"NK","week44"
"SUCLG2-DT",-1.57310974855304,0.55216216327086,-0.337422636158023,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
"LINC02211",-3.65712201669763,0.55216216327086,-0.651718114529489,0.999984058853987,FALSE,FALSE,FALSE,FALSE,"NK","week44"
