Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CD45RO- CD27-,Infants 12wks,BCG,CD4,35,1.66,26.844155844155843,-23.111304347826085,0,2.587691416709574e-7,1,6.210459400102977e-6
CD45RO- CD27-,Infants 12wks,BCG,CD8,35,2.3,16.17476240760296,-12.785430463576159,90,2.358843118665037e-4,0.8571428571428572,5.14656680436008e-4
CD45RO- CD27-,Infants 12wks,DosR,CD4,34,1.395,18.710800399486374,-13.10508893280632,5,5.967263716995403e-7,0.9915966386554622,6.790493586044486e-6
CD45RO- CD27-,Infants 12wks,DosR,CD8,34,0,5.291168695846766,-4.063476821192053,128,0.003860221421355403,0.7848739495798319,0.006176354274168645
CD45RO- CD27-,Infants 44wks,BCG,CD4,34,1.2149999999999999,17.186844673731176,-11.492783251231527,35,7.489279427617951e-6,0.9411764705882353,4.49356765657077e-5
CD45RO- CD27-,Infants 44wks,BCG,CD8,34,1.5885775862068965,21.954935213414636,-17.97325203252032,9,8.488116982555608e-7,0.984873949579832,6.790493586044486e-6
CD45RO- CD27-,Infants 44wks,DosR,CD4,32,0.67,11.303835699184535,-4.84453950845666,44,4.053352589159209e-5,0.9166666666666666,1.2160057767477626e-4
CD45RO- CD27-,Infants 44wks,DosR,CD8,32,0.15,14.47734723314975,-9.723268487858721,82,6.891552406230035e-4,0.8446969696969697,0.001217027268582188
CD45RO- CD27-,Mothers Dx,BCG,CD4,3,0.11,2.459659090909091,-2.149659090909091,0,0.1814492077214203,1,0.20737052311019463
CD45RO- CD27-,Mothers Dx,BCG,CD8,3,1.3144444444444443,30.870967741935484,-25.91652329749104,0,0.1814492077214203,1,0.20737052311019463
CD45RO- CD27-,Mothers Dx,DosR,CD4,6,0.33999999999999997,2.135028409090909,-1.125454545454545,0,0.036031686218233556,1,0.05086826289632973
CD45RO- CD27-,Mothers Dx,DosR,CD8,6,11.247777777777777,29.717741935483872,-18.285975609756093,7,0.5293681061847979,0.6666666666666667,0.5293681061847979
CD45RO- CD27-,Mothers Dx,E6C10,CD4,6,0.265,2.2053835227272724,-1.4692471590909082,1,0.05917206782585943,0.9523809523809523,0.07889609043447923
CD45RO- CD27-,Mothers Dx,E6C10,CD8,6,2.8583333333333334,37.116706005769736,-15.28671387359035,6,0.40167816646977295,0.7142857142857143,0.43668754794450754
CD45RO- CD27-,Mothers Dx,GAG,CD4,5,0.28,2.419772727272727,-1.6556818181818178,1,0.10564542920187692,0.9333333333333333,0.13344685793921293
CD45RO- CD27-,Mothers Dx,GAG,CD8,5,6.673333333333333,33.17741935483871,-21.89118279569893,4,0.41849223344681974,0.7333333333333334,0.43668754794450754
CD45RO- CD27-,Mothers Entry,BCG,CD4,18,0.435,2.6948466257668713,-1.9782188735177866,0,2.1409202584601812e-4,1,5.138208620304435e-4
CD45RO- CD27-,Mothers Entry,BCG,CD8,18,1.145,14.55170421213188,-12.249831583268517,3,3.5544554613709e-4,0.9824561403508771,7.1089109227418e-4
CD45RO- CD27-,Mothers Entry,DosR,CD4,29,0.54,1.2,-0.5375460122699387,93,0.007334179064538548,0.7862068965517242,0.011001268596807822
CD45RO- CD27-,Mothers Entry,DosR,CD8,29,1.48,19.12777777777778,-11.831854304635762,40,1.295530998284681e-4,0.9080459770114943,3.4547493287591494e-4
CD45RO- CD27-,Mothers Entry,E6C10,CD4,31,0.26,1.1527093596059115,-1.1527093596059115,35,3.1235603355239836e-5,0.9294354838709677,1.1667582675669262e-4
CD45RO- CD27-,Mothers Entry,E6C10,CD8,31,1.11,20.187861271676297,-14.369205298013245,36,3.4030449470702015e-5,0.9274193548387096,1.1667582675669262e-4
CD45RO- CD27-,Mothers Entry,GAG,CD4,24,0.33999999999999997,1.5122760859829827,-0.9566335227272726,31,7.099325733396098e-4,0.8966666666666667,0.001217027268582188
CD45RO- CD27-,Mothers Entry,GAG,CD8,24,1.4700000000000002,24.901445086705202,-17.062473107989128,1,2.206919308346755e-5,0.9966666666666667,1.0593212680064425e-4
