Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CCR6- CXCR3+,Mothers Dx,DosR,CD8,6,15.470704107525489,3.85639182675855,12.13996968285111,21,0.036031686218233556,0,0.05188562815425632
CCR6- CXCR3+,Mothers Dx,DosR,gdTCR,6,14.045,6.234907215676044,8.352244473360615,20,0.05917206782585943,0.04761904761904767,0.07100648139103131
CCR6- CXCR3+,Mothers Dx,E6C10,CD4,6,7.352777238546503,3.9762578467715546,4.41504938151174,17,0.20841280368414858,0.19047619047619047,0.20841280368414858
CCR6- CXCR3+,Mothers Dx,E6C10,CD8,6,10.239980730323971,4.263653579033377,6.403063804854705,19,0.09349248368983569,0.09523809523809523,0.108571916543035
CCR6- CXCR3+,Mothers Dx,E6C10,gdTCR,6,13.149999999999999,6.349146865583544,7.813429506961304,20,0.05917206782585943,0.04761904761904767,0.07100648139103131
CCR6- CXCR3+,Mothers Dx,GAG,CD4,5,10.35290736331854,3.045805896927612,7.183871985409178,15,0.059058229090536735,0,0.07100648139103131
CCR6- CXCR3+,Mothers Dx,GAG,CD8,5,13.025460580912865,4.354828221523791,7.915306491729019,15,0.059058229090536735,0,0.07100648139103131
CCR6- CXCR3+,Mothers Dx,GAG,gdTCR,5,15.8,5.732496862358631,10.250601930780576,15,0.059058229090536735,0,0.07100648139103131
CCR6- CXCR3+,Mothers Entry,BCG,CD4,18,15.956419586074766,4.196476061319917,6.955914358785552,171,2.1409202584601812e-4,0,4.056480489714027e-4
CCR6- CXCR3+,Mothers Entry,BCG,CD8,18,18.117001569262527,5.497532120730671,12.466838883901303,162,9.335364168391531e-4,0.052631578947368474,0.0014611874350525876
CCR6- CXCR3+,Mothers Entry,BCG,gdTCR,18,14.35,6.254536235047937,7.247214053741906,170,2.539632194415226e-4,0.005847953216374324,4.413034916592695e-4
CCR6- CXCR3+,Mothers Entry,DosR,CD4,29,6.249218750000001,2.8348991868476423,2.8865361029081016,352,0.00376138998044069,0.19080459770114944,0.0056420849706610345
CCR6- CXCR3+,Mothers Entry,DosR,CD8,29,11.027181560890869,3.2189575437254425,6.236800412294424,393,1.542904750844437e-4,0.096551724137931,3.085809501688874e-4
CCR6- CXCR3+,Mothers Entry,DosR,gdTCR,29,13.3,4.898016336056008,8.105605819168467,426,6.871648872569005e-6,0.020689655172413834,2.748659549027602e-5
CCR6- CXCR3+,Mothers Entry,E6C10,CD4,31,7.970305198820156,2.660863558262472,4.8499327153074905,435,2.5742703680124056e-4,0.12298387096774188,4.413034916592695e-4
CCR6- CXCR3+,Mothers Entry,E6C10,CD8,31,14.439148414764896,3.3052203439751113,9.832040528464752,471,1.2992505197678222e-5,0.050403225806451624,3.8977515593034667e-5
CCR6- CXCR3+,Mothers Entry,E6C10,gdTCR,31,20.7,5.023480449180572,11.848841552158936,491,2.0125284809263654e-6,0.01008064516129037,1.449020506266983e-5
CCR6- CXCR3+,Mothers Entry,GAG,CD4,24,12.200019376256883,2.6157340764979464,9.6643932234882,290,6.727742881565342e-5,0.033333333333333326,1.4246984925667783e-4
CCR6- CXCR3+,Mothers Entry,GAG,CD8,24,19.860876318395007,4.1738312512936755,12.981817918922994,300,1.94224739173131e-5,0,4.994350435880511e-5
CCR6- CXCR3+,Mothers Entry,GAG,gdTCR,24,25.6,5.605568542726531,19.35954498780801,297,2.842707418395655e-5,0.010000000000000009,6.396091691390223e-5
