Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CCR6- CXCR3+,Infants 12wks,BCG,CD4,35,33.20244940738498,8.40100433378853,22.459999999999994,614,1.0125987141239726e-6,0.025396825396825418,9.113388427115754e-6
CCR6- CXCR3+,Infants 12wks,BCG,CD8,35,30.680784235519944,6.8416378525932675,22.200420503104258,596,4.341010744260581e-6,0.053968253968254,1.9534548349172614e-5
CCR6- CXCR3+,Infants 12wks,BCG,gdTCR,35,24.3,7.010633847351267,17.552675848045105,627,3.358997779081709e-7,0.004761904761904745,7.826245452243074e-6
CCR6- CXCR3+,Infants 12wks,DosR,CD4,34,12.044025168092656,4.055059383019062,4.39811633098471,503,4.568652488261279e-4,0.1546218487394958,7.475976798973003e-4
CCR6- CXCR3+,Infants 12wks,DosR,CD8,34,14.675762864848028,3.072642731777953,10.984138486596159,549,1.7762719170775463e-5,0.07731092436974785,4.918906847291667e-5
CCR6- CXCR3+,Infants 12wks,DosR,gdTCR,34,21.85,4.762979754271235,15.531422704605458,591,5.46083726449893e-7,0.006722689075630228,7.826245452243074e-6
CCR6- CXCR3+,Infants 44wks,BCG,CD4,34,23.76298500609238,5.130886939686906,18.100965455946984,569,3.601336502021702e-6,0.043697478991596594,1.9534548349172614e-5
CCR6- CXCR3+,Infants 44wks,BCG,CD8,34,26.686016673237727,6.292173408166878,19.504427174992458,555,1.1138404851153218e-5,0.0672268907563025,3.6452961331046895e-5
CCR6- CXCR3+,Infants 44wks,BCG,gdTCR,34,20.5,7.16,14.0088237747967,589,6.521871210202561e-7,0.010084033613445342,7.826245452243074e-6
CCR6- CXCR3+,Infants 44wks,DosR,CD4,32,11.880840743147004,2.4074496897347224,6.386996612258568,501,9.76560656042183e-6,0.051136363636363646,3.515618361751859e-5
CCR6- CXCR3+,Infants 44wks,DosR,CD8,32,14.820127609401627,1.7198538325626223,11.44830183311204,489,2.6938728334209382e-5,0.07386363636363635,6.396091691390223e-5
CCR6- CXCR3+,Infants 44wks,DosR,gdTCR,32,19.35,4.822482120323743,14.936157090635266,511,4.040490189968873e-6,0.032196969696969724,1.9534548349172614e-5
CCR6- CXCR3+,Mothers Dx,BCG,CD4,3,17.949272905073137,6.982894943568156,11.573478994741265,6,0.1814492077214203,0,0.19212269052856268
CCR6- CXCR3+,Mothers Dx,BCG,CD8,3,20.123063571273594,5.699067970087285,14.42399560118631,6,0.1814492077214203,0,0.19212269052856268
CCR6- CXCR3+,Mothers Dx,BCG,gdTCR,3,13.2,6.594656055388019,6.60534394461198,6,0.1814492077214203,0,0.19212269052856268
CCR6- CXCR3+,Mothers Dx,DosR,CD4,6,2.467311420097639,3.2939833350472942,-0.7487327384847172,4,0.20841280368414858,0.8095238095238095,0.20841280368414858
