"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","set","timepoint","stim","n_pos","n_neg"
"SLCO4A1",106.994297226887,1.7801551180143,0.302046679412914,5.89364240479111,3.77774239699782e-09,8.70958509627848e-05,"CD14_Mono_Infl","week12","media_treated",6,4
"FSCN1",24.473480990501,2.1962340395828,0.499675195997034,4.39532331638058,1.10607999091547e-05,0.0850022473018536,"CD14_Mono_Infl","week12","media_treated",6,4
"MTCO1P12",44.2654442140383,3.44563418168461,0.777977244509124,4.42896525059507,9.46862758714284e-06,0.0850022473018536,"CD14_Mono_Infl","week12","media_treated",6,4
"EBI3",28.679108007149,2.45075262112117,0.585697680475397,4.1843304196321,2.86007856302501e-05,0.164847778176354,"CD14_Mono_Infl","week12","media_treated",6,4
"HMSD",4.67449879743851,3.1339454519493,0.766673154747396,4.08772034411701,4.35632843970593e-05,0.20087030435484,"CD14_Mono_Infl","week12","media_treated",6,4
"LIMS2",47.9167998913269,2.42854546252608,0.648023186324407,3.74762124840133,0.000178519547997649,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"FGF13",27.2346848473643,2.23128480762382,0.598635077100527,3.72728711192633,0.000193551927916792,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"IDO1",68.82828959399,2.99157999151136,0.790522426432254,3.78430755597005,0.000154137120808823,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"KLRC1",10.4606401448507,-2.40798327102904,0.646455207821679,-3.72490350745735,0.000195389945651241,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"CCNG2",78.7830260952557,-0.827094535535515,0.213658710779612,-3.87110140521562,0.000108344706048443,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"CSF2",24.3470109828421,4.25375701554124,1.13412037055116,3.75071035314708,0.000176334302147664,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"ABTB2",549.534172826179,2.60957486581623,0.686172016007609,3.80309136038462,0.000142901624960652,0.375392933082447,"CD14_Mono_Infl","week12","media_treated",6,4
"ENSG00000226266",15.0887674652624,-1.41762373261925,0.38830731158856,-3.65077785123276,0.000261447303567766,0.463666737211911,"CD14_Mono_Infl","week12","media_treated",6,4
"MIR155HG",443.425604141002,2.00587597757775,0.552477565734973,3.6306921800694,0.000282662142205934,0.46548397775413,"CD14_Mono_Infl","week12","media_treated",6,4
"ENSG00000285040",4.60767421748761,5.30525925789424,1.46880502701551,3.61195608696553,0.000303896035403308,0.467088206414884,"CD14_Mono_Infl","week12","media_treated",6,4
"KLRC2",18.8948638255605,-3.10548157629881,0.873391226249476,-3.55565923146996,0.00037703251036685,0.511322619206337,"CD14_Mono_Infl","week12","media_treated",6,4
"LINC01572",88.9602743684923,-0.674807884874364,0.189026238869363,-3.56991647778978,0.000357095065720684,0.511322619206337,"CD14_Mono_Infl","week12","media_treated",6,4
"HPN-AS1",5.99979536147111,4.50530630282498,1.27537980441716,3.53252128285335,0.000411617092421982,0.527212892543822,"CD14_Mono_Infl","week12","media_treated",6,4
"STON2",61.2216047028705,1.9404078162813,0.564301683440186,3.43860008435891,0.000584730346279325,0.586128614498688,"CD14_Mono_Infl","week12","media_treated",6,4
"KLRF1",8.92632779840506,-2.62726337921501,0.761709201812555,-3.44916849233698,0.000562315710171763,0.586128614498688,"CD14_Mono_Infl","week12","media_treated",6,4
"ABCA13",34.9641217233363,3.68142101851998,1.05737731331244,3.48165311679253,0.000498328784902124,0.586128614498688,"CD14_Mono_Infl","week12","media_treated",6,4
