"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","set","timepoint","stim","n_pos","n_neg"
"ADAM19",38.4228683082681,1.71215219081111,0.33128418245154,5.16822800938155,2.36323893830876e-07,0.00378425451191382,"CD8_Naive_T","week12","BCG_treated",5,5
"SNED1",477.697935352437,-1.40189251929898,0.289355679283208,-4.844876460596,1.26690484152177e-06,0.0101434736136441,"CD8_Naive_T","week12","BCG_treated",5,5
"MTCO1P12",36.845844459083,4.23256476499825,0.902202459303098,4.69136912824166,2.71382840597899e-06,0.0144855114216472,"CD8_Naive_T","week12","BCG_treated",5,5
"NRIR",31.2118511347126,1.54418148163381,0.347543551527737,4.44313086761608,8.86592016752593e-06,0.0354924949106482,"CD8_Naive_T","week12","BCG_treated",5,5
"LRP6",62.5831252524599,1.02748396670244,0.243963522633445,4.21162949120977,2.53535149067349e-05,0.0686481753130033,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000283321",30.0047565676158,1.53110906114427,0.363824894616028,4.20836804683242,2.57221664821095e-05,0.0686481753130033,"CD8_Naive_T","week12","BCG_treated",5,5
"OMA1",171.324016638496,-0.76022899002491,0.182466750804131,-4.16639736650421,3.09451114274047e-05,0.0707891527552903,"CD8_Naive_T","week12","BCG_treated",5,5
"OAS1",43.516636398663,1.64139501622115,0.40194007997688,4.0836808718244,4.43278969268961e-05,0.0718708661867226,"CD8_Naive_T","week12","BCG_treated",5,5
"SLC16A10",382.202126559594,-0.626112838451751,0.155046915088981,-4.03821538849984,5.38593888865716e-05,0.0718708661867226,"CD8_Naive_T","week12","BCG_treated",5,5
"MGAT1",196.57524513176,-0.585572369653743,0.144883913077963,-4.04166589108233,5.30728151146525e-05,0.0718708661867226,"CD8_Naive_T","week12","BCG_treated",5,5
"CERCAM",18.9252256587807,2.77351232065282,0.68507175292512,4.04849902044635,5.15471498945035e-05,0.0718708661867226,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000290067",677.982418342829,-0.71386350179401,0.174585012692335,-4.08891628660031,4.33393212801932e-05,0.0718708661867226,"CD8_Naive_T","week12","BCG_treated",5,5
"TRAV27",13.3962889032569,3.44644525613869,0.875448872969941,3.93677502199152,8.25839635130361e-05,0.098244460214655,"CD8_Naive_T","week12","BCG_treated",5,5
"LINC01956",10.7558329747583,3.80982832763555,0.970081043972395,3.92732993939831,8.58941137204253e-05,0.098244460214655,"CD8_Naive_T","week12","BCG_treated",5,5
"MEIKIN",23.5830813994981,-1.33029508748087,0.344820635361837,-3.85793351979914,0.000114349738919172,0.12207215795418,"CD8_Naive_T","week12","BCG_treated",5,5
"C3orf70",19.8138059840661,-2.87043026050911,0.76223897039316,-3.76578785919139,0.000166024717267636,0.159667376921785,"CD8_Naive_T","week12","BCG_treated",5,5
"OR3A2",21.9320279085797,-2.10040123567906,0.558528785687647,-3.76059621187311,0.000169508862028998,0.159667376921785,"CD8_Naive_T","week12","BCG_treated",5,5
"BHLHE40",23.6819532268211,1.2535612181871,0.338921246984377,3.69867994214268,0.000216723678907251,0.192799792796767,"CD8_Naive_T","week12","BCG_treated",5,5
"IFI44",176.960321867638,1.06628531601532,0.291430859480939,3.65879343702466,0.000253405480350252,0.213567471413084,"CD8_Naive_T","week12","BCG_treated",5,5
"AHR",132.676437513783,0.955333771262996,0.262371457953897,3.64114976039377,0.000271423185027301,0.217314973092108,"CD8_Naive_T","week12","BCG_treated",5,5
"EGFLAM",13.7853394577457,2.34299188153129,0.646872420629173,3.62203087782349,0.000292299220895293,0.21831834859088,"CD8_Naive_T","week12","BCG_treated",5,5
"TEX41",16.3547569933245,-2.27356165480092,0.628863787813492,-3.61534834547543,0.000299944024792317,0.21831834859088,"CD8_Naive_T","week12","BCG_treated",5,5
"FAM117B",1332.90421362215,-0.476997403800909,0.135310835401106,-3.5251973900459,0.000423167346163115,0.282340779754581,"CD8_Naive_T","week12","BCG_treated",5,5
"LINC01801",70.8185766426954,-1.01783568248524,0.288641055847902,-3.52630251956113,0.000421405308905092,0.282340779754581,"CD8_Naive_T","week12","BCG_treated",5,5
"MAML3",1013.02377914682,-0.412780054737627,0.11805375072761,-3.49654333041947,0.000471327940592083,0.301894972508041,"CD8_Naive_T","week12","BCG_treated",5,5
"LMNA",15.3271462020443,1.91026735082064,0.548948756990523,3.47986460756958,0.00050166723519799,0.305405225340459,"CD8_Naive_T","week12","BCG_treated",5,5
"RCSD1",625.446219964413,-0.497852437587238,0.143355364769171,-3.4728552948742,0.000514952918515731,0.305405225340459,"CD8_Naive_T","week12","BCG_treated",5,5
"LINC01098",21.1753266615197,3.79667304323317,1.09709025761274,3.46067519685637,0.000538822495287979,0.308148736323086,"CD8_Naive_T","week12","BCG_treated",5,5
"KBTBD12",6.87021091523693,3.45697948535709,1.00423217946979,3.44241058594865,0.000576554429674331,0.318357451116382,"CD8_Naive_T","week12","BCG_treated",5,5
"RASGRP3",38.7542719269053,1.06499502318156,0.311470734740979,3.41924586933413,0.000627949581406964,0.335178554902324,"CD8_Naive_T","week12","BCG_treated",5,5
"MYT1L",13.3373980303197,1.42863847545296,0.419269719091937,3.40744492244071,0.000655741411773815,0.338722168604326,"CD8_Naive_T","week12","BCG_treated",5,5
"PRKCB",820.174476805771,-0.666927008577095,0.196547174792508,-3.39321595073123,0.000690771579844566,0.345666415876595,"CD8_Naive_T","week12","BCG_treated",5,5
"GRAMD1A",661.956863247246,-0.591513668609977,0.176182054667652,-3.35740021721169,0.000786791363768035,0.356599401606586,"CD8_Naive_T","week12","BCG_treated",5,5
"IFIT5",37.5213258501232,0.954342187616249,0.28469061398709,3.35220811901978,0.000801697274579224,0.356599401606586,"CD8_Naive_T","week12","BCG_treated",5,5
"RDUR",4.48851564404508,4.24200497109706,1.26096281771204,3.36409996513139,0.000767937224225805,0.356599401606586,"CD8_Naive_T","week12","BCG_treated",5,5
"RNU4ATAC",44.9275796842751,3.57720062217409,1.06292101142421,3.36544351247795,0.000764207129364979,0.356599401606586,"CD8_Naive_T","week12","BCG_treated",5,5
"FOS",26.1134676437748,3.39437977093912,1.01659904689726,3.33895627907486,0.000840937986952223,0.363944323920701,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000197585",99.800273850959,1.19283965178854,0.358722375935936,3.3252446231611,0.000883409884676527,0.372264275876979,"CD8_Naive_T","week12","BCG_treated",5,5
"SKAP2",63.03389718113,-0.688589902507211,0.208345429059415,-3.30503964313439,0.00094962966923455,0.380160497336321,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000289084",19.8556601279654,1.22155820023694,0.36888009161903,3.31153192593147,0.000927866518961384,0.380160497336321,"CD8_Naive_T","week12","BCG_treated",5,5
"CD226",533.53050178909,-0.544968553137824,0.165886522186675,-3.28518885051169,0.00101914037349944,0.398036458557231,"CD8_Naive_T","week12","BCG_treated",5,5
"RNU6-44P",4.19112905508731,-3.00922205426819,0.919180268090256,-3.27381054482418,0.001061077266786,0.404548339834388,"CD8_Naive_T","week12","BCG_treated",5,5
"PBXIP1",583.630451310452,-0.507123091862559,0.156269251194486,-3.24518795595569,0.00117373124345429,0.410267303720035,"CD8_Naive_T","week12","BCG_treated",5,5
"ALK",20.2531399055009,1.44862315613485,0.447397584577034,3.23788774475475,0.00120418180695945,0.410267303720035,"CD8_Naive_T","week12","BCG_treated",5,5
"SUCLG2-DT",64.0693894053486,-0.884615315198143,0.271268777620836,-3.26102886943593,0.0011100873743953,0.410267303720035,"CD8_Naive_T","week12","BCG_treated",5,5
"HBB",40.4530060662197,-1.62480605219798,0.501572699962821,-3.23942282408596,0.00119771874693496,0.410267303720035,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000267320",57.9031044319053,-4.49196754784511,1.38425337887216,-3.24504719757664,0.00117431158377271,0.410267303720035,"CD8_Naive_T","week12","BCG_treated",5,5
"PRKD1",43.1898046864896,3.2393819156656,1.0091429742999,3.21003266946684,0.00132719887040107,0.442759073161089,"CD8_Naive_T","week12","BCG_treated",5,5
"RUNDC3B",26.3702870215149,-3.30660831915307,1.0340002022416,-3.19787976055006,0.00138441991752048,0.449355112500806,"CD8_Naive_T","week12","BCG_treated",5,5
"CDK6",206.983169784405,0.689733128939047,0.21659307301943,3.18446531702874,0.00145021688145575,0.449355112500806,"CD8_Naive_T","week12","BCG_treated",5,5
"MTHFD1L",573.242587691528,0.429139915849687,0.134531059449908,3.18989471728256,0.00142324632899063,0.449355112500806,"CD8_Naive_T","week12","BCG_treated",5,5
"SYNM",25.511753579993,-2.11702586004527,0.665845883540138,-3.1794532524397,0.00147553167516098,0.449355112500806,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000224228",6.63718620514855,2.39784814720523,0.754715745410632,3.17715399709938,0.00148728039483811,0.449355112500806,"CD8_Naive_T","week12","BCG_treated",5,5
"ANTXRLP1",242.517599389355,-0.874497008328315,0.276397437499037,-3.16391141770757,0.00155664166149311,0.461601906027576,"CD8_Naive_T","week12","BCG_treated",5,5
"DEAF1",305.486902836615,-0.653786445154806,0.207795595592139,-3.14629597076763,0.00165352583943666,0.48141653212544,"CD8_Naive_T","week12","BCG_treated",5,5
"ARHGAP31",56.5496057158184,1.14734989026092,0.36653524500711,3.13025801990381,0.00174652824429137,0.499413513854244,"CD8_Naive_T","week12","BCG_treated",5,5
"LAMP3",21.952803576903,1.21217324134123,0.390721891819414,3.1023939705469,0.00191962300037423,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"IFIT1",20.1606831409473,1.65342560849746,0.531968882036495,3.10812467482643,0.00188278623313477,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"AK4P3",3.69721300153305,3.01695359316051,0.972396043517222,3.10259756122411,0.00191830306844373,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"ASMTL-AS1",112.416659492488,-0.585631342973059,0.188561219664975,-3.10578889982562,0.00189772141153134,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"LINC01885",9.85938125772294,-2.96337410958646,0.956158181404807,-3.09925090556942,0.0019401064250688,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000239498",3.58352659586877,-3.06796360030687,0.983615068883438,-3.11906933653376,0.00181423262870629,0.501079422332689,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000253853",14.011721302954,-1.94992512548609,0.633508521086592,-3.07797773918113,0.00208410482795636,0.529726517620083,"CD8_Naive_T","week12","BCG_treated",5,5
"DUSP1",18.9677342565052,2.15415194475826,0.70095966373243,3.07314679604809,0.00211814264713864,0.52996590950986,"CD8_Naive_T","week12","BCG_treated",5,5
"XKR6",704.428584046095,-0.699420869949807,0.228737433737608,-3.05774554921401,0.00223008849622331,0.549390878308059,"CD8_Naive_T","week12","BCG_treated",5,5
"AHRR",118.196554568856,0.990879574679851,0.32458081527776,3.05279772568168,0.00226718704410442,0.550067668746122,"CD8_Naive_T","week12","BCG_treated",5,5
"DPEP2",234.860454561403,-0.709957339512545,0.233588773280728,-3.03934700945287,0.00237091589107529,0.566648897966994,"CD8_Naive_T","week12","BCG_treated",5,5
"HERC5",41.2025488917329,1.14133255649137,0.376098837503362,3.03466121849198,0.00240806014865179,0.567062752358253,"CD8_Naive_T","week12","BCG_treated",5,5
"APBB2",15.1884896817056,1.96620704763503,0.651896753054262,3.01613259833397,0.00256021273769237,0.594154877806782,"CD8_Naive_T","week12","BCG_treated",5,5
"RSAD2",85.8513645861305,0.905972288764058,0.301606580896847,3.003821355854,0.00266611821710681,0.60736101373857,"CD8_Naive_T","week12","BCG_treated",5,5
"CADPS",43.3022329457,-3.09745820541103,1.03368908935809,-2.99650856074579,0.00273090570094155,0.60736101373857,"CD8_Naive_T","week12","BCG_treated",5,5
"MTND4P12",10.9273482865768,1.8052919550966,0.602152497978787,2.9980643792998,0.00271700271756813,0.60736101373857,"CD8_Naive_T","week12","BCG_treated",5,5
"APBA2",1741.10527612216,-0.567998501564129,0.190822970640488,-2.97657299672921,0.00291489680760999,0.639400583291216,"CD8_Naive_T","week12","BCG_treated",5,5
"CCDC144A",48.6017966895522,3.29337075694004,1.11154019452043,2.9628894871957,0.00304765966737347,0.659488841265559,"CD8_Naive_T","week12","BCG_treated",5,5
"SGK1",66.2019438002286,1.14218064237366,0.38734770162759,2.94872187849404,0.00319090994516141,0.665970830712514,"CD8_Naive_T","week12","BCG_treated",5,5
"STARD4",22.7635999239685,-0.984148856717655,0.333880005222535,-2.94761243957005,0.00320238268687089,0.665970830712514,"CD8_Naive_T","week12","BCG_treated",5,5
"LIME1",15.9506068892427,-1.12291992276392,0.380952741073894,-2.94766201077447,0.0032018692683049,0.665970830712514,"CD8_Naive_T","week12","BCG_treated",5,5
"PXDN",22.4876983825185,1.63230026572399,0.557565442855047,2.92754919918584,0.00341645002956159,0.701379670812434,"CD8_Naive_T","week12","BCG_treated",5,5
"ENSG00000223563",4.75302679616274,3.60763430214802,1.23714012142429,2.91610807835949,0.00354427701742479,0.718411492152192,"CD8_Naive_T","week12","BCG_treated",5,5
"GML",8.31184054502209,-2.55685267428382,0.879268632545551,-2.90793118239819,0.00363828392009457,0.72824800515593,"CD8_Naive_T","week12","BCG_treated",5,5
"SH3BP4",6.28788220279983,2.09088931121877,0.720004391479565,2.90399521997653,0.0036843378500561,0.728361752999362,"CD8_Naive_T","week12","BCG_treated",5,5
"NOMO3",18.7739289780567,1.21401110294097,0.42027661998377,2.888600139089,0.00386960795742316,0.740411360286804,"CD8_Naive_T","week12","BCG_treated",5,5
"PECR",145.447459257228,-0.508988080616425,0.176893818420374,-2.87736499308787,0.00401011463906454,0.740411360286804,"CD8_Naive_T","week12","BCG_treated",5,5
