"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","set","timepoint","stim","n_pos","n_neg"
"SYNM",17.1569351367011,-4.1138570035169,0.834934605383699,-4.92716073449411,8.34331181325294e-07,0.00970035147967853,"CD8_Naive_T","week44","media_treated",5,5
"LINC00632",15.7707515634056,-4.01050136597792,0.798898938176414,-5.02003591985288,5.16618181711122e-07,0.00970035147967853,"CD8_Naive_T","week44","media_treated",5,5
"TCF7",4815.49524437309,-0.406181135373845,0.0870009630670143,-4.66869700121566,3.03116035510739e-06,0.0234945239124374,"CD8_Naive_T","week44","media_treated",5,5
"TEKT4P2.1",6.45644803497828,-4.55659458205807,1.05570984614751,-4.31614292382131,1.58779194988441e-05,0.0923023155266557,"CD8_Naive_T","week44","media_treated",5,5
"SIAH3",94.8782680306581,1.04120605585425,0.250528921518508,4.15603136573327,3.23823387227119e-05,0.150597304463844,"CD8_Naive_T","week44","media_treated",5,5
"BCL6",120.880765942608,-1.13991087656309,0.281178640275234,-4.05404505636446,5.03395141254777e-05,0.195090786993289,"CD8_Naive_T","week44","media_treated",5,5
"OAZ1",184.090339585356,-0.673563629813089,0.17292215301814,-3.89518415111585,9.81241514775907e-05,0.266269139485245,"CD8_Naive_T","week44","media_treated",5,5
"TP53",226.640086391934,-0.494652474792328,0.127380212223268,-3.8832756372341,0.000103058627074666,0.266269139485245,"CD8_Naive_T","week44","media_treated",5,5
"MIAT",362.313575462209,-0.987291861473672,0.250937088421227,-3.93441984875662,8.3397892605767e-05,0.266269139485245,"CD8_Naive_T","week44","media_treated",5,5
"TSPAN17",67.1586765615374,-0.725900197947599,0.198987134309164,-3.64797553604534,0.000264314798374647,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"RELB",194.209513211202,-0.746998897747952,0.201331618509393,-3.71029102770115,0.000207021123106698,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"C7",4.98394703973106,3.46882121904142,0.925313684640893,3.74880570407606,0.000177678666150478,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"MYC",213.631182501211,-0.696820994781334,0.19176030187914,-3.63381256679768,0.000279263767918576,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"FAM149B1",136.547571431113,0.536261761106018,0.144762186397609,3.70443259010403,0.000211864437638358,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"L3MBTL4",20.5743955961177,-1.55956245383919,0.422587891146302,-3.69050435782426,0.000223809854380243,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"TIAM1",501.266886709769,-0.727738055784294,0.197976294129511,-3.67588482744418,0.000237026445669261,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
"SNED1",828.002856150643,-0.695575374526435,0.192541094816988,-3.61260735110905,0.000303133545062389,0.270340813425273,"CD8_Naive_T","week44","media_treated",5,5
