"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","set","timepoint","stim","n_pos","n_neg"
"MTCO1P12",99.993611018779,3.96556824686491,0.681100423582072,5.82229596336032,5.8044641317116e-09,0.000104062432953326,"B","week12","BCG_treated",5,5
"GPM6A",235.769247369856,-2.07908751222273,0.385278992089703,-5.39631683769216,6.80227835606021e-08,0.000609756231837237,"B","week12","BCG_treated",5,5
"IGLC3",85.9814330365977,-1.82240627277835,0.36783145283376,-4.95446014401051,7.25313810711046e-07,0.00433447533280921,"B","week12","BCG_treated",5,5
"TEKT4P2.1",11.9415152304799,-3.62774750448703,0.742538716403042,-4.88560047354881,1.03114105337426e-06,0.00462157420122344,"B","week12","BCG_treated",5,5
"MYT1",27.9705604786544,2.03687410970105,0.440338445344977,4.62570127871821,3.73333049051524e-06,0.0133862298067914,"B","week12","BCG_treated",5,5
"IGHV3-49",52.4602834364913,-1.71216185253675,0.39380666510908,-4.34772187530777,1.3755888574218e-05,0.0411025950597633,"B","week12","BCG_treated",5,5
"MTND4P12",29.0064610850869,2.39968456452238,0.556444053807018,4.31253519218057,1.61393183024425e-05,0.0413350997894557,"B","week12","BCG_treated",5,5
"FGF13",65.7443299351037,2.05778728623242,0.481372262505142,4.27483560337139,1.91278380784598e-05,0.0428654851338284,"B","week12","BCG_treated",5,5
"FOSL2",184.818591020736,1.459540129489,0.343815297061418,4.24512853838576,2.18468148559936e-05,0.0435188551931392,"B","week12","BCG_treated",5,5
"GPATCH11",143.301872484815,-0.597889534305711,0.142148869329936,-4.20608012658879,2.59838141459811e-05,0.0465837820009149,"B","week12","BCG_treated",5,5
"TCL1B",38.1840595852178,-2.50768759657319,0.602619293663593,-4.16131315897277,3.16422823802562e-05,0.0515711671375667,"B","week12","BCG_treated",5,5
"CLTCL1",119.291376027736,-0.992703763284474,0.242767457404191,-4.08911381244847,4.33024360440367e-05,0.0646938394497908,"B","week12","BCG_treated",5,5
"MYO3B",41.9971441156779,1.95975995686667,0.482056202018298,4.06541799205454,4.79464519161875e-05,0.0661218453810314,"B","week12","BCG_treated",5,5
"EGFLAM",31.4619171668636,2.19930676140533,0.546918145483043,4.02127224991389,5.78846569849265e-05,0.0741254378875544,"B","week12","BCG_treated",5,5
"RUNDC3B",20.2953335294034,-2.20003325101039,0.552211688598401,-3.98403962906764,6.77535664300943e-05,0.0772098003559015,"B","week12","BCG_treated",5,5
"RPL7P11",21.1259817969782,-1.75328892910253,0.440521531459695,-3.98003004142136,6.89065598892472e-05,0.0772098003559015,"B","week12","BCG_treated",5,5
"NHSL1",91.2146802326531,1.11781325258831,0.287386673932117,3.88957928109202,0.000100418159701291,0.0933827075359205,"B","week12","BCG_treated",5,5
"ZNF608",948.951058244816,-0.530368737751939,0.137030253744232,-3.8704499426957,0.000108634662829365,0.0933827075359205,"B","week12","BCG_treated",5,5
"OR3A2",25.2911564354649,-2.17712357385888,0.562969609516983,-3.86721332209533,0.000110086123900122,0.0933827075359205,"B","week12","BCG_treated",5,5
"ENSG00000261759",17.0679117105388,-1.89332594439147,0.489964023928277,-3.86421421150836,0.000111447387604099,0.0933827075359205,"B","week12","BCG_treated",5,5
"CLASP1-AS1",22.4735527051994,1.59182157089402,0.412665429872843,3.85741439835297,0.000114592791487631,0.0933827075359205,"B","week12","BCG_treated",5,5
"ENPP7P14",11.9546662944664,-2.69934844665094,0.693555267997704,-3.8920451926549,9.94027226434151e-05,0.0933827075359205,"B","week12","BCG_treated",5,5
