Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
PD-1,Infants 12wks,BCG,CD4,32,12.054856208645504,5.734289570900824,5.984626091100187,481,5.15864820610628e-5,0.08901515151515149,2.3213916927478258e-4
PD-1,Infants 12wks,BCG,CD8,32,9.780539906774573,4.7720885051268205,5.218732303224069,439,0.0011025313713692636,0.16856060606060608,0.0033075941141077906
PD-1,Infants 12wks,BCG,gdTCR,32,8.691097626545819,4.061234282073068,3.645464214263948,414,0.005182086446555026,0.21590909090909094,0.011659694504748809
PD-1,Infants 12wks,DosR,CD4,31,30.824513172966782,4.126993464052287,26.32797105403776,496,1.232989270728632e-6,0,1.9867627074845586e-5
PD-1,Infants 12wks,DosR,CD8,31,27.7914,4.89,23.72863042434352,493,1.6556355895704654e-6,0.006048387096774244,1.9867627074845586e-5
PD-1,Infants 12wks,DosR,gdTCR,31,23.17325581395349,4.108738317757009,17.233302405614225,496,1.232989270728632e-6,0,1.9867627074845586e-5
PD-1,Infants 44wks,BCG,CD4,31,12.336998854524627,6.899951690821256,5.2139092797281,440,1.7491337522844511e-4,0.11290322580645162,6.47095669961827e-4
PD-1,Infants 44wks,BCG,CD8,31,6.497400000000001,3.7675213675213675,3.9276111111111116,394,0.004354123710154203,0.20564516129032262,0.010449896904370088
PD-1,Infants 44wks,BCG,gdTCR,31,8.13086642599278,4.555420560747664,2.759856830383775,367,0.020222675592144024,0.26008064516129037,0.04044535118428805
PD-1,Infants 44wks,DosR,CD4,29,33.3,5.649869281045751,25.06233627172668,430,4.559053220747414e-6,0.011494252873563204,4.103147898672672e-5
PD-1,Infants 44wks,DosR,CD8,29,29.540530303030305,3.4,25.049700854700852,413,2.4809664346738787e-5,0.05057471264367819,1.2759255949751377e-4
PD-1,Infants 44wks,DosR,gdTCR,29,25.63084239130435,6.4771270718232055,19.76094507637309,426,6.871648872569005e-6,0.020689655172413834,4.947587188249684e-5
PD-1,Mothers Dx,BCG,CD4,2,10.317142857142859,16.148194444444442,-5.831051587301585,0,0.37109336952269756,1,0.49085195710138313
PD-1,Mothers Dx,BCG,CD8,2,8.397277777777779,9.4884375,-1.0911597222222222,1,1,0.6666666666666667,1
PD-1,Mothers Dx,BCG,gdTCR,2,10.169627071823204,8.095176470588235,2.074450601234968,2,1,0.33333333333333337,1
PD-1,Mothers Dx,DosR,CD4,3,24.178,11.283240740740741,15.317044973544974,5,0.42267807417063546,0.16666666666666663,0.49085195710138313
PD-1,Mothers Dx,DosR,CD8,3,24.064444444444447,5.4193750000000005,18.699444444444445,5,0.42267807417063546,0.16666666666666663,0.49085195710138313
PD-1,Mothers Dx,DosR,gdTCR,3,38.61215469613259,5.557882352941177,33.054272343191414,6,0.1814492077214203,0,0.26128685911884525
PD-1,Mothers Dx,E6C10,CD4,3,20.948285714285717,14.950833333333332,5.156063492063495,5,0.42267807417063546,0.16666666666666663,0.49085195710138313
PD-1,Mothers Dx,E6C10,CD8,3,5.096,5.165625,0.021374999999999922,3,1,0.5,1
PD-1,Mothers Dx,E6C10,gdTCR,3,21.342265193370164,7.8721176470588246,13.470147546311338,6,0.1814492077214203,0,0.26128685911884525
PD-1,Mothers Dx,GAG,CD4,3,15.834571428571428,9.017962962962962,6.816608465608466,5,0.42267807417063546,0.16666666666666663,0.49085195710138313
PD-1,Mothers Dx,GAG,CD8,3,23.255555555555556,3.625,19.176736111111115,6,0.1814492077214203,0,0.26128685911884525
PD-1,Mothers Dx,GAG,gdTCR,3,16.440331491712705,4.544823529411764,6.774449138771528,6,0.1814492077214203,0,0.26128685911884525
PD-1,Mothers Entry,BCG,CD4,15,11.401832760595648,16.44705882352941,-0.8448781381711576,43,0.34868807754105313,0.6416666666666666,0.48279887659530435
PD-1,Mothers Entry,BCG,CD8,15,6.766842105263159,11,-6.209255213505462,28,0.07360196839165505,0.7666666666666666,0.13945636116313587
PD-1,Mothers Entry,BCG,gdTCR,15,5.797580645161291,7.974198895027625,-2.3915808311791595,34,0.14753241923722307,0.7166666666666667,0.26128685911884525
PD-1,Mothers Entry,DosR,CD4,26,29.91829977374495,18.354946539446836,12.258049827410844,292,0.0032174034514854425,0.16809116809116809,0.008909732634882764
PD-1,Mothers Entry,DosR,CD8,26,14.097999999999999,12.623106719987454,3.067214188381211,205,0.4614013185251768,0.41595441595441596,0.5190764833408239
PD-1,Mothers Entry,DosR,gdTCR,26,25.30021309039725,7.069392523364486,17.75103556694311,345,1.7686514367708196e-5,0.017094017094017144,1.0611908620624918e-4
PD-1,Mothers Entry,E6C10,CD4,28,23.179693845673228,15.489057459638799,7.399632419330018,309,0.01628854767397722,0.23891625615763545,0.034493395074304704
PD-1,Mothers Entry,E6C10,CD8,28,10.41141111111111,10.168831168831169,2.2566558816496274,219,0.7241206304428895,0.46059113300492616,0.7899497786649704
PD-1,Mothers Entry,E6C10,gdTCR,28,19.66694998839638,7.006659090909091,10.065918061131205,368,1.797487972116186e-4,0.09359605911330049,6.47095669961827e-4
PD-1,Mothers Entry,GAG,CD4,21,18.883161512027492,13.94954248366013,1.1723386243386287,155,0.17524291537892472,0.32900432900432897,0.26128685911884525
PD-1,Mothers Entry,GAG,CD8,21,22.88787878787879,8.888311688311688,12.64567474048443,200,0.003504330287266476,0.1341991341991342,0.00901113502439951
PD-1,Mothers Entry,GAG,gdTCR,21,22.340827338129497,5.64,13.709999999999999,214,6.586191226263685e-4,0.07359307359307354,0.0021554807649590245
