Layer,n_samples,n_pos,n_neg,n_folds,n_predictors_input,n_dropped_missing,n_dropped_nzv,n_predictors_final,n_selected_nonzero,lambda_use,CV_AUC_cvglmnet,OOF_AUC_roc
Flow_Maternal_Entry_DosR,28,16,12,10,53,0,0,53,0,0.20239077895231183,NA,0.7005208333333334
