Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
IL-17a,Infants 12wks,BCG,CD4,35,9.46,0.21,8.5,629,2.823521433723432e-7,0.0015873015873015817,6.874473604286677e-6
IL-17a,Infants 12wks,BCG,CD8,35,9.07,0.24,7.55,594,5.076738775338438e-6,0.05714285714285716,2.2845324489022968e-5
IL-17a,Infants 12wks,BCG,gdTCR,35,19.2,16.853737772189746,1.74,418,0.09317891169951142,0.33650793650793653,0.1294511312628494
IL-17a,Infants 12wks,DosR,CD4,34,18.950000000000003,0.165,12.829,595,3.8191520023814874e-7,0,6.874473604286677e-6
IL-17a,Infants 12wks,DosR,CD8,34,15.8,0.13,14.309999999999999,567,4.244288743112759e-6,0.04705882352941182,2.182777067886562e-5
IL-17a,Infants 12wks,DosR,gdTCR,34,30.1,17.825583363442284,5.585915417118828,465,0.004301377298431777,0.2184873949579832,0.0077424791371771984
IL-17a,Infants 44wks,BCG,CD4,34,13.95,0.235,12.355,588,7.122645360179726e-7,0.0117647058823529,6.99890666417248e-6
IL-17a,Infants 44wks,BCG,CD8,34,6.655,0.14,4.875338291896648,587,7.776562960191645e-7,0.013445378151260456,6.99890666417248e-6
IL-17a,Infants 44wks,BCG,gdTCR,34,20.4,15.069183362471144,2.2322893391166816,429,0.025114077505365418,0.27899159663865547,0.04305270429491214
IL-17a,Infants 44wks,DosR,CD4,32,20,0.255,19.195,524,1.2199174875041686e-6,0.007575757575757569,8.783405910030015e-6
IL-17a,Infants 44wks,DosR,CD8,32,10.7,0.1,10.242,494,1.775448114246111e-5,0.06439393939393945,5.810557464805455e-5
IL-17a,Infants 44wks,DosR,gdTCR,32,30.45,18.385975161900014,9.004351714572273,419,0.0038648603604008,0.20643939393939392,0.00732289331444362
IL-17a,Mothers Dx,BCG,CD4,3,14.5,13.10370594954998,11.37,6,0.1814492077214203,0,0.20413035868659785
IL-17a,Mothers Dx,BCG,CD8,3,29.7,0.52,29.18,6,0.1814492077214203,0,0.20413035868659785
IL-17a,Mothers Dx,BCG,gdTCR,3,37.5,46.95981129877166,-15.743283667731163,0,0.1814492077214203,1,0.20413035868659785
IL-17a,Mothers Dx,DosR,CD4,6,8.625,0.56,8.2855,17,0.20841280368414858,0.19047619047619047,0.22735942220088934
IL-17a,Mothers Dx,DosR,CD8,6,7.460000000000001,0.15500000000000003,7.2645,19,0.09349248368983569,0.09523809523809523,0.1294511312628494
IL-17a,Mothers Dx,DosR,gdTCR,6,47.85,30.613709625185802,5.104966257515684,21,0.036031686218233556,0,0.05404752932735034
IL-17a,Mothers Dx,E6C10,CD4,6,7.220000000000001,0.45,6.0486468480566735,21,0.036031686218233556,0,0.05404752932735034
IL-17a,Mothers Dx,E6C10,CD8,6,2.7800000000000002,0.16,2.62,21,0.036031686218233556,0,0.05404752932735034
IL-17a,Mothers Dx,E6C10,gdTCR,6,46.4,48.205231320575606,1.2243115413566938,11,1,0.47619047619047616,1
IL-17a,Mothers Dx,GAG,CD4,5,7.74,0.45,7.29,14,0.10564542920187692,0.06666666666666665,0.1408605722691692
IL-17a,Mothers Dx,GAG,CD8,5,1.01,0.29,0.9,13,0.1775298524121535,0.1333333333333333,0.20413035868659785
IL-17a,Mothers Dx,GAG,gdTCR,5,44.4,47.47723042214765,-7.794768660645161,2,0.1775298524121535,0.8666666666666667,0.20413035868659785
IL-17a,Mothers Entry,BCG,CD4,18,14.85,1.41,8.400093763199001,156,0.0022996785844149603,0.08771929824561409,0.004869907590525798
IL-17a,Mothers Entry,BCG,CD8,18,7.6,0.20500000000000002,5.845,157,0.001987624565871794,0.08187134502923976,0.004472155273211537
IL-17a,Mothers Entry,BCG,gdTCR,18,28.5,26.282132705106896,-6.518878375807883,61,0.29592659954119366,0.6432748538011697,0.3133340465730286
IL-17a,Mothers Entry,DosR,CD4,29,32.1,1.1900000000000004,26.24,432,3.7034739520019373e-6,0.006896551724137945,2.182777067886562e-5
IL-17a,Mothers Entry,DosR,CD8,29,23.6,0.11,17.35,423,9.303603113169335e-6,0.02758620689655178,3.3492971207409604e-5
IL-17a,Mothers Entry,DosR,gdTCR,29,55.6,37.09206151894126,11.434334906729042,366,0.0013731616223574869,0.1586206896551724,0.0032955878936579684
IL-17a,Mothers Entry,E6C10,CD4,31,16.9,0.92,12.08,480,5.716834033540091e-6,0.032258064516129004,2.2867336134160365e-5
IL-17a,Mothers Entry,E6C10,CD8,31,4.4,0.1,3.1,459,3.7061761828820795e-5,0.07459677419354838,1.0263257121827298e-4
IL-17a,Mothers Entry,E6C10,gdTCR,31,38.7,38.69520050469431,-0.613653337504303,221,0.6035456661833725,0.5544354838709677,0.6207898280743259
IL-17a,Mothers Entry,GAG,CD4,24,10.45,0.475,9.719999999999999,300,1.940349748052444e-5,0,5.821049244157332e-5
IL-17a,Mothers Entry,GAG,CD8,24,1.9849999999999999,0.12,1.314,265,0.001070056155628051,0.1166666666666667,0.0027515729716149884
IL-17a,Mothers Entry,GAG,gdTCR,24,34.900000000000006,43.85221460571748,-8.061643338828496,47,0.003405235821294763,0.8433333333333333,0.006810471642589526
