"","6044931","6044981","6061161","6062151","6063411","6063421","6063481","6065761","6067021","6071261"
"Naive CD4 T",24.1625654865852,28,13.3245958934032,25.2929895589175,12.2331217541835,20.3259827420901,26.1136712749616,22.6772098277323,14.2314990512334,36.2134344528711
"Naive B (follicular)",20.5905699317352,17.0064516129032,15.7856414737149,15.4485403792883,14.5412579342181,13.9341642697347,20.7834101382488,9.06523580909348,5.54501370440649,1.25947995666306
"Naive CD8 T",14.5261152563899,10.0258064516129,4.10659676714723,13.7651821862348,4.09694171956145,13.2790028763183,12.1198156682028,13.2307257836769,17.0356314568838,6.14842903575298
"CD56dim NK",4.66740752500397,4.65806451612903,17.6641910586865,1.23588323034306,17.7726485862666,5.52892297858741,1.82795698924731,7.2719570742728,16.5928737086232,11.9989165763814
"Naive CD4 T (IL7R-hi)",4.50865216701064,5.00645161290323,6.33464394932285,10.8246324312806,0.403923831506059,7.51038670501758,4.3010752688172,8.38746116916125,2.69871389415981,9.81852654387866
"TEMRA CD8",3.46086680425464,7.43225806451613,8.91218872870249,1.72597485616876,8.02077322562031,2.02940236497283,1.92012288786482,6.46709968935329,10.4996837444655,3.98158179848321
"CM CD4 (Th2/CCR4+)",4.57215431020797,5.84516129032258,4.36871996505024,4.75175793735351,3.11598384304674,3.16395014381592,2.96466973886329,8.23213781417679,4.70166561248155,5.5931744312026
"Transitional B (T1/T2)",4.52452770280997,5.18709677419355,5.5191495558468,4.83699126358406,7.67455279861512,5.08149568552253,7.51152073732719,3.5159559446484,2.38245835968796,1.63867822318527
"Activated Naive CD4",2.00031751071599,1.47096774193548,1.71836318625309,4.34689963775836,2.53894979803808,6.63151166506871,6.14439324116743,2.68285794973171,2.69871389415981,4.46912242686891
"Naive CD4 T (low-signal)",3.49261787585331,2.01290322580645,1.70380078636959,6.03025783081185,2.42354298903635,5.00159795461809,4.63901689708141,0.706015249929398,1.96078431372549,3.95449620801733
"Memory B (CD27- / MZ-like)",3.03222733767265,2.4,4.04834716761322,2.79139143405071,3.3467974610502,2.68456375838926,1.81259600614439,3.07822648969218,2.46679316888046,0.189599133261105
"Treg",2.88934751547865,2.3741935483871,1.19411679044707,2.21606648199446,0.692440854010387,1.8056887184404,2.05837173579109,3.06410618469359,0.780096985030571,3.46695557963164
"Classical Monocyte",1.04778536275599,0.735483870967742,3.84447356924421,1.10803324099723,5.0201961915753,2.95621604346437,0.921658986175115,2.89466252471053,4.97575374235716,0.744853737811484
"Vd1 gd T",2.20669947610732,2.30967741935484,1.16499199068006,0.66055827828681,4.67397576457011,2.70054330457015,1.21351766513057,1.90624117480938,2.48787687117858,2.68147345612134
"Activated B / GC-pre",1.04778536275599,1.5741935483871,1.7620503859036,2.17344981887918,3.6930178880554,1.74177053371684,3.77880184331797,1.00254165489975,2.10837022981236,0.771939328277356
"MAIT + Vg9Vd2 (mixed)",0.555643752976663,2.06451612903226,2.09698558322412,0.404858299595142,2.76976341604155,1.56599552572707,0.276497695852535,1.28494775487151,3.47881087919039,1.70639219934995
"GZMK+ Tem CD8",0.412763930782664,0.580645161290323,2.91247997670016,0.277008310249307,3.3467974610502,0.767018216682646,0.168970814132104,1.9909630048009,1.70777988614801,1.09696641386782
"CD56bright NK",0.412763930782664,0.606451612903226,1.58730158730159,0.277008310249307,1.09636468551645,1.55001597954618,0.414746543778802,0.748376164925162,1.13851992409867,1.96370530877573
"Naive CD4 T (SOX4-hi)",0.889030004762661,0.438709677419355,0.0145623998835008,1.49158320903473,0,0.703100031959092,0.768049155145929,0.480090369951991,0.0421674045962471,1.48970747562297
"DC mix (pDC+cDC2+prog)",0.174630893792665,0.0645161290322581,1.06305519149556,0.149158320903473,1.96191575302943,0.543304570150208,0.0614439324116743,0.734255859926574,1.58127767235927,0.338569880823402
"ILC (ILC3-like)",0.793776789966661,0.193548387096774,0.873743993010048,0.127849989345834,0.577034045008656,0.287631831255992,0.184331797235023,0.508330979949167,0.442757748260595,0.473997833152763
"Proliferating Plasmablast",0.0317510715986665,0.0129032258064516,0,0.0639249946729171,0,0.20773410035155,0.0153609831029186,0.0706015249929399,0.442757748260595,0
