Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj
CCR6+ CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,9.55,7.09,2.460000000000001,0.3769003477316947,0.18055555555555555,0.7853811364377881
IL-21,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,2.385,4.14,-1.755,0.8461326210132682,0.041666666666666664,0.9526156246972601
CCR6+ CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,9.715,11.4,-1.6850000000000005,0.8764063747214794,0.034722222222222224,0.9526156246972601
HLA-DR+ CD38+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,49.099999999999994,47.85,1.249999999999993,0.9448327126163627,0.017361111111111112,0.9897262634427108
CD45RO- CD27-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,0.52,0,0.52,0.07893167293248202,0.3298611111111111,0.5147717799944479
CD45RO+ CD27+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,42.399964302288225,42.214531520577715,0.18543278171051014,0.6787294159596704,0.08680555555555555,0.9091367849323929
CCR6+ CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,54.6881157635468,47.61798760537357,7.070128158173226,0.14254225596926218,0.2986111111111111,0.6022912224053331
CD107a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,45.535901232913425,51.61094786037681,-6.0750466274633865,0.3168006953544388,-0.2048611111111111,0.7852690953107269
IL-21,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,4.5480935337846375,9.552369942196531,-5.004276408411894,0.2535933590092574,-0.2326388888888889,0.7142555971694521
IL-17a,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,39.80817128624637,44.78020772610742,-4.97203643986105,0.41742942828001045,-0.16666666666666666,0.7925875220506527
TNFa,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,30.495993180128266,34.47708332176935,-3.981090141641083,0.5691497940860235,-0.11805555555555555,0.8527163018713639
PD-1,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,21.120974469160767,24.885379061371843,-3.7644045922110756,0.19324433568548544,NA,0.6233688247918885
IL-2,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,16.35,12.7,3.650000000000002,0.48978792009960037,0.1423611111111111,0.8340344047429084
IL-22,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,3.305,6.085,-2.78,0.40636822422414215,-0.1701388888888889,0.7886066124086242
CCR6- CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,71.23961937716263,68.827257595932707,2.4123617812299187,0.38230081101244684,0.17708333333333334,0.7853811364377881
CCR6- CXCR3+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,21.7,23.799999999999997,-2.099999999999998,0.6914569379832356,0.08333333333333333,0.9099000319016168
CCR6+ CXCR3-,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,1.395327731092437,3.2491502558383627,-1.8538225247459257,0.10711205439574475,-0.3263888888888889,0.5582038990622112
HLA-DR+ CD38+,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,7.34411017634687,5.747988847583644,1.5961213287632265,0.7958091685190174,0.05555555555555555,0.945101308135526
IFNy,12wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,2.1152725116536955,2.914147058823529,-0.7988745471698335,0.18978184744977053,-0.2673611111111111,0.6233688247918885
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,15,1.39,2.14,-0.7500000000000002,0.9566774494985006,0.014814814814814815,0.9897262634427108
CCR6+ CXCR3- / CD161+,44wks,BCG,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,15,56.383458375414804,40.27777777777777,16.105680597637033,0.5752041202578282,0.11851851851851852,0.8542635449373686
CCR6- CXCR3- / CCR4+,44wks,BCG,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,15,3.975,4.44,-0.4650000000000003,0.9278588088061953,0.022222222222222223,0.9835959103952601
CD45RO+ CD27+ / CXCR5+,44wks,BCG,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,15,7.782357320099255,2.5287500000000005,5.253607320099254,0.013232461769071786,0.5111111111111111,0.3639715985419572
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,40.595556710406655,86.59217877094973,-45.996622060543075,0.021073450501397736,-0.4740740740740741,0.3639715985419572
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,52.02470878543722,64.82482566248257,-12.800116877045348,0.03442381432538878,-0.43703703703703706,0.3958225534341847
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,26.950000000000003,18.759493670886076,8.190506329113926,0.021684611283223444,0.4740740740740741,0.3639715985419572
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,34.18125836557745,26.233766233766232,7.947492131811217,0.13350158643229743,0.3111111111111111,0.6007788947646159
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,43.5,49,-5.5,0.6127068720667891,-0.10740740740740741,0.8769452758157213
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,9.647228757568083,13.378571513827715,-3.7313427562596324,0.6566450624860996,NA,0.9036451986155027
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,13.312905497501138,17.043189368770765,-3.730283871269627,0.10371280435579411,-0.337037037037037,0.5582038990622112
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,10.09336,13.684210526315791,-3.5908505263157906,0.10763801366279298,-0.3333333333333333,0.5582038990622112
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,7.691134555517123,9.715789473684211,-2.024654918167088,0.8707563451116445,0.037037037037037035,0.9526156246972601
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.775,2.37,-1.5950000000000002,0.17512186690085546,-0.2814814814814815,0.6233688247918885
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,4.555,3.07,1.4849999999999999,0.6253679957335515,0.1037037037037037,0.8807999939909176
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,86.08631801456517,84.64821208384711,1.4381059307180522,0.8423777986063301,0.044444444444444446,0.9526156246972601
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,3.3480852076098353,2.636378600823045,0.7117066067867901,0.026167086372608346,0.45925925925925926,0.3639715985419572
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,10.79318549642079,11.410970695970697,-0.6177851995499068,0.5151460589697516,-0.13703703703703704,0.8485483550690763
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.5649999999999995,6.09,0.47499999999999964,0.6251654423110287,0.1037037037037037,0.8807999939909176
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,64.7744037499007,64.33250688705235,0.4418968628483526,0.9567353879946203,-0.014814814814814815,0.9897262634427108
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,24.46600476157615,73.31932773109244,-48.85332296951629,0.07348825363401468,-0.36666666666666664,0.5010562747773728
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,31.83186811282833,21.19493670886076,10.636931403967573,0.028701310319376745,0.45185185185185184,0.3639715985419572
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,76.45,86.4,-9.950000000000003,0.8423127702779677,-0.044444444444444446,0.9526156246972601
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,20.25355454148832,28.527226463104327,-8.273671921616007,0.3660206200008004,-0.18888888888888888,0.7852690953107269
CD45RO+ CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,39.7215,31.55779816513761,8.16370183486239,0.10763801366279298,0.3333333333333333,0.5582038990622112
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,9.045,1.72,7.325,0.05723904837370381,0.3925925925925926,0.4681301067696689
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,87.82235299031072,81.47742782152233,6.344925168788393,0.674473694853758,0.08888888888888889,0.9091367849323929
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,30.1,23.9,6.200000000000003,0.5386252265251064,0.12962962962962962,0.85046088398701
CD45RO+ CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,23.324948910081744,28.033432835820896,-4.708483925739152,0.2943692398021036,-0.21851851851851853,0.7642139151826275
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,42.35,44.6,-2.25,0.5501013304956603,-0.1259259259259259,0.8527163018713639
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,14.350000000000001,12.4,1.950000000000001,0.7312424804715353,-0.07407407407407407,0.9178775905500443
CD45RO- CD27-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0.64,2.52,-1.88,0.21092935332187562,-0.25925925925925924,0.6591542291308613
CD45RO- CD27+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,6.052716346153845,7.447689075630253,-1.3949727294764074,0.7311560905877214,-0.07407407407407407,0.9178775905500443
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,5.215,3.91,1.3049999999999997,0.5265748583805316,0.13333333333333333,0.8493142877105349
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,6.474144444444445,7.6713000000000005,-1.1971555555555558,0.9157051630788438,NA,0.9795658937968683
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,56.51101949025487,55.64005069708492,0.8709687931699506,0.8707563451116445,-0.037037037037037035,0.9526156246972601
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.375,7.75,-0.375,0.8000385070606499,0.05555555555555555,0.945101308135526
CCR6- CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,95.71474441719376,62.08695652173913,33.627787895454624,0.014762160554649644,0.4962962962962963,0.3639715985419572
IL-17a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,25.577642402752765,37.39837398373984,-11.820731580987072,0.06787566899069793,-0.37777777777777777,0.4848262070764138
CCR6+ CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,46.579518072289154,54.6921686746988,-8.112650602409644,0.17515792247265102,-0.2814814814814815,0.6233688247918885
CD107a,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,54.6988628444726,61.272604790419166,-6.573741945946566,0.436961657574329,-0.16296296296296298,0.8003466570988832
IL-2,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,18.5,13.5,5,0.5626126654397419,0.12222222222222222,0.8527163018713639
IL-22,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,6.175,9.07,-2.8950000000000005,0.42594847884542913,-0.16666666666666666,0.7986533978351796
CCR6- CXCR3+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,21.6,19.6,2,0.6000142167374147,0.1111111111111111,0.8688960372642278
PD-1,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,7.29247125647465,9.214220113271086,-1.9217488567964356,0.458794052213093,NA,0.823891799652996
TNFa,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,62.90464981236079,61.18949416342413,1.7151556489366584,0.7586012230870767,-0.06666666666666667,0.9305768207947153
HLA-DR+ CD38+,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,11.037857142857142,12.53574418604651,-1.497887043189369,0.49208029879831594,-0.14444444444444443,0.8340344047429084
CCR6+ CXCR3-,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,4.508934790640394,5.871648648648649,-1.362713858008255,0.25475116299043793,-0.23703703703703705,0.7142555971694521
IL-21,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,7.955940023068051,9.011306042884991,-1.0553660198169403,0.33800753443306447,-0.2,0.7852690953107269
IFNy,44wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,14.001800799940192,13.020088235294118,0.9817125646460738,0.4695803906247898,0.15185185185185185,0.823891799652996
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,17,14,0.87,3.385,-2.5149999999999997,0.23893774419115865,-0.25210084033613445,0.6975457149932516
CCR6+ CXCR3- / CD161+,44wks,DosR,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,17,14,60.59190031152647,48.43891210275058,12.152988208775895,0.46206195258078575,0.15966386554621848,0.823891799652996
CCR6- CXCR3- / CCR4+,44wks,DosR,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,17,14,1.37,7.1,-5.7299999999999995,0.3280027343758614,-0.21008403361344538,0.7852690953107269
CD45RO+ CD27+ / CXCR5+,44wks,DosR,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,17,14,5.7774045801526714,0.91,4.867404580152671,0.02911772788335658,0.46218487394957986,0.3639715985419572
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,66.03351955307262,100,-33.96648044692738,0.02737466220955294,-0.453781512605042,0.3639715985419572
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,54.20289855072463,39.167355371900825,15.035543178823808,0.18271396834158166,0.2857142857142857,0.6233688247918885
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,20.4,32.573846431752116,-12.173846431752118,0.14738265028341085,-0.31092436974789917,0.6140943761808786
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,21.2,15.35,5.85,0.7505803077276965,0.07142857142857142,0.9305768207947153
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,68.3,73.49175315568023,-5.191753155680232,0.9206718080911656,0.025210084033613446,0.9795658937968683
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,34.750988142292485,29.63550446998723,5.115483672305256,0.5101749393801144,NA,0.8485483550690763
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,13.160294117647059,9.59620253164557,3.5640915860014886,0.037145970915289345,0.44537815126050423,0.3958225534341847
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,16.80979591836735,19.779439252336452,-2.9696433339691026,0.7060747625513684,-0.08403361344537816,0.9169802111056732
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,9.64959349593496,12.381429182712882,-2.731835686777922,0.054208200076277364,-0.4117647058823529,0.4681301067696689
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,8.083308641975309,5.491702417824867,2.591606224150442,0.3934233854286187,0.18487394957983194,0.7853811364377881
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,70.82064220183486,68.98028901734102,1.8403531844938357,0.8271812329599,0.05042016806722689,0.9507830263906896
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,5.27,3.52,1.7499999999999996,0.3298208558017196,0.21008403361344538,0.7852690953107269
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,4.085714285714285,5.669483568075117,-1.5837692823608318,0.9207599583214419,0.025210084033613446,0.9795658937968683
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,0.53,1.67,-1.14,0.2748193966139823,-0.23529411764705882,0.7514473739793783
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,16.135384615384613,15.094269102990035,1.041115512394578,0.8581764013474082,-0.04201680672268908,0.9526156246972601
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,17,14,2.334378378378378,1.9345882287120957,0.39979014966628235,0.1264179355226996,0.3277310924369748,0.6007788947646159
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,47.51773049645391,100,-52.48226950354609,0.011064356071912473,-0.5252100840336135,0.3639715985419572
CD45RO+ CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,63.25061728395062,47.132619775739045,16.117997508211573,0.9841573550259297,0.008403361344537815,0.9928548990146824
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,53.5,69,-15.5,0.857892418267971,0.04201680672268908,0.9526156246972601
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,6.391220850480109,20.29490885493481,-13.9036880044547,0.015359427835980561,-0.5168067226890757,0.3639715985419572
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,47.47899159663866,58.14657421904123,-10.66758262240257,0.1767064319519919,-0.28991596638655465,0.6233688247918885
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,76.2,85.4284338390628,-9.228433839062802,0.558247741129101,-0.12605042016806722,0.8527163018713639
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,25.3,33.05,-7.7499999999999964,0.8113606722936393,-0.0546218487394958,0.9466762021169263
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,9.84,4.03,5.81,0.3690764747960416,0.19327731092436976,0.7852690953107269
CD45RO+ CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,5.2962,9.907338647362643,-4.611138647362643,0.47236463180105104,-0.15546218487394958,0.823891799652996
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,27.751239669421484,31.85,-4.098760330578518,0.32296211536071956,NA,0.7852690953107269
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,15.7,13.95,1.75,0.9522509640852521,0.01680672268907563,0.9897262634427108
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,15.703539823008848,14.621919663005865,1.0816201600029824,0.5647515508457346,0.12605042016806722,0.8527163018713639
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,6.03,6.915,-0.8849999999999998,0.6596609949893171,-0.09663865546218488,0.9036451986155027
CD45RO- CD27-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,0.42,0,0.42,0.5215424957466105,0.13025210084033614,0.8485483550690763
CD45RO- CD27+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,8.055808383233533,8.468044205706235,-0.4122358224727023,0.8569720775506484,0.04201680672268908,0.9526156246972601
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,13.4,13.25,0.15000000000000036,0.8734009920687374,-0.037815126050420166,0.9526156246972601
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,17,14,16.2,16.25,-0.05000000000000071,0.6476779229385209,0.10084033613445378,0.9036451986155027
CCR6- CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,62.146341463414636,45.07706786850477,17.069273594909866,0.10791942048536084,0.3445378151260504,0.5582038990622112
IL-17a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,50,63.78132640586797,-13.781326405867972,0.4157518960842141,-0.17647058823529413,0.7925875220506527
CCR6+ CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,66.54545454545455,56.35312817518248,10.192326370272063,0.5383828679426088,0.13445378151260504,0.85046088398701
CD107a,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,44.25912087912088,53.29872018595876,-9.039599306837879,0.3509160535416732,-0.20168067226890757,0.7852690953107269
TNFa,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,49.49272237196766,57.97237413301196,-8.479651761044302,0.8738320858669323,-0.037815126050420166,0.9526156246972601
IL-21,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,21.205284015852047,29.36961115398197,-8.164327138129924,0.10777734943534137,-0.3445378151260504,0.5582038990622112
PD-1,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,22.97016129032258,27.16395348837209,-4.193792198049511,0.34680346612933927,NA,0.7852690953107269
CCR6- CXCR3+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,22.1,19.05,3.0500000000000007,0.5123694996766228,0.14285714285714285,0.8485483550690763
CCR6+ CXCR3-,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,3.8320588235294117,6.475392450833406,-2.6433336273039947,0.22555232019583363,-0.2605042016806723,0.6907563437859006
IL-22,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,6.74,9.36,-2.619999999999999,0.8265606425227978,-0.05042016806722689,0.9507830263906896
IL-2,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,17.6,15.45,2.150000000000002,0.9207919401690562,0.025210084033613446,0.9795658937968683
HLA-DR+ CD38+,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,7.937021517553793,6.5666919590067,1.370329558547093,0.7059616694392084,0.08403361344537816,0.9169802111056732
IFNy,44wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,17,14,4.958181818181819,5.716293542269687,-0.7581117240878683,0.3932325333039991,-0.18487394957983194,0.7853811364377881
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,15,1.4,2.63,-1.23,0.5713199222538138,-0.11851851851851852,0.8527163018713639
CCR6+ CXCR3- / CD161+,44wks,MED,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,15,29.460920125146068,30.529595015576326,-1.068674890430259,0.9855334203098722,0.007407407407407408,0.9928548990146824
CCR6- CXCR3- / CCR4+,44wks,MED,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,15,2.395,6.25,-3.855,0.674473694853758,-0.08888888888888889,0.9091367849323929
CD45RO+ CD27+ / CXCR5+,44wks,MED,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,15,2.203087199060481,0.66,1.5430871990604809,0.27715233693069297,0.2222222222222222,0.7514473739793783
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,40.26869266055046,65.70758082497213,-25.43888816442167,0.18687479492481798,-0.2740740740740741,0.6233688247918885
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,17.1,3.57,13.530000000000001,0.13547037791737884,0.3074074074074074,0.6007788947646159
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,60.032254697286014,48.53333333333333,11.498921363952682,0.39473173431513214,0.17777777777777778,0.7853811364377881
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,18.724886877828055,8.034720000000002,10.690166877828053,0.004520413085987514,0.5851851851851851,0.3639715985419572
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,34.518938795065274,24.671008939974456,9.847929855090818,0.4981462572845566,NA,0.8395723437380167
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,34.2524189441521,43.68715083798883,-9.434731893836734,0.336793435036491,-0.2,0.7852690953107269
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,8.209710684273709,15.35457227138643,-7.144861587112722,0.06238574186607053,-0.3851851851851852,0.4681301067696689
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,77.00799934832193,71.55951219512195,5.448487153199977,0.7028936983525531,0.08148148148148149,0.9169802111056732
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.996785714285712,12.2,-5.203214285714287,0.9710861692016345,0.011111111111111112,0.9928548990146824
