Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CCR6+ CXCR3+,Infants 12wks,BCG,CD4,35,10.763440860215052,2.7986062717770035,9.650950733137828,624,4.350022510913011e-7,0.00952380952380949,3.91502025982171e-6
CCR6+ CXCR3+,Infants 12wks,BCG,CD8,35,15.9,0.3392156862745098,15.141379310344828,629,2.823521433723432e-7,0.0015873015873015817,3.91502025982171e-6
CCR6+ CXCR3+,Infants 12wks,BCG,gdTCR,35,47.21664,39.47222222222222,3.772661644695532,449,0.028770598487325685,0.2873015873015873,0.043155897730988525
CCR6+ CXCR3+,Infants 12wks,DosR,CD4,34,10.42628256180521,1.6935604395604393,8.392240634005763,595,3.8191520023814874e-7,0,3.91502025982171e-6
CCR6+ CXCR3+,Infants 12wks,DosR,CD8,34,14.8,0.1793556561601321,14.497396889790398,595,3.8191520023814874e-7,0,3.91502025982171e-6
CCR6+ CXCR3+,Infants 12wks,DosR,gdTCR,34,57.898188791290366,42.977319839044014,15.150470981524219,472,0.0029313377859227895,0.2067226890756303,0.004588180882313932
CCR6+ CXCR3+,Infants 44wks,BCG,CD4,34,11.312193654849356,2.1250057131922806,9.46408931312628,582,1.201377311492532e-6,0.021848739495798353,5.551709246423376e-6
CCR6+ CXCR3+,Infants 44wks,BCG,CD8,34,13.350000000000001,0.2184246112237999,12.942514690021525,590,5.970082879604975e-7,0.008403361344537785,4.298459673315583e-6
CCR6+ CXCR3+,Infants 44wks,BCG,gdTCR,34,47.632627118644066,36.46371935315598,13.061313765236928,489,0.0010929632284073737,0.17815126050420171,0.0017884852828484298
CCR6+ CXCR3+,Infants 44wks,DosR,CD4,32,10.150262260687121,0.9937392648574372,9.243880202129974,513,3.3730911651289904e-6,0.02840909090909094,1.103920744951306e-5
CCR6+ CXCR3+,Infants 44wks,DosR,CD8,32,12.600000000000001,0.13289384719405006,12.261652572534953,479,6.2720830025873805e-6,0.09280303030303028,1.6128213435224693e-5
CCR6+ CXCR3+,Infants 44wks,DosR,gdTCR,32,59.56824817518248,42.47480620155039,16.36424039120013,474,8.94988061776488e-5,0.10227272727272729,1.789976123552976e-4
CCR6+ CXCR3+,Mothers Dx,BCG,CD4,3,29.688832487309647,4.006572769953052,23.301884130502135,6,0.1814492077214203,0,0.18663347079917517
CCR6+ CXCR3+,Mothers Dx,BCG,CD8,3,6.39,0.6281249999999999,6.056011787819253,6,0.1814492077214203,0,0.18663347079917517
CCR6+ CXCR3+,Mothers Dx,BCG,gdTCR,3,56.08178913738019,38.934108527131784,7.800715754018377,6,0.1814492077214203,0,0.18663347079917517
CCR6+ CXCR3+,Mothers Dx,DosR,CD4,6,5.730263157894737,1.4788967136150235,4.4599582798459565,17,0.20841280368414858,0.19047619047619047,0.20841280368414858
CCR6+ CXCR3+,Mothers Dx,DosR,CD8,6,7.84,0.4531250000000001,7.3408165520628685,19,0.09349248368983569,0.09523809523809523,0.10517904415106515
