"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20","g21","g22","g23","g24","g25"
"TNFRSF9",0.0763493189237454,0.00666378032862164,0.131712202978234,0.0156601883668613,0.0364821635847382,0.771326799011563,0.00722620150851378,0.0988182436091805,0.0100426652531064,0.0471303002234209,0.00869250381777685,0.0345176214810555,0.087979009885972,0.0179728958312124,0.159119396996646,0.155149400851286,0.0166126016739003,0.0173632054005366,0.0402105135317118,0.0935916237904872,0.060712811997181,0.0894271351464401,0.209982538956546,0.0513518113277419,0.096176057773338,0.0510582903481152
"THBD",0.00306040555500845,0.00623044483117324,0.0027599035957968,0.0037594195420815,0.000630461481020445,0.00608968777555773,0.0093205219670197,0.00691673077117733,0.00688714893223386,0.00214847696442314,0.000570281599291398,0.0437018738617537,0.00300390753781915,0.700063047333709,0.011505298425221,0.00253743454757921,0.00724099902004916,0.00892546784221559,0.00436205840774083,0.00114555378903523,0.00239502398217358,0.99866349930235,0.0107918594724015,0.0285059718788277,0.0467511001688322,0.00470232475078456
"MCAM",0.0249644086769785,0.0159796955602756,0.031202833044976,0.0126621493355311,0.0145221443720934,0.0262250025818193,0.00906793797041506,0.171940688112376,0.0182080666378619,0.0236273431678975,0.0160765312808459,0.0436615468636082,0.345708147969091,0.0213378062147006,0.0758412178284053,0.0250839226142938,0.0253002054110385,0.0276459207731418,0.011790806577454,0.0116133424422234,0.0169168337380855,0.029340223756815,0.0387365778380183,0.0163757111118252,0.0186630413841083,0.0857493083675839
"CD14",0.00362470919516318,0.00377745614800395,0.00370786626438574,0.00382161319452502,0.00365392785270941,0.00453266980782352,0.00511823527799633,0.00465246879942526,0.00322364314173265,0.00234184137372528,0.00910109275850128,0.00204112228740503,0.00713367030516496,1.95715556142885,0.0128437576330746,0.00331413238370881,0.00265423322496799,0.00163478963103391,0.00605428826205853,0.00776076708576836,0.00258814950532486,0.00355949031884955,0.00278628648473507,0,0.00403176429029562,0
"CTLA4",0.00210868148690938,0.00343186826549789,0.00134210380548323,0.000968248783222214,0.000607612129149766,0.0026267748633258,0.00122160295329695,0.00326912850350431,0.00681214323651593,0.000321132651834122,0.000336042640819036,0.00465792996236762,0.00458498253871382,0.000921381471262117,0.0114717507368404,0.000639529848345068,0.00228807074708583,8.33409321385862e-05,0.00080188248800897,0.00173355013739063,0,0.00854035581630911,0,0,0.0249377099401556,0.0152313086611549
"CD40LG",0.00243641018924594,0.00202917801226733,0.00113375411857292,0.000664748482300499,0.000244589298908993,0.00157685364561114,0.00176211687128628,0.00277122078911819,0.00648281728625127,0.00161444943318359,0.00380572552377291,0.00153028462102985,0.00122474995696147,0.00942162764916073,0.000751909573664575,0.000136430340948302,0.000859841650960376,0.000928171112620445,0,0.000963624826935812,0,0,0.00253957895046245,0.00343487567718866,0.220977053753631,0
"PVR",0.00123383668367104,0.000651801188299808,0.000722959125623526,0.000955845046639467,0.000522394668968909,0.00117934686469882,0.000879574239197225,0.000956083260560609,0.00421565713136544,0.000803712359457768,0.00238317853396617,0.000791049847809577,0.00184077215151994,0.150691482592448,0.0261166841815874,0.000545369123266031,0.000512730390282866,0.000905331356824885,0.00253677703013577,0.00256542556295936,0,0.0159599702767915,0,0,0.0831830925029284,0
"KIR2DL1",0.0136109673076517,0.0161485501789292,0.00784985967131123,1.90401599834993,0.00866612407116209,0.00680188413744199,0.0774487695310963,0.0145020405835345,0.0269029461719503,0.00331071117748469,0.0127665113055571,0.0143364906053362,0.0125909752847805,0.0389024161538205,0.130199407551983,0.165930386289767,0.0139156666708484,0.164401021897953,0.103535264478074,0.514789718690999,0.00200610613559614,0.0177044953606667,0.0140580551929944,0.756621131140407,0.087412659247502,0
"KIR2DL3",0.0151537930129039,0.0201866561710737,0.0129717599918415,1.45671874683981,0.004143365465648,0.0144007969537417,0.234102139458536,0.0174681313795725,0.0179420953180152,0.00970078699784394,0.0118324452093461,0.0296623288094247,0.0107855749263732,0.0551846425284763,0.124690546913229,0.283287147811387,0.0133651690041935,0.256574219532607,0.231641854380495,0.173505920281282,0.0062890533182714,0.00489424218052761,0.0213606241309426,0.606193040925149,0.0542492022467741,0.0392465315290769
"KIR3DL1",0.0185266538630139,0.0178595684726928,0.0170722136962902,1.52182001901427,0.0159101820478275,0.0184931369727615,0.13175003660746,0.0308254478278193,0.0197549341144019,0.00862039446312937,0.0127563914834742,0.032970865758047,0.01738945748375,0.0515861786592986,0.0773091124504298,0.213806363785894,0.0200133192665122,0.259117451226308,0.0828608723823803,0.362699974392695,0.00715195592384152,0.0372725288291068,0.0509417170113557,0.349219597137864,0.123082367563232,0
"FCGR3A",0.0260061924589605,0.0253230149986022,0.0301278152293826,6.25183747397373,0.0218458709802015,0.00420959422802717,0.4697365891313,0.027055660242889,0.0211500413636028,0.0190000479952544,0.10173971063919,0.0255235047046794,0.0135423741679789,3.85147081585786,0.428575034126443,0.052512040088892,0.0383988607892853,0.441541054393565,0.473829124866888,1.1209125874603,0.00188687606604663,0.0110172303018809,0.0567504421234277,2.02047123673847,0.765395699308376,0.125469184013259
"KLRB1",0.0115942175442007,0.0107614672783212,0.0183552669399902,0.77452331814514,0.00295870356004233,0.00765569658503591,0.0919530737904965,0.435137983703481,0.00894409977020597,0.00548647127392247,0.010220610216134,0.0111490912623823,0.0161810187207129,0.0461151963620478,0.0687274740381881,0.0514422680907473,0.00245116349231006,3.11429182430539,0.126283794822677,0.521781005132248,0.0031122365606786,0.00314736724815908,5.97680009998887,0.243144647438874,0.061446217181441,0
"CD163",0.00484812693059977,0.00746304246297972,0.00514520464684396,0.00577429429249567,0.00703163883258566,0.00783100670692114,0.00618329077437019,0.00666536735070072,0.0121631834543619,0.00299288301798605,0.0154010827066981,0.0106799582613057,0.0104848392229838,0.0752122396343522,0.0131602628267933,0.00549645448855615,0.00622815486724935,0.00823780592981643,0.012653868728985,0.0090922350336915,0.00959285787396587,0.0493649934982745,0.0029266305194827,0.0116388076297856,0.0204776365010727,0.0140135559625084
"SIGLEC1",0.00446791716182993,0.00564710127380342,0.0023718306960862,0.0014199174069921,0.00208958056147708,0.00418200799494832,0.00230238691884155,0.00511215509265927,0.00485978445215652,0.000930305166075413,0.00150148545753028,0.00478616777380215,0.0013565885433977,0.357986516105006,0.00388636450486646,0.00174205906280963,0.00231813412878795,0.00148174432886521,0.00500911553781474,0.00177793684306908,0.00161209398002238,0.208617289998346,0.000701348157590355,0.00578842633473441,0.227049482139419,0.00707672895060442
"ITGB2",1.87247368721393,0.278359106897317,1.97393859551151,5.18424041656606,1.00691640192861,2.01819901187231,6.41401008974847,3.63992010599878,0.169972058186922,1.48788692650997,0.646856767982537,0.62655754949899,1.91042203713718,8.18689277011619,2.48122082068942,4.47873842999056,0.296562736019815,6.07496202104096,6.53364649514366,5.02156086113354,1.21241190528906,4.41751719701721,3.99591179960794,2.55342433731812,1.53675351834078,0.943124659340217
"CXCR3",0.00343958125365307,0.0155351215784906,0.130277996793453,0.00307222109112175,0.000514099096554205,0.00215770452028999,0.00350186478386346,0.0386823842289521,0.0154767992535182,0.00140987878267289,0.00266810182128848,0.0952417062001228,0.00125104790816846,0.00741090100452257,0.0149152932290178,0.1895841294983,0.0202319542163184,0.0111116597325514,0.0718925498309143,0.00699790629463395,0,0.0390343567761258,5.07010398750682e-05,0.00494698549141998,1.6554419960518,0.000261288648750814
"CXCR5",0.00577461139469023,1.24739926978687,0.0100401761222461,0.00367705736153109,0.003254314910877,0.00986951852705644,0.00438159691809165,0.0414531943244446,0.902873246695951,0.00515993847292857,0.00351182853076596,0.611119936621014,0.00272302874045474,0.0174847746089667,0.103781036017814,0.0154652537463862,1.02128404016126,0.0050991847858658,0.00430396023364015,0.0028332773472371,0.00498422645160925,0.00842984203140145,0.00292748034989418,0.0247099253311563,0.661626704927701,0.0584921083234915
"CD19",0.0468049742738445,7.9013972139748,0.0435588356537762,0.115796875141328,0.0259208593881627,0.0868442186457159,0.0419541382932234,0.029240455987595,9.49005748079662,0.0387898020992324,0.0448277325197958,9.7883660980287,0.0423028094546727,0.142471169298358,0.762222220287492,0.0502265124585145,8.34642821621631,0.0563463625110583,0.0523261984949435,0.0415411307131944,0.0519553839452213,0.075397460997961,0.0134198713701242,0.27054998433136,1.99203185305837,6.53057209872991
"CCR4",0.0409203794538345,0.0133863940767954,0.0152968546108551,0.00983041218914785,0.0131097941390999,0.0367326979493096,0.00710088533598066,2.59611014248604,0.0121904403622671,0.0218013666287606,0.0143066086195402,0.0124002430786435,0.69443317183524,0.0745865977996144,0.305126106705734,0.043256791535532,0.00702389005444336,0.0320657434602958,0.0508044565215955,0.00984604236503407,0.0531632410459905,0.0473987704741312,1.43728858021695,0.239731874063626,0.0925850262658332,0.0148505333125231
"CCR5",0.00207958859385968,0.00205440653317932,0.00141170384371561,0.00491119367957847,0.000229953053505824,0.00276239336722694,0.00778324071013494,0.0217837506463786,0.00991975738173529,0.0012493392075784,0.000680709731503651,0.00329700168323533,0.00631723969984889,0.123861648026267,0.266865989361761,0.00548269868951409,0.00572172400759326,0.694170191581974,0.082249940754181,0.0122067725936086,0.000891317814457713,0.33063838414507,0.011575105773526,0,0.00765206058469624,0.0104273807810124
"CCR6",0.0180951117507262,2.60066438164488,0.010851631932837,0.0188650759893919,0.00712946732081139,0.0180744805532094,0.0155652596375614,0.294907698662707,1.19899455500931,0.0136773431768304,0.0147579723579124,2.64046791034118,0.0385132017231573,0.026735756376508,0.202939490243268,0.00907280034917395,1.99389577440345,0.165067546711513,0.0112904045274865,0.0196776739617265,0.00577900040116537,0.017530675413031,1.08597897764354,0.0800718044801089,0.815633999122854,0.130031059433857
"CD1C",0.032446541205675,5.52057451625941,0.022856880671869,0.0448339005926163,0.020131397638695,0.0622774879468409,0.0349712842607054,0.0440395755674003,4.03917590563788,0.0320807430327507,0.0378605412022798,11.0317783811223,0.0358490249178039,0.144039323410439,0.506383247524591,0.0493202176287608,5.0558128363055,0.0371444746688235,0.0384376957881016,0.0278268643901731,0.0414064910972561,5.02174472710683,0.0105939588223533,0.0434119154223186,1.10434589338487,0.481398405939047
"CD1D",0.00328304084507149,0.294455503411615,0.0059055133462847,0.00346037323043075,0.0026095843076861,0.00607326768075309,0.00429885556096496,0.00648779567384553,0.143276158110689,0.00706277085076717,0.00978883260854321,0.626795740528405,0.00488541187142698,0.65253419658561,0.0269926443163759,0.00525971074176947,0.278426769046924,0.00778436970974045,0.000195170312694309,0.00770229264081664,0.00530281154801865,1.19816214305372,0.00354585856888652,0.00994660498603617,0,0.0657705959718105
"CD2",5.29202332807339,0.0832747566481226,6.04824012560215,1.51249131015958,4.11010843121662,5.20295933769529,4.88875928631465,6.42211303722448,0.106842602736198,4.65032863332568,2.57800160445451,0.128625332362599,3.74380731712937,0.566044976774098,4.43130073933232,5.38036241137371,0.141599453433368,4.37703593325705,6.37082898289647,4.07927123903768,3.87479254895062,1.26406735045519,0.735832148184716,3.42401052668084,4.04793806375296,0.399588875225002
"MS4A1",0.051568151734189,4.84204000304391,0.038546524954498,0.0302791593885506,0.02373641007344,0.0724052408799348,0.0237119801450092,0.0297089126443553,6.56942450127966,0.0350935113815406,0.0301758648703342,6.29370348025224,0.0286559576817413,0.0881894966488474,0.42064218742791,0.0454602695367287,5.57096713755793,0.0467725901925714,0.0174555587247653,0.035055655436343,0.0628910794383519,0.0181790648955108,0.00872828692191734,0.247500821509425,1.15012537254707,0.284618463288049
"CR2",0.898114052787708,13.9982410231155,1.55777405560722,0.0752504601838494,0.526660987581713,1.17470213289582,0.0714975042717471,0.20387236483395,7.87327861878499,0.848950389401353,0.367024373636537,8.35138902524387,0.0523812698708744,0.223784016543336,1.68258093928878,1.37311061019235,13.5957742837142,0.0872387609775847,0.0585474156277465,0.0352595969776786,0.483362568221164,0.0958147407187267,0.199000643969954,0.442779146644415,3.0803825121881,2.154618131207
"CD22",0.0603198562496393,8.66586950219738,0.0542624712451581,0.0641642903079552,0.0401518241759972,0.0918434709610395,0.058107880921687,0.0481880849125373,4.17206019118007,0.0622877134016908,0.0427601758793863,7.38288856543773,0.0839591418830855,0.166702636814518,0.751750723243031,0.042897744989051,8.40977802661074,0.0895412499680356,0.0559464960490885,0.0315782301170698,0.0180196359694768,0.514444722892165,0.0590051177459048,0.0879329477419911,2.12569390191923,0.513307132168435
"LAG3",0.000461026130858622,0.00120613552515355,0.000462739849045161,0.000459272010293073,8.15603931207052e-05,0.000733723747580872,0.000173996627429823,0.000114683460243266,0.00214351258229187,0,0.000921549524635611,0.000193298660636521,0.000238551026150839,0.000882962478739268,0,0.00202802503943194,0.000371720299983175,0.000609735187801898,0.000990035959181407,0.00073786118208444,0,0,0,0.000702063925605616,0.193265633542231,0
"GGT1",0.228335720432406,0.0150643428454263,0.0259531540432733,0.00752173452282644,0.0336746277972509,0.236782660235726,0.0130263046495331,1.5866967632638,0.0176390516283765,0.207947912626283,0.04795867782447,0.0274101850695838,0.27057088128129,0.519700137153584,0.185295661216233,0.0645365025019341,0.0103335732571979,0.219103673382081,0.147299928587061,0.404679126973415,0.084087269960602,0.0970457422384259,0.885221149907628,0.196447378840916,2.10420212908049,0.0191928370960909
"CD226",0.00932534675534408,0.00124268305237852,0.0103141478678801,0.0466217740523471,0.00123463189967107,0.0125617673463967,0.0767673988434164,0.0936818572799841,0.00553693486966752,0.00661900114675072,0.00219120621015926,0.00180851963345225,0.00601005434183417,0.338797257161013,0.965989654083929,0.0205430221074361,0.00408841593508268,0.1096950512255,0.0592542059006516,0.0486721615690219,0.00489811563919428,0.304807078616754,0.295766013031244,0.031074257018934,0.0543434147118046,0
"FCER2",0.000608566315774464,0.0522417305574268,0.000882895361347386,0.000657350893463847,0.000248254714796631,0.000688324635223034,0.000681654159187193,0.000310344816176751,0.0160290214576498,0.000302421558636142,0.000605725888811539,0.0200304864768791,0.000892576899766106,0.00532170687073862,0.000749778867254224,0,0.0362003020798891,0.000357913727289956,0.000245332299889242,0.000184585804054781,0,0,0.00016908942722891,0.0031541456143923,0.0847465275502038,0.0740897069326604
"CD24",0.0073482922285407,0.384576411393451,0.00485461280171411,0.0052011608801251,0.00291999144609576,0.00592730461541438,0.004522834154771,0.00863279438606148,2.7635513659127,0.00509982405332079,0.00402732444653463,1.21587330556945,0.00585374163191911,0.0159328597838009,0.0489501651676842,0.00193553700558408,0.649406574312429,0.000141544572596135,0.00465302592572673,0.00271522817982335,0,0,0.00669138016271125,0.0090480494760557,0.378093242864937,0
"CD244",0.0325564536042511,0.0233330714724333,0.0168662013836819,3.57760940970823,0.00461172063964183,0.0152116641053487,1.66392946690615,0.02454848146519,0.0344832564706319,0.014440121957988,0.038810068981384,0.0434977969500803,0.0192706685014566,2.46529316340435,0.645102623028104,0.981588432405303,0.0288070718655204,2.06635951445921,2.00477748180159,2.29919290282654,0.0008226262569122,0.898959141238687,0.120903566688417,1.21557789835619,0.0415027781817864,0.153529063764178
"IL2RA",0.0109927374941378,0.0220949965820273,0.0115658061335588,0.00837039544233604,0.0113204069167017,0.0124434473271573,0.00672001342101488,0.491600504341807,0.0304970320910985,0.0169722779220862,0.0201015363003282,0.142755339445783,5.88668260656176,0.0174576839054993,0.176978295737284,0.0168809542826537,0.0218889480041457,0.0174622594739858,0.00777497637821802,0.0554340737202781,0.0115518537862495,0.0519180391893199,4.42591239011327,0.31400358505516,0.293820332397678,0
"DPP4",2.50268611134831,0.0196533293428199,0.845293499630787,0.0186327611935228,1.40527383815909,2.70932748534418,0.020136963290475,1.09505826095797,0.0306640653070597,2.30142310373179,1.02122572664409,0.063412154609452,1.44469926831348,0.125626050317045,1.08094560044941,0.0797383714795133,0.0277455121219351,2.19910190360917,0.152729276835531,0.157782482672634,2.92604232140143,0.31940346484258,4.05239204032326,1.21256177901458,1.21196114125093,0.18847552152065
"TNFRSF13B",0.0013920305927123,0.0116593772822542,0.000838046569669137,0.00173757246691499,0.000106686553556118,0.00309665683517144,0.00201417034095471,0.00223058973198858,0.0201758365036013,0.000378626135213755,0.00119444680223899,0.128793006248144,0.00103540421284393,0.0125638061917748,0.00176466628246929,0.000331659631367114,0.00758531442325943,0.00156720801319884,0.0075402774270637,0.00195984710748921,0,0.153382090789763,0,0,0.016153885376075,0.00489122291438269
"TNFRSF13C",0.014063732495272,5.23458916755272,0.0172773064659235,0.0130780939974842,0.00792348812199452,0.0368615792752022,0.00966590922624625,0.0113370382594686,3.78327764866586,0.0171873766652371,0.0138716139172433,3.92809129708779,0.0149822951874502,0.0596333126050581,0.441423154313563,0.0183090613708159,4.46143778308371,0.015243706532267,0.0140107639702491,0.0154664728014495,0.00983837743249654,0.013738557877536,0.000981712999748869,0.0611440665507335,1.14018436855144,0.363716405585761
"CD27",4.46288775531292,0.0263707455842035,3.66001031936092,0.0749810485113023,2.77896260825028,4.21674897539989,0.131472748877326,3.80083195334025,0.0317703340699166,3.30628945935839,1.49571122798768,0.292439955220889,4.36079447686077,0.19580897500939,2.19385621625268,4.8684292658302,0.0601128461235954,0.950753260615052,2.78740196369691,0.165882502826139,2.8446403334143,0.135083091475523,1.37449747567358,2.30692773730865,2.2230312533867,2.14308478758216
"TNFRSF14",0.0231322810462559,0.116423952395424,0.0571207064535915,0.0198336735820253,0.00500452512764723,0.176933059955861,0.0196853106155436,0.0325264359055366,0.111709338337638,0.0377578233851773,0.0045177563051532,0.129879772419081,0.0252850370145646,0.0688116616186934,0.0883357058178494,0.0330944558120242,0.114696549396365,0.0351416910379553,0.0176289865407567,0.00625195883321617,0.00969898822267571,0.0434029719801066,0.0231122308431463,0.0305689788907142,0.204711361798685,0.0560046416069415
"BTLA",0.130476412032982,0.641887612155593,0.0694002717654333,0.00881366733559231,0.0420494322507162,0.293437869330172,0.010912322268056,0.14670838960603,1.04691521225767,0.106525632566772,0.0248235121197431,0.596137021992206,0.0487220883800132,0.0465482533295982,0.183059106207893,0.0198007408869702,0.453987792049587,0.0205772054134174,0.030431895764945,0.0134700444122288,0.0702896480466246,0.31897720827459,0.0290672291575729,0.0812459752396682,0.148583980684332,0.145834540407433
"CD274",0.000523146215904604,0.00510493193972275,0.00242556630000708,0.000920688425750242,0.00055888494325033,0.00181536029959875,0.00260330366304967,0.00268825807906584,0.00631240386127494,0.000843905422041995,0.00229406738058948,0.00231888593382233,0.00111531677870489,0.00142115532838764,0.00586219960200005,0.00189242699456776,0.00311184092904306,0.00258393773449242,0.000515904029863373,0.000444129947343913,0.000348693014244612,0.000323818546744857,0,0,0.0807937571529833,0
"PDCD1",0.001684343816814,0.00180961174889501,0.00071936056918664,0.022929318761555,0.000581587854109359,0.00117791246186485,0.0372269128792477,0.216821618431243,7.6357262032566e-05,0.00113631041973211,0.00797660132620633,0.00351887801906885,0.0186877565319119,0.00410318916334475,0.0218668212325318,0.187805416418623,0.00154878115691649,0.0142301316034409,0.200983792147983,0.000206963496096784,0,0,0.0129537453593877,0.0009188021152791,0.0324004117898257,0
"CD28",1.47526112389389,0.0132065790666682,0.482829113226918,0.00938849294461973,0.717422785887116,1.6304345189927,0.0184940232477224,2.97801489215261,0.00996675330036044,1.26710095604973,0.354602594381987,0.0285064708054995,1.07666804590758,0.0750975997270287,0.761127972038459,0.807239148916661,0.0186994826416577,0.717277242023828,1.21133705805246,0.012734183772252,0.910425582404848,0.0115041259534306,0.840755422600524,0.688325714018519,0.895146683925708,0.0535527811451244
"ITGB1",0.0348576334783858,0.0237011492609757,0.0236284263505885,1.07867033156258,0.0155247969271722,0.041625455873816,1.4239548823818,1.31520111968261,0.201253686370199,0.0244091299541993,0.0294416494389533,0.371242412496596,0.55234454515051,2.74201354219562,1.70901497903983,0.374996152956801,0.0908100186076702,0.947455969883323,1.13017766146173,0.717415270391794,0.0438746817954845,2.25173920030047,2.37200850437577,0.365738846443469,0.401739636539898,1.73152192326794
"CLEC4C",0.0110989722911665,0.0149944187995526,0.0119162847830105,0.00988822970699871,0.00658864838489023,0.0125289442053664,0.00839802261951697,0.0086097716126773,0.0185506471192487,0.00957531856592416,0.00622010889140912,0.0315403093978063,0.00770495202543417,0.0173699419208176,0.028173674480544,0.00518943976880895,0.0120726249042033,0.0252551148190225,0.00810593212961971,0.00597408058525115,0.00935642850206823,4.09948011535405,0.0137218170740678,0.0388038998076129,0.0160766022414954,0.0284388524232414
"PECAM1",0.388528283126912,0.130418876962559,1.36024329044736,0.0515286929818407,0.268900489680493,0.585501758345021,0.0268957083178073,0.0370505511310457,0.216712365278154,0.293473892672269,0.16974317833337,0.0584844342246947,0.24018176638241,4.47678998620484,1.77614174487942,0.659917246978427,0.269671212718691,0.0528096570569933,0.563066825105456,0.124989101895377,0.663199997958525,1.79250566089041,0.159036754991661,0.267374894947178,0.0942923549823848,0.276097843463864
