"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20","g21","g22","g23","g24","g25"
"ISG15",0.239178045645846,0.150059184415956,0.360906163015439,0.880289412572067,0.223896590648763,0.218575002752549,0.917734351257937,0.473752883877157,0.278823711016349,0.254205227713234,0.241921463922793,0.367731498311591,0.33290079990116,0.652101544898767,0.460162670627684,0.796875566322048,0.429996224150549,0.945741774757651,0.88655286104562,0.98125141482418,0.173296160777901,0.439358438742266,0.53781470209262,0.546899992270184,0.22403301368142,0.428986374795894
"TNFRSF18",0.00208802282544819,0.628408549107467,0.00803777724192714,0.263255595026545,0.00131618452856471,0.0011167451822376,0.0649022929747302,0.160767798965235,1.18742161370291,0.00295269780642359,0.0184659146464509,0.542249753755411,0.0729743239736484,0.092677239642401,0.132071056017109,0.112413785146325,0.368608868602426,0.0418120901552131,0.0187995560905027,1.12591212486993,0.00344609878109161,0.110670376574374,0.960720783999465,0.0543510693021964,0.226943869385365,0.089727499589128
"TNFRSF9",0.000288147093097789,0.000640032574478639,0.00377211700409374,0.139227815480655,0.000853791804683055,0.000867222396733362,0.0970714969585092,0.00716463165138658,0.00514507761343893,0.00110205316772138,0.00756599202355199,0.0028329327952894,0.0320127669510583,0.0361615299414001,0.0325556994019681,0.120492380421481,0,0.0722953984392958,0.0733466568023389,0.0714502913469343,0,0.0287171140525666,0.172660888673319,0.0362142778167768,0,0
"RUNX3",0.408074317046406,0.557590456264966,0.649923946606455,1.53208248192528,0.41072180261497,0.389814346241494,1.47892765495685,0.519038834734363,0.503273115806008,0.410090478258395,0.411212985054711,0.927630495340214,0.399218354532262,0.588834242952303,0.755850048944522,1.10245380081818,0.493911439532013,1.32588936076216,1.32633767992152,1.56344756163086,0.342468842431546,0.901711678809642,0.819767544205453,0.788762395822512,0.497046904103487,0.324235311116667
"ZNF683",0,0,0.00123660192980038,0.107023753007484,0.000303105841572441,0,0.317976305899068,0.00281460721341325,0.000782117298718903,0,0.0118662580947894,0,0,0.000848899278656783,0.0535766873413817,0.160788871086395,0.00161363660254566,0.174177413502583,0.178797651916269,0.0195173356742052,0,0.00616971717339983,0.0245986832475875,0.0471326596732999,0,0
"IFI44L",0.13839031897381,0.17994073080608,0.0949315271417465,0.334701615747029,0.129218794572786,0.141917078053509,0.171722337716657,0.187417550287605,0.190579940101387,0.0973972802092744,0.122911610557493,0.207572725873736,0.131367779481542,0.268466383046858,0.154324829800397,0.0945489410901017,0.272947109766041,0.153701999886132,0.121370842182677,0.306916410097388,0.114844725269982,0.345799441839842,0.178305638206205,0.150470092109401,0.188092341988179,0
"S1PR1",1.39803418120188,1.04178550811813,1.10188199180923,0.411784006140659,1.40919526163623,1.33926561813906,0.601526851130248,1.53093335978529,0.830356823904825,0.828978733083682,0.959304638711688,0.600452323295513,1.19537926649107,0.0880278953334815,1.05096076369735,1.16871083539175,0.445443400823611,0.499168902702724,0.761410590607151,0.724858238459098,1.51282390770776,0.026896590175142,1.49989994022496,1.04382095192793,1.20762923788056,0.199694538619266
"CD160",0.00175640204183284,0.00225776795820978,0.00270521741011982,0.178690372817092,0.00372327695764712,0.00230913992469518,0.038658574709677,0.00200013489613382,0.00272019511497692,0.00136066273656852,0.00785523962922153,0.00111876989760228,0.00189652278723869,0.00268059498113527,0.0166725086413326,0.035162525747723,0,0.0925650311788136,0.0577789351010789,0.0446870849458913,0.00518781200682459,0.00529501002649974,0,0,0,0
"S100A9",0.0056998194143813,0.00447884548358792,0.00536052457586941,0.00884256616022802,0.00713064555308206,0.00981518311255839,0.00840851050227016,0.00341651916230118,0.00447886972829873,0.00766178548761034,0.0328875378677308,0.00444385746055821,0.00670018615993727,2.48787290895377,0.0742310764899692,0.0184731356546904,0.0125235477661827,0.0191870749180316,0.0030483827918812,0.00373012377014083,0.0138456267573552,0.296523331048923,0,0,0,0
"S100A8",0.0019481004218994,0.00112838381603211,0.00402516237991089,0.00647354388400108,0.00269003229292251,0.00140513571067821,0.00558112602335089,0.00142309668991774,0.000965405620356113,0.00247554609570118,0.0194002460929309,0.00100169830046156,0.00361042501561401,1.90502247269013,0.0638765476910826,0,0.00653100332955738,0.00716123584189116,0,0,0,0.117425833140366,0,0,0.0350454788886831,0.0207164955493186
