Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
IFNy,Infants 12wks,BCG,CD4,35,50.3,0.029161702127659575,50.216125,630,2.587691416709574e-7,0,3.4121310425798204e-6
IFNy,Infants 12wks,BCG,CD8,35,48.1,0.015490753911806545,48.084509246088196,629,2.823521433723432e-7,0.0015873015873015817,3.4121310425798204e-6
IFNy,Infants 12wks,BCG,gdTCR,35,11.496176470588235,0.09678391959798996,10.089360426382413,623,4.7390708924719726e-7,0.011111111111111072,3.4121310425798204e-6
IFNy,Infants 12wks,DosR,CD4,34,12.95,0.013010439476498449,12.911020559210527,594,4.178056494520179e-7,0.001680672268907557,3.4121310425798204e-6
IFNy,Infants 12wks,DosR,CD8,34,8.375,0.015359412314528443,8.35365924259278,585,9.257930963929864e-7,0.01680672268907568,4.166068933768439e-6
IFNy,Infants 12wks,DosR,gdTCR,34,3.1531737000422178,0.050229182295573896,3.0466838106317837,595,3.8191520023814874e-7,0,3.4121310425798204e-6
IFNy,Infants 44wks,BCG,CD4,34,46.55,0.05525116708079211,45.84840167364017,560,6.192198115668545e-7,0.05882352941176472,3.663074756663859e-6
IFNy,Infants 44wks,BCG,CD8,34,45.900000000000006,0.049438464822852767,45.85333754924255,548,1.8357733429217113e-6,0.07899159663865551,5.507320028765134e-6
IFNy,Infants 44wks,BCG,gdTCR,34,13.060191176470589,0.12588967741935486,12.88583381288904,588,7.122645360179726e-7,0.0117647058823529,3.663074756663859e-6
IFNy,Infants 44wks,DosR,CD4,32,20.15,0.029271640537514,20.100975186253304,518,2.1352713300359084e-6,0.018939393939393923,5.913059067791746e-6
IFNy,Infants 44wks,DosR,CD8,32,15.95,0.04087529504327301,15.852608745653859,454,5.647141954826912e-5,0.14015151515151514,9.680814779703278e-5
IFNy,Infants 44wks,DosR,gdTCR,32,5.092087533685996,0.12300851029340251,4.911016555314412,512,3.692361180442021e-6,0.030303030303030276,8.307812655994547e-6
IFNy,Mothers Dx,BCG,CD4,3,70.3,0.38162280701754386,69.91837719298245,6,0.1814492077214203,0,0.1814492077214203
IFNy,Mothers Dx,BCG,CD8,3,85.2,0.28702346041055715,84.91297653958945,6,0.1814492077214203,0,0.1814492077214203
IFNy,Mothers Dx,BCG,gdTCR,3,10.844581395348836,0.41814159292035397,10.426439802428483,6,0.1814492077214203,0,0.1814492077214203
IFNy,Mothers Dx,DosR,CD4,6,8.27,0.16723675952433384,8.065276398370404,18,0.1422132419363925,0.1428571428571429,0.15514171847606453
IFNy,Mothers Dx,DosR,CD8,6,30.45,0.2835981007245863,30.155519964709267,20,0.05917206782585943,0.04761904761904767,0.06871594973325612
IFNy,Mothers Dx,DosR,gdTCR,6,2.7904186046511628,0.4114198544105053,2.465612188721959,20,0.05917206782585943,0.04761904761904767,0.06871594973325612
IFNy,Mothers Dx,E6C10,CD4,6,39.35,0.14827643507303823,39.156361080525585,21,0.036031686218233556,0,0.04804224829097807
IFNy,Mothers Dx,E6C10,CD8,6,84.4,0.26404694167852066,84.03874633431084,21,0.036031686218233556,0,0.04804224829097807
IFNy,Mothers Dx,E6C10,gdTCR,6,6.988481532147743,0.4236686411647159,6.683684572398956,21,0.036031686218233556,0,0.04804224829097807
IFNy,Mothers Dx,GAG,CD4,5,12.7,0.2164780701754386,12.565008368200836,14,0.10564542920187692,0.06666666666666665,0.11885110785211153
IFNy,Mothers Dx,GAG,CD8,5,51.8,0.2694879089615932,51.582258064516125,15,0.059058229090536735,0,0.06871594973325612
IFNy,Mothers Dx,GAG,gdTCR,5,5.961348837209302,0.3554203539823009,5.623848837209302,15,0.059058229090536735,0,0.06871594973325612
IFNy,Mothers Entry,BCG,CD4,18,44.05,0.3354103418417288,43.74185073471928,171,2.1409202584601812e-4,0,3.2113803876902716e-4
IFNy,Mothers Entry,BCG,CD8,18,62.35,0.34632847088705837,56.68608196314963,171,2.1409202584601812e-4,0,3.2113803876902716e-4
IFNy,Mothers Entry,BCG,gdTCR,18,14.474655330882353,0.6096774193548388,13.856305619225381,171,2.1409202584601812e-4,0,3.2113803876902716e-4
IFNy,Mothers Entry,DosR,CD4,29,18.6,0.23741666666666666,18.492406250000002,435,2.7023691404779837e-6,0,6.9489492183719585e-6
IFNy,Mothers Entry,DosR,CD8,29,39.4,0.3200156985871271,39.269290465631926,434,3.0030449393951785e-6,0.0022988505747126853,7.207307854548428e-6
IFNy,Mothers Entry,DosR,gdTCR,29,7.3501171874999995,0.7591966173361524,6.805479384277074,431,4.109980029806426e-6,0.00919540229885063,8.70348712194302e-6
IFNy,Mothers Entry,E6C10,CD4,31,15.5,0.24484649122807017,15.038,496,1.2337131658718613e-6,0,4.4413673971387005e-6
IFNy,Mothers Entry,E6C10,CD8,31,49.4,0.31224489795918364,49.087755102040816,493,1.6565850256607773e-6,0.006048387096774244,5.421550993071636e-6
IFNy,Mothers Entry,E6C10,gdTCR,31,6.654401913875599,0.7651821862348179,5.963201913875599,496,1.2337131658718613e-6,0,4.4413673971387005e-6
IFNy,Mothers Entry,GAG,CD4,24,18.549999999999997,0.19156464592274677,18.278920836156914,300,1.94224739173131e-5,0,3.88449478346262e-5
IFNy,Mothers Entry,GAG,CD8,24,60.35,0.25780515943702775,60.26621955653987,299,2.206919308346755e-5,0.0033333333333332993,3.972454755024159e-5
IFNy,Mothers Entry,GAG,gdTCR,24,11.16434429065744,0.4484419597989949,10.749854200017323,299,2.206919308346755e-5,0.0033333333333332993,3.972454755024159e-5
