Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
TNFa,Infants 12wks,BCG,CD4,35,88.09192771084336,22.46819338422392,58.946819237594326,630,2.587691416709574e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,BCG,CD8,35,65.7563025210084,8.309380315917377,46.898355034321426,630,2.587691416709574e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,BCG,gdTCR,35,52.60053879310345,9.09844827586207,42.38061310697188,629,2.823521433723432e-7,0.0015873015873015817,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,CD4,34,68.82628397139894,17.466014880346467,46.46740097725196,595,3.8191520023814874e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,CD8,34,56.42256902761105,9.584048507462686,45.02466150057458,595,3.8191520023814874e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,gdTCR,34,48.58937403562324,7.003941340236398,33.77878829320697,590,5.967263716995403e-7,0.008403361344537785,2.6852686726479313e-6
TNFa,Infants 44wks,BCG,CD4,34,85.85796324126375,27.03466644321206,57.724099828172776,594,4.1800829845587545e-7,0.001680672268907557,2.3511074560460097e-6
TNFa,Infants 44wks,BCG,CD8,34,56.341121531071195,14.132605183394977,37.697240599162754,583,1.1019105650560254e-6,0.020168067226890796,4.4076422602241016e-6
TNFa,Infants 44wks,BCG,gdTCR,34,62.57796517624219,11.784715447154474,49.21378702736716,593,4.5715978312005745e-7,0.003361344537815114,2.3511074560460097e-6
TNFa,Infants 44wks,DosR,CD4,32,70.43367370207349,20.96430363864492,50.04229676399514,521,1.6164086568903915e-6,0.013257575757575801,5.2900646952776455e-06
TNFa,Infants 44wks,DosR,CD8,32,56.07142857142857,13.447388059701492,40.10367840589889,522,1.4721684638829557e-6,0.011363636363636354,5.2900646952776455e-06
TNFa,Infants 44wks,DosR,gdTCR,32,57.97237413301196,12.727924617419234,36.07304457527334,504,7.520596516170237e-6,0.045454545454545414,1.9338676755866323e-5
TNFa,Mothers Dx,BCG,CD4,3,105.01702637889687,57.06921119592875,40.704314815631925,6,0.1814492077214203,0,0.20413035868659785
TNFa,Mothers Dx,BCG,CD8,3,85.20408163265306,47.76007326007326,37.047280625096384,6,0.1814492077214203,0,0.20413035868659785
TNFa,Mothers Dx,BCG,gdTCR,3,74.51206225680934,48.91898734177216,32.04816021867116,6,0.1814492077214203,0,0.20413035868659785
TNFa,Mothers Dx,DosR,CD4,6,70.94473988439306,61.704196909022656,19.49257703452028,20,0.05917206782585943,0.04761904761904767,0.08193055545118998
TNFa,Mothers Dx,DosR,CD8,6,44.305222088835535,47.38673014642788,4.553439719232005,13,0.6749867139704894,0.38095238095238093,0.6942720486553604
TNFa,Mothers Dx,DosR,gdTCR,6,79.23157285656784,53.743902439024396,8.576257203368966,17,0.20841280368414858,0.19047619047619047,0.22735942220088934
TNFa,Mothers Dx,E6C10,CD4,6,85.20104046242774,59.09549232469862,30.04322838988659,21,0.036031686218233556,0,0.058960941084382185
TNFa,Mothers Dx,E6C10,CD8,6,92.95843337334935,49.31920654911839,40.48747991155384,20,0.05917206782585943,0.04761904761904767,0.08193055545118998
TNFa,Mothers Dx,E6C10,gdTCR,6,86.0676724137931,56.70670731707318,23.917672413793102,20,0.05917206782585943,0.04761904761904767,0.08193055545118998
TNFa,Mothers Dx,GAG,CD4,5,76.78196531791907,63.5849872773537,14.582977552384321,14,0.10564542920187692,0.06666666666666665,0.13582983754527034
TNFa,Mothers Dx,GAG,CD8,5,55.58223289315726,48.59962216624685,10.783316403484466,11,0.41849223344681974,0.2666666666666667,0.44310942364957384
TNFa,Mothers Dx,GAG,gdTCR,5,65.56293103448277,51.67682926829269,12.210968822341528,14,0.10564542920187692,0.06666666666666665,0.13582983754527034
TNFa,Mothers Entry,BCG,CD4,18,90.27394212300707,49.71852266095101,30.423752183455,171,2.1409202584601812e-4,0,4.2818405169203625e-4
TNFa,Mothers Entry,BCG,CD8,18,71.93489464751417,51.53645200486027,25.9087487168266,155,0.0026560308230964475,0.0935672514619883,0.004553195696736767
TNFa,Mothers Entry,BCG,gdTCR,18,70.72423054787494,43.06318407960199,22.624084761889076,164,6.814695988851086e-4,0.040935672514619936,0.001291205555782311
TNFa,Mothers Entry,DosR,CD4,29,81.06019955654101,55.94580152671756,24.77912327174053,428,5.6021972228708394e-6,0.016091954022988464,1.5513776924873095e-5
TNFa,Mothers Entry,DosR,CD8,29,81.52941176470588,50.838882138517626,21.404919378919075,406,4.799914708795138e-5,0.06666666666666665,1.1519795301108331e-4
TNFa,Mothers Entry,DosR,gdTCR,29,84.63103448275862,56.35875,17.159044087350644,373,8.034712370225749e-4,0.14252873563218393,0.0014462482266406349
TNFa,Mothers Entry,E6C10,CD4,31,82.51764004767578,50.40607287449392,25.43036152907088,485,3.5765788139366248e-6,0.022177419354838745,1.0729736441809875e-5
TNFa,Mothers Entry,E6C10,CD8,31,82.90816326530611,47.66330390920555,26.215437561455268,450,7.857549579478057e-5,0.092741935483871,1.7679486553825628e-4
TNFa,Mothers Entry,E6C10,gdTCR,31,67.32023346303502,53.18308457711442,12.543100767713163,350,0.04669575923926598,0.2943548387096774,0.0730890144614598
TNFa,Mothers Entry,GAG,CD4,24,72.62703455964325,46.71633160264136,13.592161516688286,282,1.7186439379663273e-4,0.06000000000000005,3.6394812803992817e-4
TNFa,Mothers Entry,GAG,CD8,24,59.55882352941176,49.94080702681284,3.6375782901899854,154,0.920344325445942,0.4866666666666667,0.920344325445942
TNFa,Mothers Entry,GAG,gdTCR,24,48.221996584255045,43.44291666666667,-6.70511370946989,102,0.1747358232152471,0.6599999999999999,0.20413035868659785
