"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",7.4016987963946e-32,-3.07697480006175,0.069,0.564,4.64160531521905e-27,4,4,FALSE,"DC","week44"
"UTY",1.56462799174097e-25,1.20485066751908,0.898,0.407,9.81178213620765e-21,5,4,FALSE,"DC","week44"
"ZFY",7.94763378863642e-18,1.72165239146658,0.62,0.169,4.9839611488539e-13,4,3,FALSE,"DC","week44"
"DDX3Y",9.09747842396917e-16,1.6375621753906,0.657,0.227,5.70502871967107e-11,4,2,FALSE,"DC","week44"
"USP9Y",3.1006035770659e-15,1.37395375249936,0.739,0.343,1.94438850317802e-10,4,4,FALSE,"DC","week44"
"RNU4-1",3.67264034077469e-12,2.30979727789808,0.645,0.291,2.30311275769981e-07,4,5,FALSE,"DC","week44"
"LRRC52-AS1",6.82291270858261e-12,-8.35034374746549,0.012,0.14,4.27864855955215e-07,3,2,FALSE,"DC","week44"
"RNU4-2",7.15773705419436e-12,1.62570723042861,0.882,0.593,4.48861690668528e-07,4,5,FALSE,"DC","week44"
"HLA-H",1.30156685061482e-11,1.85064956586705,0.522,0.238,8.16212572020552e-07,4,5,FALSE,"DC","week44"
"PARP14",2.27012114522429e-11,1.14395337600604,0.902,0.727,1.42359297017015e-06,5,5,FALSE,"DC","week44"
"IFI44L",8.56047145820145e-11,2.20096393818152,0.563,0.262,5.36827165143813e-06,5,5,FALSE,"DC","week44"
"APAF1",1.5460089197738e-10,-4.15174272277814,0.273,0.32,9.6950219359015e-06,4,5,FALSE,"DC","week44"
"LINC00845",3.20032788790976e-10,6.49968504804664,0.163,0,2.00692561850821e-05,3,0,TRUE,"DC","week44"
"PDE1A",3.57291797068633e-10,-4.07623418563761,0.024,0.215,2.24057685941739e-05,3,5,FALSE,"DC","week44"
"PRRX2",6.40254968345368e-10,5.90256728023457,0.159,0,4.01503890649381e-05,2,0,TRUE,"DC","week44"
"XAF1",9.50824941022566e-10,2.04582847026594,0.461,0.145,5.96262320515251e-05,4,5,FALSE,"DC","week44"
"LINC02934",1.39183744282452e-09,5.87062968602055,0.233,0.047,8.72821260395255e-05,4,4,FALSE,"DC","week44"
"OXR1",1.63746314015023e-09,6.7571511462304,0.657,0.552,0.000102685313518821,5,5,FALSE,"DC","week44"
"HFM1",1.87863884414409e-09,-1.86195831623538,0.196,0.401,0.000117809441916276,3,5,FALSE,"DC","week44"
"ENSG00000232855",1.99576700495388e-09,3.62394015738344,0.261,0.128,0.000125154548880658,4,5,FALSE,"DC","week44"
"TEX53",3.34988949495612e-09,5.29518501912412,0.147,0,0.000210071570228698,1,0,TRUE,"DC","week44"
"JDP2",3.54572915405668e-09,2.64443644742912,0.237,0.047,0.000222352675250894,3,4,FALSE,"DC","week44"
"PTPRK",3.59096428991755e-09,-3.00750252110247,0.065,0.262,0.00022518937062073,4,5,FALSE,"DC","week44"
"KDM5D",3.90959974111534e-09,0.997237472370306,0.571,0.238,0.000245170999765343,3,2,FALSE,"DC","week44"
"PYY",6.05887819067553e-09,4.61967681880178,0.143,0,0.000379952251337263,1,0,TRUE,"DC","week44"
"EIF2AK2",7.50617409361227e-09,1.420135079483,0.604,0.291,0.000470712177410425,5,5,FALSE,"DC","week44"
"ENSG00000233005",1.31558340020077e-08,4.87440216039426,0.18,0.012,0.000825002350265904,2,2,FALSE,"DC","week44"
"CNTNAP5",1.41084658648477e-08,4.70805990759469,0.224,0.052,0.000884741894384602,3,4,FALSE,"DC","week44"
"MX1",1.43708618394188e-08,1.79886789561856,0.539,0.238,0.000901196745949952,5,5,FALSE,"DC","week44"
"TDRD7",2.16813474090234e-08,1.49778768599083,0.457,0.157,0.00135963729601986,5,5,FALSE,"DC","week44"
"EPN2",2.48218845153871e-08,-4.36276645303317,0.024,0.174,0.00155658037795992,2,3,FALSE,"DC","week44"
"LINC02056",2.57812039838025e-08,5.26464061295296,0.122,0,0.00161673930182425,2,0,TRUE,"DC","week44"
"RPS4Y1",2.77000331585862e-08,1.01907801073767,0.486,0.192,0.00173706907937494,3,3,FALSE,"DC","week44"
"CSMD1",3.05567285123862e-08,3.15299769043883,0.245,0.052,0.00191621244501174,3,4,FALSE,"DC","week44"
"SLC30A10",3.6380905298358e-08,3.73449392130551,0.204,0.093,0.00228144657126003,3,4,FALSE,"DC","week44"
"NLGN1",7.46122946035334e-08,-5.72801879345007,0.02,0.163,0.00467893699458758,4,3,FALSE,"DC","week44"
"LINC01091",7.50802109621344e-08,-5.41953696040859,0.041,0.198,0.00470828002943545,3,3,FALSE,"DC","week44"
"ENSG00000259103",8.33178039053577e-08,-4.64025320171777,0.008,0.116,0.00522485948290498,1,1,TRUE,"DC","week44"
"LINC00278",8.38482344499286e-08,1.82886789211554,0.18,0.017,0.00525812278235502,3,1,TRUE,"DC","week44"
"H4C8",9.59971747018184e-08,3.42436165367034,0.233,0.081,0.00601998282555103,3,4,FALSE,"DC","week44"
"SAMD9L",1.09678973152025e-07,1.36966777356818,0.649,0.366,0.00687796840636348,5,5,FALSE,"DC","week44"
"LMNA",1.37763226680845e-07,-1.5361799656846,0.306,0.488,0.00863913194515579,4,5,FALSE,"DC","week44"
"WWC1",2.94114189252148e-07,-4.80052600943628,0.008,0.14,0.0184439008080022,2,4,FALSE,"DC","week44"
"TXLNGY",3.22564769324499e-07,1.16818106312687,0.441,0.169,0.0202280366843393,4,2,FALSE,"DC","week44"
"AFAP1",3.64575922382321e-07,3.95415042032656,0.18,0.023,0.0228625560925953,3,4,FALSE,"DC","week44"
"FRK",4.20178075656539e-07,3.95038019385431,0.139,0.006,0.0263493671244215,1,1,TRUE,"DC","week44"
"HRH1",4.37838733504854e-07,-4.32963637075697,0.016,0.145,0.0274568669780894,3,2,FALSE,"DC","week44"
"COLGALT2",4.55555601200122e-07,3.65805732653399,0.163,0.023,0.0285678917512596,3,4,FALSE,"DC","week44"
"PCLO",5.07076489658051e-07,-6.00131155436218,0.008,0.116,0.0317987666664564,2,4,FALSE,"DC","week44"
"PLCH1",5.70581896433458e-07,-3.75565574060761,0.049,0.198,0.0357811907253422,4,4,FALSE,"DC","week44"
"CCDC153",5.80749679379194e-07,5.02777518462891,0.106,0,0.0364188123938693,1,0,TRUE,"DC","week44"
"MIR4300HG",8.86512590800049e-07,3.20520315865726,0.143,0.006,0.0555932045690711,NA,NA,NA,"DC","week44"
"LGR4-AS1",1.081171141485e-06,-5.61911418282403,0.008,0.128,0.0678002422825244,NA,NA,NA,"DC","week44"
"ENSG00000290199",1.27572745630129e-06,-1.71602559153144,0.114,0.308,0.0800008687846537,NA,NA,NA,"DC","week44"
"GPC3",1.42348394282806e-06,-3.83156550412595,0.008,0.116,0.0892666780547479,NA,NA,NA,"DC","week44"
"PFN1",1.43103681454401e-06,-0.596259326946056,0.776,0.779,0.0897403186400549,NA,NA,NA,"DC","week44"
"TRIM5",2.60057552050986e-06,2.02985737947821,0.527,0.32,0.163082090891174,NA,NA,NA,"DC","week44"
"GLT1D1",3.51326142975503e-06,0.609684902104784,0.571,0.587,0.220316624259938,NA,NA,NA,"DC","week44"
"IFI44",5.92571038397283e-06,1.80912575914935,0.363,0.14,0.371601298178936,NA,NA,NA,"DC","week44"
"RPS27A",6.99986163795271e-06,-1.18281524003968,0.359,0.529,0.438961323316015,NA,NA,NA,"DC","week44"
"MTCO1P12",7.47758633426312e-06,3.04723463199613,0.159,0.017,0.46891943902164,NA,NA,NA,"DC","week44"
"NFIX",7.79519581945731e-06,3.20764946004461,0.143,0.017,0.488836729838168,NA,NA,NA,"DC","week44"
"NUP210",9.15253380151792e-06,-0.951219492624047,0.4,0.547,0.573955394693189,NA,NA,NA,"DC","week44"
"ENSG00000287937",9.67780919027905e-06,-5.45452740719815,0.008,0.116,0.606895414322399,NA,NA,NA,"DC","week44"
