"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",5.21215621789518e-26,-3.12587821634334,0.057,0.45,3.26854316424207e-21,2,4,FALSE,"MAIT","week44"
"UTY",2.52396023374669e-22,1.1804229972237,0.849,0.416,1.58277546258255e-17,5,5,FALSE,"MAIT","week44"
"LINC02934",2.91503622028479e-22,6.70679667827819,0.264,0.034,1.82801921374059e-17,2,4,FALSE,"MAIT","week44"
"SLC30A10",4.16977495728294e-18,5.71898076826681,0.283,0.015,2.61486587571213e-13,3,2,FALSE,"MAIT","week44"
"USP9Y",1.71427284280766e-15,1.21113241843745,0.741,0.351,1.07502049972468e-10,4,4,FALSE,"MAIT","week44"
"RPS4Y1",2.5364322867503e-15,1.30877537606509,0.604,0.214,1.59059668702112e-10,4,3,FALSE,"MAIT","week44"
"RNU4-1",3.69691414777737e-14,2.67795812330202,0.462,0.118,2.31833486207119e-09,4,5,FALSE,"MAIT","week44"
"ENSG00000233005",4.88128320906975e-14,5.08471571412616,0.231,0.015,3.06105270040764e-09,3,2,FALSE,"MAIT","week44"
"CNTNAP5",5.82439772932984e-14,4.56779033948164,0.283,0.065,3.65247981606275e-09,4,5,FALSE,"MAIT","week44"
"TEX53",1.09853761259369e-13,6.71647049885445,0.16,0,6.88892936857504e-09,1,0,TRUE,"MAIT","week44"
"RNU4-2",1.44690384315464e-12,1.56884363193252,0.873,0.565,9.07353400042277e-08,5,5,FALSE,"MAIT","week44"
"HERC6",1.56593968414745e-12,1.63918831305228,0.571,0.221,9.82000775928863e-08,5,5,FALSE,"MAIT","week44"
"HFM1",2.1649511385396e-12,-3.00461127351766,0.104,0.309,1.35764085897818e-07,3,5,FALSE,"MAIT","week44"
"TCF7",3.45307705742135e-12,-0.804577698306815,0.679,0.748,2.16542462270893e-07,5,5,FALSE,"MAIT","week44"
"EEF1A1",3.56908182425573e-12,-0.726585438161961,0.906,0.931,2.23817121199077e-07,5,5,FALSE,"MAIT","week44"
"THEMIS",1.40609572039353e-11,-1.28875371537788,0.373,0.622,8.81762626258786e-07,5,5,FALSE,"MAIT","week44"
"RPS6",1.58114532479955e-11,-0.833502884533861,0.759,0.859,9.91536233181798e-07,5,5,FALSE,"MAIT","week44"
"XAF1",1.65285127666398e-11,1.32012404390283,0.689,0.351,1.03650303559598e-06,5,5,FALSE,"MAIT","week44"
"PRKY",2.40478809238852e-11,0.450174668895721,0.755,0.427,1.50804261273684e-06,5,5,FALSE,"MAIT","week44"
"TC2N",4.50348499031461e-11,-0.869444383682051,0.656,0.821,2.82413543742629e-06,5,5,FALSE,"MAIT","week44"
"LINC00845",7.59044939505879e-11,5.60718870392252,0.151,0.004,4.75997081564136e-06,1,1,TRUE,"MAIT","week44"
"LEF1",9.4266032957625e-11,-0.842198440964925,0.642,0.782,5.91142292677266e-06,5,5,FALSE,"MAIT","week44"
"NR6A1",1.52021025473886e-10,3.31441335038047,0.269,0.053,9.5332385074674e-06,4,4,FALSE,"MAIT","week44"
"XKR4",4.17803543136965e-10,6.21495620472613,0.113,0,2.62004601901191e-05,3,0,TRUE,"MAIT","week44"
"ENSG00000225689",8.15938085136079e-10,4.1674775453579,0.189,0.027,5.11674773188835e-05,2,4,FALSE,"MAIT","week44"
"IFI44L",9.64654452675375e-10,1.57727759583705,0.627,0.347,6.04934807272728e-05,4,5,FALSE,"MAIT","week44"
"OXR1",1.28616195465099e-09,7.23953669188402,0.528,0.336,8.06552161761636e-05,5,5,FALSE,"MAIT","week44"
"DDX3Y",1.45371469227791e-09,1.0257607017395,0.467,0.183,9.11624483527479e-05,4,3,FALSE,"MAIT","week44"
"PABPC1",1.5189287333955e-09,-0.543045037571783,0.972,0.992,9.5252020871232e-05,5,5,FALSE,"MAIT","week44"
"SEPTIN9",1.96519891002138e-09,-0.629004188310365,0.75,0.817,0.000123237623647441,5,5,FALSE,"MAIT","week44"
"CCDC153",2.01519982164822e-09,5.36430455755038,0.137,0.004,0.00012637318081556,1,1,TRUE,"MAIT","week44"
"ZFY",2.51103090732202e-09,1.65196765018666,0.307,0.076,0.000157466748198164,3,2,FALSE,"MAIT","week44"
"OAS3",5.27457681741414e-09,1.2447038775937,0.476,0.183,0.000330768712220041,5,5,FALSE,"MAIT","week44"
"HLF",7.98702107561282e-09,3.26048547224622,0.222,0.038,0.00050086609165168,5,5,FALSE,"MAIT","week44"
"PRMT2",8.27469819577615e-09,-0.671463076224999,0.58,0.706,0.000518906323857123,5,5,FALSE,"MAIT","week44"
"LINC02997",9.1908271062155e-09,2.70268055252133,0.259,0.061,0.000576356767830774,5,4,FALSE,"MAIT","week44"
"MIR4300HG",1.0617199998772e-08,3.01948239060896,0.189,0.023,0.00066580461192299,3,4,FALSE,"MAIT","week44"
"SAMSN1",1.39572742625629e-08,0.928593710560482,0.811,0.626,0.000875260669005322,5,5,FALSE,"MAIT","week44"
"DDX60",1.44248063969576e-08,1.09594138875194,0.712,0.427,0.000904579609153211,5,5,FALSE,"MAIT","week44"
"PGAP1",2.14230518203889e-08,1.51157180968337,0.67,0.42,0.00134343957965659,5,5,FALSE,"MAIT","week44"
"TNFRSF11A",2.17232013015253e-08,1.65319862657094,0.335,0.099,0.00136226195361865,5,5,FALSE,"MAIT","week44"
"NLGN1",2.47124980522879e-08,-5.56219448862598,0.005,0.141,0.00154972075285897,1,3,TRUE,"MAIT","week44"
"MTCO1P12",2.52986265838852e-08,3.40032343742111,0.151,0.011,0.00158647687307544,3,2,FALSE,"MAIT","week44"
"RPL19",2.77937067919415e-08,-0.859342532148634,0.594,0.698,0.00174294335292265,4,5,FALSE,"MAIT","week44"
"KDM5D",2.89696126188724e-08,1.20366265016189,0.373,0.126,0.00181668440732949,4,2,FALSE,"MAIT","week44"
"PECAM1",3.07914279222288e-08,-2.49739865537804,0.028,0.156,0.00193093044500297,4,5,FALSE,"MAIT","week44"
"SAMD9L",3.34379750768981e-08,1.04150016704341,0.642,0.427,0.00209689541707228,5,5,FALSE,"MAIT","week44"
"RPL34",4.15203605493484e-08,-0.897422647173895,0.491,0.626,0.00260374181004964,5,5,FALSE,"MAIT","week44"
"CBLB",4.87299675250682e-08,-0.556499759256078,0.849,0.824,0.00305585626349703,5,5,FALSE,"MAIT","week44"
"PARP14",4.88923119154318e-08,0.795328052092023,0.892,0.744,0.00306603688021673,5,5,FALSE,"MAIT","week44"
"AOAH",7.13225510677314e-08,-1.28708274316638,0.349,0.469,0.00447263717745744,5,5,FALSE,"MAIT","week44"
"IKZF1",7.36208426293778e-08,-0.460882014643216,0.986,0.989,0.00461676304128828,5,5,FALSE,"MAIT","week44"
"NRIR",7.54334328407493e-08,3.75324946974282,0.151,0.015,0.00473043057344339,3,4,FALSE,"MAIT","week44"
"ARHGAP15",8.63370427160656e-08,-0.44846667784576,1,0.992,0.00541419594872447,5,5,FALSE,"MAIT","week44"
"MALAT1",1.07908560999851e-07,-0.239406410433162,1,1,0.00676694586030069,5,5,FALSE,"MAIT","week44"
"ARHGEF18",1.0848809710755e-07,-0.983644240641602,0.453,0.569,0.00680328856961443,5,5,FALSE,"MAIT","week44"
"TPT1",1.13449765840792e-07,-0.684769867723528,0.821,0.855,0.00711443481587606,5,5,FALSE,"MAIT","week44"
"PRR5L",1.19471065281512e-07,1.39289610160045,0.396,0.145,0.00749203050380361,5,5,FALSE,"MAIT","week44"
"FHIT",1.53954389971194e-07,-0.958499657437395,0.448,0.611,0.00965447979509357,5,5,FALSE,"MAIT","week44"
"LCK",1.57449504521793e-07,-0.707135485116931,0.604,0.66,0.00987365842856166,5,5,FALSE,"MAIT","week44"
"RSAD2",1.60663928352926e-07,1.52008149621189,0.33,0.103,0.010075234947012,5,5,FALSE,"MAIT","week44"
"PRKCH",1.67899410530347e-07,-0.540148242269431,0.575,0.756,0.010528972034358,5,5,FALSE,"MAIT","week44"
"ENSG00000285638",1.70556647567498e-07,4.73361022757776,0.108,0.004,0.0106956073689578,2,1,TRUE,"MAIT","week44"
"EPN2",2.09600851887048e-07,-2.41433331011532,0.104,0.24,0.0131440694218368,4,5,FALSE,"MAIT","week44"
"GREM2",2.48011488552022e-07,-1.69631908332417,0.16,0.374,0.0155528004470973,5,5,FALSE,"MAIT","week44"
"BCL11B",2.6258618667023e-07,-0.405119492705538,0.835,0.92,0.0164667797660901,5,5,FALSE,"MAIT","week44"
"MYO1F",2.94439229731524e-07,-1.05749388387984,0.505,0.622,0.0184642840964639,5,5,FALSE,"MAIT","week44"
"RPL32",3.10503259712578e-07,-1.09804300422351,0.401,0.553,0.0194716594165758,5,5,FALSE,"MAIT","week44"
"RPS8",3.11360827573217e-07,-0.844801426464946,0.58,0.668,0.0195254374971164,5,5,FALSE,"MAIT","week44"
"GBP1",3.12050140430413e-07,1.15418538863675,0.557,0.282,0.0195686643063912,5,5,FALSE,"MAIT","week44"
"JDP2",3.3852091047263e-07,5.10058872113289,0.113,0.008,0.0212286462957386,2,2,FALSE,"MAIT","week44"
"GSG1L",3.60623413891243e-07,-4.48845435584587,0.005,0.103,0.0226146942851198,1,2,TRUE,"MAIT","week44"
"YRDC",3.79406717259711e-07,2.59313112671957,0.165,0.023,0.0237925952393565,1,4,TRUE,"MAIT","week44"
"PDLIM5",4.03540892776839e-07,1.46358181918056,0.552,0.378,0.0253060493860356,5,5,FALSE,"MAIT","week44"
"PLA2G4A",4.25209428150979e-07,1.60353905270831,0.184,0.034,0.0266648832393479,5,3,FALSE,"MAIT","week44"
"FCRL3",4.33842525866293e-07,1.79791312175298,0.274,0.08,0.0272062647970752,5,5,FALSE,"MAIT","week44"
"RASGRP3",4.45240826398671e-07,1.66214852325832,0.335,0.118,0.0279210522234607,5,5,FALSE,"MAIT","week44"
"PIK3CD",4.7138510116037e-07,-0.610789685864198,0.698,0.718,0.0295605596937668,5,5,FALSE,"MAIT","week44"
"IL17RB",4.99457228718358e-07,3.10752491478829,0.236,0.065,0.0313209628129282,5,5,FALSE,"MAIT","week44"
"MAML3",6.01641290043069e-07,1.22260821991401,0.519,0.359,0.0377289252986008,5,5,FALSE,"MAIT","week44"
"ARHGEF3",6.2421734651283e-07,-0.72662607542025,0.575,0.683,0.0391446697998196,5,5,FALSE,"MAIT","week44"
