"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"ENSG00000265781",1.77925928546086e-66,-11.8315001371338,0,0.221,1.11577349791251e-61,0,2,TRUE,"CD8_TCM_TEM","week12"
"MT-ND5",2.83097624933145e-57,0.761022075276952,0.739,0.829,1.77530520595575e-52,5,5,FALSE,"CD8_TCM_TEM","week12"
"RNF149",4.98924881274952e-54,0.951648398521518,0.743,0.805,3.12875793047522e-49,5,5,FALSE,"CD8_TCM_TEM","week12"
"DMGDH",1.40112885056264e-51,5.15708161275958,0.247,0.053,8.78647902187832e-47,5,5,FALSE,"CD8_TCM_TEM","week12"
"ENSG00000274767",9.57919710250458e-51,-1.34528218163437,0.216,0.558,6.00711450298062e-46,5,5,FALSE,"CD8_TCM_TEM","week12"
"XIST",4.41108623297626e-50,-1.74649598606381,0.175,0.549,2.76619217669941e-45,5,5,FALSE,"CD8_TCM_TEM","week12"
"ENSG00000283982",6.43496123364392e-45,-4.85881148174942,0.005,0.141,4.0353641896181e-40,3,2,FALSE,"CD8_TCM_TEM","week12"
"LINC02899",5.18922535465772e-43,-4.18586355071641,0.018,0.212,3.25416321990585e-38,5,5,FALSE,"CD8_TCM_TEM","week12"
"ENSG00000287596",2.13648459687894e-42,-7.66817594031436,0.002,0.13,1.33978949070279e-37,2,3,FALSE,"CD8_TCM_TEM","week12"
"PRKY",3.00260754834722e-41,1.46377004349242,0.61,0.328,1.88293519356854e-36,5,5,FALSE,"CD8_TCM_TEM","week12"
"MT-CO1",4.31053518310588e-41,0.401165021830554,0.629,0.802,2.7031366133257e-36,5,5,FALSE,"CD8_TCM_TEM","week12"
"PRDM14",1.58882650295005e-40,-7.66967173985699,0.002,0.157,9.96353099999978e-36,2,2,FALSE,"CD8_TCM_TEM","week12"
"RN7SKP255",4.99858870743764e-40,-4.36180730782567,0.034,0.249,3.13461497843415e-35,4,4,FALSE,"CD8_TCM_TEM","week12"
"XAF1",4.17148356424295e-38,0.805364159645364,0.555,0.594,2.61593734313675e-33,5,5,FALSE,"CD8_TCM_TEM","week12"
"CD5L",1.0568001428955e-37,-6.80877369297669,0.001,0.144,6.62719369609768e-33,1,2,TRUE,"CD8_TCM_TEM","week12"
"ENSG00000289605",1.60942296240502e-37,-5.22090572793063,0.007,0.161,1.00926913972419e-32,4,4,FALSE,"CD8_TCM_TEM","week12"
"DCLRE1A",1.61320380604836e-33,-3.75269615215354,0.035,0.211,1.01164010677292e-28,5,5,FALSE,"CD8_TCM_TEM","week12"
"EIF2AK2",5.80841854088431e-33,0.908975647969053,0.499,0.523,3.64245926698855e-28,5,5,FALSE,"CD8_TCM_TEM","week12"
"UTY",3.4123500376478e-32,1.21262100684792,0.581,0.303,2.13988470860894e-27,5,5,FALSE,"CD8_TCM_TEM","week12"
"GRM7",7.16546535581869e-32,5.60879785595302,0.165,0.037,4.4934633246339e-27,5,5,FALSE,"CD8_TCM_TEM","week12"
"CYP2C23P",1.75559226632058e-30,-7.43037261417667,0.003,0.109,1.10093191020964e-25,2,3,FALSE,"CD8_TCM_TEM","week12"
"LYST",2.73424792601864e-28,-0.457602382992826,0.906,0.99,1.71464687440629e-23,5,5,FALSE,"CD8_TCM_TEM","week12"
"PARP14",6.07323870619749e-28,0.451159707701253,0.739,0.808,3.80852799265644e-23,5,5,FALSE,"CD8_TCM_TEM","week12"
"ADAR",7.7859550226319e-28,0.337071213806565,0.64,0.763,4.88257239469247e-23,5,5,FALSE,"CD8_TCM_TEM","week12"
