"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",2.36874151933246e-11,-2.73044864958857,0.125,0.825,1.48543780677339e-06,1,4,TRUE,"Plasmablast","week12"
"OSTC",4.35152429386518e-08,-1.25365249710662,0.325,0.725,0.00272884088468286,4,5,FALSE,"Plasmablast","week12"
"UTY",5.16289553939912e-08,2.58400206788714,0.775,0.1,0.00323765179275719,5,3,FALSE,"Plasmablast","week12"
"USP9Y",2.93945057113887e-07,2.71987356155006,0.75,0.125,0.0184332945316119,5,3,FALSE,"Plasmablast","week12"
"FBLIM1",6.47469340713661e-06,-5.82598049349988,0,0.35,0.406028023561537,NA,NA,NA,"Plasmablast","week12"
"PPP2R3B",1.08785657697607e-05,-1.09956217395898,0.275,0.025,0.682194859421696,NA,NA,NA,"Plasmablast","week12"
"CAPZB",2.16490865695549e-05,1.18339090255191,0.9,0.8,1,NA,NA,NA,"Plasmablast","week12"
"DDX3Y",2.41049101497586e-05,0.648628072356648,0.55,0.075,1,NA,NA,NA,"Plasmablast","week12"
"C3orf70",4.35173758394457e-05,-3.5536044534228,0,0.25,1,NA,NA,NA,"Plasmablast","week12"
"RPS4X",6.26657627375786e-05,-1.52762138718932,0.6,0.775,1,NA,NA,NA,"Plasmablast","week12"
"ZFY",0.000158118891425546,3.60135149679125,0.5,0.025,1,NA,NA,NA,"Plasmablast","week12"
"KDM5D",0.00017342274467456,3.74404422213412,0.45,0.075,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000288016",0.00017807112026198,4.82031979861319,0.225,0,1,NA,NA,NA,"Plasmablast","week12"
"AK3",0.000186423459794904,0.123053728516436,0.45,0.6,1,NA,NA,NA,"Plasmablast","week12"
"COQ9",0.000229654184513806,-2.04269752224403,0.125,0.325,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000289707",0.000237911421032543,4.46048848827309,0.3,0,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000285679",0.000296096298927986,-2.61021267270037,0.175,0.425,1,NA,NA,NA,"Plasmablast","week12"
"ZNF282",0.000334911400498423,-2.4893783490568,0.175,0.425,1,NA,NA,NA,"Plasmablast","week12"
"MZB1",0.000337784582882768,-1.62856732355176,0.2,0.675,1,NA,NA,NA,"Plasmablast","week12"
"APOBEC3D",0.000372093763149975,-1.63725098875764,0.2,0.5,1,NA,NA,NA,"Plasmablast","week12"
"FAM66C",0.000422656914275072,1.58704630494197,0.075,0.15,1,NA,NA,NA,"Plasmablast","week12"
"GRPEL2",0.000474494712416758,2.96650403609526,0.275,0,1,NA,NA,NA,"Plasmablast","week12"
"SLC25A51",0.00049005646467417,-2.39517999958327,0.175,0.425,1,NA,NA,NA,"Plasmablast","week12"
"MIDEAS",0.000501481958921814,1.43417986984226,0.725,0.575,1,NA,NA,NA,"Plasmablast","week12"
"ATP8B2",0.000532944228601528,-1.87494958232628,0.35,0.55,1,NA,NA,NA,"Plasmablast","week12"
"KCNG2",0.000578384355225232,-0.316146114927771,0.275,0.075,1,NA,NA,NA,"Plasmablast","week12"
"TMEM62",0.000579648614342488,-0.549146203422087,0.35,0.55,1,NA,NA,NA,"Plasmablast","week12"
"TTC9C",0.000665504028797604,-1.7098954989963,0.275,0.35,1,NA,NA,NA,"Plasmablast","week12"
"SH3BP5",0.000762987764495637,1.16278044046551,0.7,0.65,1,NA,NA,NA,"Plasmablast","week12"
"LMBRD2",0.000923628361948528,-1.9733768802117,0.25,0.475,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000249547",0.000956541688342715,6.50563749046458,0.25,0,1,NA,NA,NA,"Plasmablast","week12"
"SRPRA",0.000994202065923536,-1.43849602549971,0.55,0.675,1,NA,NA,NA,"Plasmablast","week12"
"ANOS2P",0.00102082150382873,3.73078614828191,0.25,0,1,NA,NA,NA,"Plasmablast","week12"
"PRKY",0.00106791437059525,3.9228094701075,0.425,0.075,1,NA,NA,NA,"Plasmablast","week12"
"TXLNGY.1",0.00113858471653603,-0.464831987242383,0.325,0.05,1,NA,NA,NA,"Plasmablast","week12"
"TTTY10",0.00121735680899684,3.00066593565384,0.25,0,1,NA,NA,NA,"Plasmablast","week12"
"YLPM1",0.00133440534880658,-0.467831142957151,0.675,0.9,1,NA,NA,NA,"Plasmablast","week12"
"HBB",0.00138166583889609,-1.94918624514095,0.15,0.025,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000255102",0.00143910063693774,-1.84326501019005,0.025,0.15,1,NA,NA,NA,"Plasmablast","week12"
"ABCB7",0.00147104675680639,-1.16275683734151,0.525,0.7,1,NA,NA,NA,"Plasmablast","week12"
"DDX3X",0.0015148550519947,-0.817283117931146,0.7,0.9,1,NA,NA,NA,"Plasmablast","week12"
"PRKACB",0.00155243104987885,0.826483445876007,0.675,0.625,1,NA,NA,NA,"Plasmablast","week12"
"LINC00278",0.00159018677439734,4.71141302444393,0.275,0,1,NA,NA,NA,"Plasmablast","week12"
"LDLRAD4",0.00159282932647043,0.940801658503305,0.95,0.625,1,NA,NA,NA,"Plasmablast","week12"
"DUSP1",0.00163116768736106,4.01123237863945,0.225,0,1,NA,NA,NA,"Plasmablast","week12"
"ACSS2",0.00167091980771733,-3.9861838153985,0.15,0.35,1,NA,NA,NA,"Plasmablast","week12"
"LINC00426",0.00174178574509258,-0.689345589829685,0.3,0.6,1,NA,NA,NA,"Plasmablast","week12"
"SH3PXD2A",0.00174915359718658,-1.95230062551008,0.275,0.4,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000258732",0.00185305916817137,-2.56612870794839,0,0.15,1,NA,NA,NA,"Plasmablast","week12"
"IFIH1",0.0019013822870038,1.25280643734575,0.75,0.45,1,NA,NA,NA,"Plasmablast","week12"
"RBM39",0.00197254496169746,0.434410045858604,0.875,0.925,1,NA,NA,NA,"Plasmablast","week12"
"RRP7BP",0.00215752112455067,-1.34194663760267,0.05,0.125,1,NA,NA,NA,"Plasmablast","week12"
"NEAT1",0.002197580441883,-1.03056240663057,0.975,0.95,1,NA,NA,NA,"Plasmablast","week12"
"PRDM14",0.0022109628100522,-2.6709349772812,0,0.125,1,NA,NA,NA,"Plasmablast","week12"
"TFEC",0.00227760327353726,2.69260776350947,0.675,0.25,1,NA,NA,NA,"Plasmablast","week12"
"DHCR24",0.00232930730816032,3.13357367392244,0.25,0,1,NA,NA,NA,"Plasmablast","week12"
"DISP3",0.00233555248529555,4.87550613919619,0.225,0,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000233635",0.00244949764418217,-5.06656566076552,0,0.2,1,NA,NA,NA,"Plasmablast","week12"
"GUK1",0.00246107516767127,-2.50197182743948,0.2,0.425,1,NA,NA,NA,"Plasmablast","week12"
"APOL2",0.00248239352355467,-1.33236450810439,0.475,0.65,1,NA,NA,NA,"Plasmablast","week12"
"LINC02384",0.0025688980506939,-1.04111451590225,0.175,0.5,1,NA,NA,NA,"Plasmablast","week12"
"EIPR1",0.00266634486099302,-0.907357995078652,0.65,0.875,1,NA,NA,NA,"Plasmablast","week12"
"DNAJB11",0.00277614030080644,-1.90931843151783,0.4,0.6,1,NA,NA,NA,"Plasmablast","week12"
"TCF3",0.00286409533278697,-1.05502060923646,0.65,0.9,1,NA,NA,NA,"Plasmablast","week12"
"KLHL29",0.00292740963105737,4.23885553791713,0.225,0,1,NA,NA,NA,"Plasmablast","week12"
"ANKRD36BP2",0.00292839325950634,0.360755321847719,0.175,0.35,1,NA,NA,NA,"Plasmablast","week12"
"CMKLR1",0.00327010722064191,2.20132193507115,0.275,0.1,1,NA,NA,NA,"Plasmablast","week12"
"RNF103",0.00338010288542042,-1.19052836415979,0.25,0.4,1,NA,NA,NA,"Plasmablast","week12"
"ENSG00000289605",0.00344298003237707,-2.28856263454359,0.025,0.125,1,NA,NA,NA,"Plasmablast","week12"
"ERC2",0.00346478052351075,-6.70291805629027,0.05,0.275,1,NA,NA,NA,"Plasmablast","week12"
"RPLP0",0.00347838819291342,-1.62478740414909,0.4,0.55,1,NA,NA,NA,"Plasmablast","week12"
