"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"UTY",0,2.10690559139333,0.855,0.2,0,4,5,FALSE,"CD8_TCM_TEM","week44"
"XIST",0,-3.8868290865858,0.044,0.648,0,4,5,FALSE,"CD8_TCM_TEM","week44"
"PRKY",1.15654919826698e-313,2.05426131295237,0.845,0.207,7.25272002233222e-309,5,5,FALSE,"CD8_TCM_TEM","week44"
"USP9Y",2.45966841020094e-243,2.01294979751459,0.737,0.168,1.54245806003701e-238,5,5,FALSE,"CD8_TCM_TEM","week44"
"LINC00278",2.64754340132387e-139,2.57621189894366,0.441,0.068,1.6602744669702e-134,5,5,FALSE,"CD8_TCM_TEM","week44"
"LINC02934",1.43594077658823e-134,7.36234725124995,0.27,0.023,9.00478460998478e-130,5,4,FALSE,"CD8_TCM_TEM","week44"
"RPS4Y1",8.48083134341788e-125,1.94584343531223,0.432,0.081,5.31832933545735e-120,4,4,FALSE,"CD8_TCM_TEM","week44"
"DDX3Y",9.91305728403722e-120,2.29388384802834,0.386,0.06,6.21647822281974e-115,5,3,FALSE,"CD8_TCM_TEM","week44"
"XAF1",4.60207644390404e-113,1.37397593225308,0.794,0.552,2.88596213797222e-108,5,5,FALSE,"CD8_TCM_TEM","week44"
"LINC00845",2.07683486816405e-110,6.32977107289695,0.214,0.004,1.30238314582568e-105,2,4,FALSE,"CD8_TCM_TEM","week44"
"IFI44L",2.60491559862742e-110,2.27131502924743,0.568,0.248,1.63354257189925e-105,5,5,FALSE,"CD8_TCM_TEM","week44"
"KDM5D",2.6794570081957e-106,1.90848933498342,0.396,0.079,1.68028748983952e-101,5,5,FALSE,"CD8_TCM_TEM","week44"
"SLC30A10",1.88578498857365e-101,4.85151800983615,0.268,0.039,1.18257576633454e-96,5,5,FALSE,"CD8_TCM_TEM","week44"
"SAMD9L",1.86969763838212e-100,1.3169334825608,0.816,0.596,1.17248738902943e-95,5,5,FALSE,"CD8_TCM_TEM","week44"
"ENSG00000225689",7.38509740358469e-98,4.51418154713726,0.25,0.032,4.63119458178796e-93,5,5,FALSE,"CD8_TCM_TEM","week44"
"CNTNAP5",3.2839945949278e-97,4.80840317530915,0.285,0.057,2.05939301047922e-92,5,5,FALSE,"CD8_TCM_TEM","week44"
"TXLNGY",1.04394738196455e-94,1.85490461635047,0.357,0.07,6.54659403229967e-90,4,4,FALSE,"CD8_TCM_TEM","week44"
"LRRC52-AS1",3.4898111787327e-90,-9.59865266082394,0.002,0.162,2.18846059018328e-85,1,4,TRUE,"CD8_TCM_TEM","week44"
"ENSG00000233005",8.46135091523905e-89,5.26980922864205,0.222,0.017,5.30611315894641e-84,5,4,FALSE,"CD8_TCM_TEM","week44"
"PARP14",3.92831042425168e-85,0.90916053050903,0.906,0.755,2.46344346704823e-80,5,5,FALSE,"CD8_TCM_TEM","week44"
"SLC25A21",4.51690462410803e-83,-5.43589470855816,0.015,0.205,2.83255088977814e-78,3,4,FALSE,"CD8_TCM_TEM","week44"
"MX1",3.28729699908277e-73,1.53417180324781,0.598,0.312,2.0614639481248e-68,5,5,FALSE,"CD8_TCM_TEM","week44"
"OAS3",5.39041113157734e-73,1.858908326976,0.451,0.17,3.38032682061215e-68,5,5,FALSE,"CD8_TCM_TEM","week44"
"EIF2AK2",4.02816224100783e-70,1.25185619155536,0.694,0.442,2.52606054133601e-65,5,5,FALSE,"CD8_TCM_TEM","week44"
"HERC6",5.46918935058995e-67,1.57417308469911,0.549,0.275,3.42972864175496e-62,5,5,FALSE,"CD8_TCM_TEM","week44"
"TXLNGY.1",6.60048820187285e-67,2.24617346186914,0.225,0.033,4.13916615139446e-62,4,3,FALSE,"CD8_TCM_TEM","week44"
"TEX53",3.24221406799494e-66,6.87120234893387,0.14,0.002,2.03319244203962e-61,1,1,TRUE,"CD8_TCM_TEM","week44"
"APAF1",4.50905780700387e-66,-2.82803943790765,0.346,0.399,2.82763015077212e-61,5,5,FALSE,"CD8_TCM_TEM","week44"
"PRRX2",3.19345210969024e-65,5.98106517063149,0.139,0.004,2.00261381798675e-60,3,3,FALSE,"CD8_TCM_TEM","week44"
"PARP9",7.48394052883406e-64,1.21331032338712,0.702,0.443,4.69317910563184e-59,5,5,FALSE,"CD8_TCM_TEM","week44"
"STAT1",7.56331921577239e-63,0.90837510358609,0.881,0.718,4.74295748021087e-58,5,5,FALSE,"CD8_TCM_TEM","week44"
"DDX60L",5.8281562492422e-60,1.15730873216716,0.712,0.484,3.65483678389978e-55,5,5,FALSE,"CD8_TCM_TEM","week44"
"ENSG00000255314",2.50290079190545e-59,-4.73856391030597,0.006,0.135,1.56956908660391e-54,4,5,FALSE,"CD8_TCM_TEM","week44"
"SAMD9",2.90827648300347e-59,1.03135263757169,0.757,0.536,1.82378018249148e-54,5,5,FALSE,"CD8_TCM_TEM","week44"
"IFI44",3.63273274748638e-59,1.65580471097871,0.472,0.217,2.27808670594871e-54,5,5,FALSE,"CD8_TCM_TEM","week44"
"ZFY",1.87490418642667e-58,1.72501564081002,0.267,0.061,1.17575241530817e-53,5,5,FALSE,"CD8_TCM_TEM","week44"
"MIR4300HG",1.53017283591591e-57,4.21071043530967,0.168,0.018,9.59571385402869e-53,5,4,FALSE,"CD8_TCM_TEM","week44"
"RSAD2",5.82819532516709e-56,1.51409191860975,0.396,0.147,3.65486128841228e-51,5,5,FALSE,"CD8_TCM_TEM","week44"
"OAS1",2.97238278182197e-55,1.61030733763902,0.373,0.133,1.86398124248056e-50,5,5,FALSE,"CD8_TCM_TEM","week44"
"IFIT3",3.71804689488983e-55,1.82511933226271,0.34,0.11,2.33158720778541e-50,5,5,FALSE,"CD8_TCM_TEM","week44"
"GSG1L",1.23313183994034e-54,-4.0633413406374,0.014,0.146,7.7329697682659e-50,4,4,FALSE,"CD8_TCM_TEM","week44"
"CCDC153",2.59197736552358e-54,5.93258388219101,0.115,0.001,1.62542900591984e-49,1,2,TRUE,"CD8_TCM_TEM","week44"
"OAS2",3.8358904846692e-54,1.21159974006604,0.585,0.342,2.40548692293606e-49,5,5,FALSE,"CD8_TCM_TEM","week44"
"CYP1B1-AS1",1.80568021771954e-53,-4.59803301260861,0.015,0.149,1.13234206453193e-48,4,5,FALSE,"CD8_TCM_TEM","week44"
