"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",0,-1.97341844020433,0.133,0.459,0,5,5,FALSE,"B","week12"
"SNTG1",0,5.49357274709023,0.214,0.018,0,5,5,FALSE,"B","week12"
"ENSG00000249547",0,7.6219917331764,0.197,0.005,0,5,5,FALSE,"B","week12"
"ENSG00000265781",0,-11.5004747108826,0.001,0.138,0,1,4,TRUE,"B","week12"
"B4GALNT1",0,9.45022251569552,0.195,0.08,0,5,5,FALSE,"B","week12"
"UTY",4.00008227269513e-301,0.9513667951412,0.705,0.397,2.50845159320712e-296,5,5,FALSE,"B","week12"
"TMC7",1.30527318474274e-280,4.95077028562632,0.164,0.019,8.18536814152175e-276,5,5,FALSE,"B","week12"
"ENSG00000283982",1.643696174048e-269,-7.92722672368829,0.003,0.153,1.0307618707455e-264,4,5,FALSE,"B","week12"
"USP9Y",3.97046794516567e-267,1.05502499777316,0.614,0.322,2.48988044841339e-262,5,5,FALSE,"B","week12"
"LINC00466",6.85694166159131e-248,5.96246460676284,0.137,0.005,4.29998811598391e-243,5,5,FALSE,"B","week12"
"MTCO1P12",6.11484362728657e-242,3.99421141564051,0.165,0.009,3.83461843867141e-237,5,5,FALSE,"B","week12"
"DISP3",5.75533410958356e-238,5.01038043655627,0.15,0.006,3.60917002011985e-233,5,5,FALSE,"B","week12"
"ENSG00000287596",1.0178453689053e-236,-7.68380814233629,0.003,0.137,6.38290830840514e-232,4,5,FALSE,"B","week12"
"P2RY14",2.83668793979407e-210,-1.59202639367197,0.198,0.417,1.77888700704486e-205,5,5,FALSE,"B","week12"
"CYP2C23P",6.93850455506873e-209,-6.71440256739767,0.003,0.125,4.3511362064836e-204,5,5,FALSE,"B","week12"
"RN7SKP255",5.37647529367415e-203,-2.6100016665263,0.111,0.262,3.37158765666306e-198,5,5,FALSE,"B","week12"
"WARS1",4.16540093710139e-202,-1.16083950997588,0.541,0.644,2.61212292765628e-197,5,5,FALSE,"B","week12"
"DCLRE1A",8.47070921446435e-198,-4.04051895032637,0.024,0.124,5.31198174839059e-193,5,5,FALSE,"B","week12"
"RNF217",5.70551130553815e-196,-6.74079590768617,0.005,0.126,3.57792613970298e-191,5,5,FALSE,"B","week12"
"LINC02899",7.62516379129512e-195,-2.66909000689127,0.017,0.121,4.78174021352117e-190,5,5,FALSE,"B","week12"
"KANK4",1.97037907936544e-185,5.00977639679966,0.11,0.004,1.23562472067007e-180,3,5,FALSE,"B","week12"
"GBP2",7.02716337453191e-182,-0.688950503911808,0.719,0.851,4.40673415216896e-177,5,5,FALSE,"B","week12"
"BANK1",3.40271753519183e-178,-0.640715735294733,0.849,0.925,2.13384416631879e-173,5,5,FALSE,"B","week12"
"MX2",2.82091468057457e-176,1.33086968963695,0.485,0.299,1.76899559618831e-171,5,5,FALSE,"B","week12"
"GBP1",3.03445424388337e-173,-0.936277117988585,0.254,0.462,1.90290625633926e-168,5,5,FALSE,"B","week12"
"ENSG00000283907",2.51139367181932e-172,3.3089412695336,0.233,0.061,1.5748949715979e-167,5,5,FALSE,"B","week12"
"XAF1",3.23288983235734e-172,0.877937477338196,0.654,0.508,2.02734521387129e-167,5,5,FALSE,"B","week12"
"ENSG00000285658",1.89960030755034e-168,-3.22739114608218,0.025,0.124,1.19123935286482e-163,5,5,FALSE,"B","week12"
"GBP4",2.49162411120469e-166,-0.780255700977699,0.731,0.813,1.56249748013646e-161,5,5,FALSE,"B","week12"
"RBFOX1",9.43585577588596e-165,-2.48356938505828,0.11,0.27,5.91722515705809e-160,5,5,FALSE,"B","week12"
"TFCP2",5.99062136616148e-161,-2.66702571493806,0.428,0.499,3.75671865871986e-156,5,5,FALSE,"B","week12"
"MT-RNR1",5.26536757895591e-157,0.553616250398707,0.974,0.998,3.30191200876325e-152,5,5,FALSE,"B","week12"
"GTPBP4",7.58228618021822e-156,1.30070590693045,0.39,0.265,4.75485166361484e-151,5,5,FALSE,"B","week12"
"EFCAB10",3.05558350156512e-154,-4.50091239105196,0.016,0.128,1.91615641383149e-149,5,5,FALSE,"B","week12"
"APOL2",5.80316948717904e-154,-1.01961688571816,0.266,0.421,3.63916758540998e-149,5,5,FALSE,"B","week12"
"ENSG00000247228",3.37851820517653e-152,3.86473521324221,0.121,0.009,2.1186687664662e-147,5,5,FALSE,"B","week12"
"GRM7",3.54796091264748e-150,5.46818070456388,0.105,0.02,2.22492628832123e-145,5,5,FALSE,"B","week12"
"EIF2AK2",4.31946397092803e-150,0.854267399408424,0.639,0.494,2.70873585616896e-145,5,5,FALSE,"B","week12"
"LINC00278",1.09396750558276e-148,1.08729896897098,0.403,0.198,6.86027022750947e-144,5,5,FALSE,"B","week12"
"IRF1",2.44365844223187e-147,-0.540216708537821,0.748,0.87,1.5324182091236e-142,5,5,FALSE,"B","week12"
"CDC42SE2",6.81481040586319e-146,-0.503377626354507,0.868,0.944,4.27356760551681e-141,5,5,FALSE,"B","week12"
"GRIK4",3.55995355369373e-145,-5.29775004610794,0.018,0.131,2.23244687352134e-140,5,5,FALSE,"B","week12"
"MX1",1.34716406663637e-142,1.07661328017585,0.518,0.34,8.44806586187667e-138,5,5,FALSE,"B","week12"
"PRKY",1.37549337155098e-142,1.21147435361489,0.388,0.199,8.62571893299618e-138,5,5,FALSE,"B","week12"
"ENSG00000285939",2.58625894133884e-141,2.69892696059287,0.168,0.031,1.62184298211358e-136,5,5,FALSE,"B","week12"
"RNU4-2",1.39645192322116e-136,0.945644930259256,0.676,0.605,8.75715001051989e-132,5,5,FALSE,"B","week12"
"MT-ND5",3.16360615867003e-134,0.367451753969957,0.885,0.882,1.98389742210197e-129,5,5,FALSE,"B","week12"
"IFI44L",5.17713989986964e-130,0.913023012663273,0.625,0.491,3.24658443120825e-125,5,5,FALSE,"B","week12"
"ENSG00000290199",6.52775681729452e-129,-0.955909098759482,0.054,0.169,4.0935563001254e-124,5,5,FALSE,"B","week12"
"ADARB2",1.91280866876731e-127,1.64683442988903,0.293,0.132,1.19952231618398e-122,5,5,FALSE,"B","week12"
"ADAMTS3",5.75371802141208e-127,-8.89016825918245,0.109,0.228,3.60815657122751e-122,5,5,FALSE,"B","week12"
"STK4",8.28918937868138e-124,0.379479622555515,0.904,0.904,5.19815065937109e-119,5,5,FALSE,"B","week12"
"SYNE2",1.47379605120655e-117,-0.594796828593759,0.835,0.901,9.24217503711629e-113,5,5,FALSE,"B","week12"
"ZNF335",6.21900970055231e-117,1.75436727302223,0.31,0.202,3.89994098321635e-112,5,5,FALSE,"B","week12"
"RALGPS2",3.50844624589828e-111,-0.521008314703802,0.825,0.911,2.20014664080281e-106,5,5,FALSE,"B","week12"
"DDX3Y",2.43260577856841e-108,1.00344210344023,0.324,0.149,1.52548708374025e-103,5,5,FALSE,"B","week12"
"COL19A1",8.88498213437092e-108,-0.484322003545922,0.758,0.873,5.571772296464e-103,5,5,FALSE,"B","week12"
"GBP5",1.70241254305151e-106,-0.730827132160008,0.344,0.499,1.0675829057476e-101,5,5,FALSE,"B","week12"
"DDX60L",4.63408982912898e-105,0.919646296009736,0.527,0.389,2.90603773184678e-100,5,5,FALSE,"B","week12"
"ZNF267",2.75265749153479e-104,-0.569981823063481,0.615,0.743,1.72619151294147e-99,5,5,FALSE,"B","week12"
"COBLL1",3.23047553588482e-104,-0.780366561665596,0.431,0.588,2.02583120855337e-99,5,5,FALSE,"B","week12"
"ENSG00000291149",2.03002611498015e-102,-1.14570561502882,0.099,0.215,1.27302937670405e-97,5,5,FALSE,"B","week12"
"IGHM",1.13577805535201e-99,-0.306854596785759,0.872,0.956,7.12246418511245e-95,5,5,FALSE,"B","week12"
"SRRM2",3.47044709006956e-99,0.278683854377747,0.917,0.934,2.17631737018262e-94,5,5,FALSE,"B","week12"
"SLAMF1",1.56869747013331e-96,-0.68916511831912,0.282,0.42,9.837301835206e-92,5,5,FALSE,"B","week12"
"RPS4X",2.06109409284302e-96,-0.731323135443752,0.335,0.455,1.29251210562186e-91,5,5,FALSE,"B","week12"
"RPS4Y1",1.1855185354273e-94,0.817852429467476,0.377,0.202,7.4343867356646e-90,5,5,FALSE,"B","week12"
