"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",9.90335838381605e-269,-3.82244468699125,0.047,0.516,6.21039604249104e-264,4,5,FALSE,"NK","week12"
"PRKY",3.49056619663744e-162,1.61778214271005,0.68,0.303,2.18893406191134e-157,5,5,FALSE,"NK","week12"
"UTY",3.7372353053596e-135,1.24333664257967,0.66,0.314,2.34362025999101e-130,5,5,FALSE,"NK","week12"
"PARP14",2.98474803546613e-113,0.883114055502058,0.863,0.836,1.87173549304081e-108,5,5,FALSE,"NK","week12"
"HLA-H",1.58617254618734e-111,1.59604255234549,0.396,0.243,9.94688803714084e-107,5,5,FALSE,"NK","week12"
"USP9Y",9.1136552476075e-100,1.47377165117607,0.503,0.228,5.71517320577466e-95,5,5,FALSE,"NK","week12"
"SAMD4A",5.56013144496037e-85,4.75288843257225,0.151,0.022,3.48675842913465e-80,5,5,FALSE,"NK","week12"
"XAF1",9.18313745645665e-79,1.03289551469837,0.754,0.648,5.75874549894396e-74,5,5,FALSE,"NK","week12"
"ENSG00000260990",7.21352684916919e-78,6.98733010153897,0.105,0.002,4.523602687114e-73,1,2,TRUE,"NK","week12"
"GRM7",1.80709012189822e-76,6.89564088545751,0.19,0.014,1.13322621544237e-71,3,5,FALSE,"NK","week12"
"ENSG00000265781",1.56742703675659e-71,-10.014455613974,0.001,0.117,9.82933494750058e-67,1,3,TRUE,"NK","week12"
"ZNF335",6.98264933820788e-71,1.96520203011153,0.388,0.298,4.37881939999016e-66,5,5,FALSE,"NK","week12"
"CDH12",1.23135031595132e-70,3.58536540389776,0.142,0.024,7.72179783133074e-66,5,5,FALSE,"NK","week12"
"IFI44L",2.19124175720629e-60,1.87948157996813,0.403,0.211,1.37412770594407e-55,5,5,FALSE,"NK","week12"
"STAT1",5.51511005231629e-60,0.864467731616405,0.752,0.698,3.45852551380755e-55,5,5,FALSE,"NK","week12"
"EPSTI1",1.62493697123434e-59,1.02966201992017,0.702,0.615,1.01899797466105e-54,5,5,FALSE,"NK","week12"
"CCDC144BP",1.44218362795648e-56,2.08978272726593,0.192,0.104,9.04393353091506e-52,5,5,FALSE,"NK","week12"
"CCDC144A",1.68490657816765e-55,3.48947721777862,0.109,0.012,1.05660491516894e-50,3,5,FALSE,"NK","week12"
"SAMD9L",7.97925245356977e-54,0.868393869737544,0.685,0.627,5.00378921363361e-49,5,5,FALSE,"NK","week12"
"EIF2AK2",1.67441609269382e-52,1.00086066572073,0.591,0.486,1.05002633172829e-47,5,5,FALSE,"NK","week12"
"HLA-C",2.52215263405707e-52,-0.583251805766051,0.794,0.948,1.58164191681719e-47,5,5,FALSE,"NK","week12"
"RNF213",5.66479929980154e-52,0.591670623397955,0.963,0.957,3.55239564090554e-47,5,5,FALSE,"NK","week12"
"ADAMTS3",5.11470870713234e-51,-8.78233321178086,0.065,0.216,3.20743383024269e-46,5,5,FALSE,"NK","week12"
"ERC2",2.42310771895376e-49,-5.07602197753398,0.02,0.115,1.5195308505559e-44,5,5,FALSE,"NK","week12"
