"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",7.75031716369917e-96,-3.05722016162255,0.056,0.398,4.86022389335575e-91,5,5,FALSE,"gdT","week12"
"SAMD4A",2.98191047408574e-53,5.87801518759645,0.179,0.013,1.86995605829917e-48,3,5,FALSE,"gdT","week12"
"UTY",2.8466867573152e-47,0.870078447377851,0.738,0.443,1.78515726551236e-42,5,5,FALSE,"gdT","week12"
"ENSG00000260990",2.08950753990383e-45,7.84865530389283,0.133,0.001,1.31033017827369e-40,1,1,TRUE,"gdT","week12"
"ENSG00000283982",1.11618681896162e-41,-6.55615617394547,0.006,0.15,6.9996075417083e-37,3,2,FALSE,"gdT","week12"
"CDH12",4.76458456428472e-41,3.74112943972641,0.179,0.026,2.98787098026295e-36,5,5,FALSE,"gdT","week12"
"ENSG00000287596",2.89410769851436e-40,-7.5127027138616,0.001,0.132,1.81489493773835e-35,1,4,TRUE,"gdT","week12"
"CYP2C23P",1.16255660004075e-39,-7.94570286342253,0.002,0.136,7.29039243885556e-35,1,4,TRUE,"gdT","week12"
"USP9Y",2.0063324216872e-39,0.946163527950483,0.64,0.384,1.25817106164004e-34,5,5,FALSE,"gdT","week12"
"PARP14",9.32918110541153e-39,0.837433167852799,0.772,0.684,5.85032947120357e-34,5,5,FALSE,"gdT","week12"
"PRKY",3.39013562368172e-38,0.882641494987533,0.691,0.434,2.12595404961081e-33,5,5,FALSE,"gdT","week12"
"HLA-H",4.46448010561776e-37,1.44442020563635,0.368,0.181,2.7996754742329e-32,5,5,FALSE,"gdT","week12"
"GRIK4",1.27189642751111e-32,-5.61059300137528,0.011,0.142,7.97606249692217e-28,4,4,FALSE,"gdT","week12"
"EFCAB10",1.63532382863966e-31,-4.46173011069586,0.014,0.144,1.02551157293993e-26,3,5,FALSE,"gdT","week12"
"RNU4ATAC",3.05978564426784e-30,4.22756151288372,0.122,0.007,1.91879157752036e-25,4,4,FALSE,"gdT","week12"
"CCDC144A",4.17787146117143e-30,3.65705956353758,0.14,0.014,2.6199431933006e-25,4,5,FALSE,"gdT","week12"
"RBFOX1",9.62485806995194e-30,-2.5939158993357,0.095,0.27,6.03574849566686e-25,5,5,FALSE,"gdT","week12"
"GRM7",1.54396655942438e-29,6.05018599501916,0.123,0.016,9.68221429415026e-25,4,5,FALSE,"gdT","week12"
"RNF217",3.83300560986692e-29,-5.64598517310038,0.006,0.113,2.40367781794755e-24,3,4,FALSE,"gdT","week12"
"ERC2",5.08332159653516e-28,-4.55172357521804,0.027,0.124,3.1877509731872e-23,5,5,FALSE,"gdT","week12"
"ZNF335",8.05655140890431e-28,1.58318753191574,0.368,0.284,5.0522633885239e-23,5,5,FALSE,"gdT","week12"
"ENSG00000267320",3.10808298343046e-27,-3.9015309265997,0.015,0.128,1.94907883890924e-22,4,5,FALSE,"gdT","week12"
"STAT1",1.35468546746439e-26,0.811622088423517,0.676,0.6,8.49523256646917e-22,5,5,FALSE,"gdT","week12"
"ENSG00000250137",1.58020991153573e-26,4.31487892743393,0.1,0.006,9.90949635524059e-22,2,4,FALSE,"gdT","week12"
"PCDH7",3.8036217327168e-26,4.3078692325184,0.107,0.007,2.38525118858671e-21,1,4,TRUE,"gdT","week12"
"XAF1",1.7530348585608e-25,1.0340752216023,0.534,0.406,1.09932815980348e-20,5,5,FALSE,"gdT","week12"
"MALAT1",2.126171358791e-25,-0.163025798810693,1,1,1.33332205909784e-20,5,5,FALSE,"gdT","week12"
"SAMD9L",4.89725041549885e-25,1.04911719798494,0.551,0.416,3.07106573555933e-20,5,5,FALSE,"gdT","week12"
"HLA-C",1.29951232878249e-24,-0.670335902973359,0.746,0.892,8.149241813795e-20,5,5,FALSE,"gdT","week12"
"CCDC144BP",1.94581314271177e-24,1.90916379059106,0.225,0.124,1.22021942179455e-19,5,5,FALSE,"gdT","week12"
"ENSG00000274767",3.23729953019676e-23,-1.19616524765352,0.132,0.31,2.03011053538639e-18,5,5,FALSE,"gdT","week12"
"MT-ND5",9.93423818389645e-23,0.363274346481245,0.799,0.841,6.22976076512146e-18,5,5,FALSE,"gdT","week12"
"ENSG00000282218",1.02695423955884e-22,3.69719668172874,0.109,0.012,6.44003003627345e-18,4,4,FALSE,"gdT","week12"
"FAM210A",1.29530767560928e-22,-1.97977704142365,0.133,0.298,8.12287443374581e-18,5,5,FALSE,"gdT","week12"
"MX2",2.55189867817852e-21,1.26499693070584,0.374,0.263,1.60029566108575e-16,5,5,FALSE,"gdT","week12"
"RNF149",1.17313955534613e-20,0.589395970752363,0.69,0.683,7.35675815157555e-16,5,5,FALSE,"gdT","week12"
"MT-CO1",2.50771190268633e-20,0.274397830392148,0.721,0.753,1.5725861341746e-15,5,5,FALSE,"gdT","week12"
"DDX60L",4.93894346524153e-20,0.859028838101599,0.495,0.381,3.09721144705296e-15,5,5,FALSE,"gdT","week12"
