"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"LINC02934",0,7.45474247999138,0.23,0.016,0,5,4,FALSE,"B","week44"
"ZFPM2",0,-5.29054227383247,0.041,0.179,0,6,4,FALSE,"B","week44"
"SMOC2",1.83194482622109e-300,-6.21417106447084,0.005,0.139,1.14881260052325e-295,6,4,FALSE,"B","week44"
"LRRC52-AS1",7.63488687169035e-300,10.5187898139907,0.137,0.002,4.78783755723702e-295,3,4,FALSE,"B","week44"
"HFM1",8.33002287095868e-290,-2.96754464965087,0.064,0.24,5.22375734237819e-285,6,4,FALSE,"B","week44"
"IL12RB2",4.03307793493057e-287,-3.84273647209226,0.029,0.182,2.52914317299496e-282,6,4,FALSE,"B","week44"
"IFI44L",2.01172976622372e-283,1.48217414130733,0.669,0.377,1.2615557363989e-278,6,4,FALSE,"B","week44"
"SLC30A10",2.38887020204646e-283,4.6912660069806,0.238,0.029,1.49806050370333e-278,6,4,FALSE,"B","week44"
"CNTNAP5",1.24979045577031e-277,4.84201393534326,0.241,0.035,7.83743594813561e-273,5,4,FALSE,"B","week44"
"PCLO",1.64574028213161e-271,-5.68154062561186,0.01,0.142,1.03204373092473e-266,5,4,FALSE,"B","week44"
"ENSG00000233005",1.88945070470559e-254,5.11841651688011,0.195,0.011,1.18487453692088e-249,6,4,FALSE,"B","week44"
"B4GALNT3",1.7494586757719e-218,-4.44616333934394,0.008,0.114,1.09708553557656e-213,5,4,FALSE,"B","week44"
"ADAMTS17",2.83335148306719e-218,-4.0704209917762,0.017,0.133,1.77679471503143e-213,6,4,FALSE,"B","week44"
"APAF1",2.1870526956796e-214,3.47773313739472,0.313,0.164,1.37150074546068e-209,6,4,FALSE,"B","week44"
"XAF1",5.82622161365423e-198,1.12531730376524,0.651,0.395,3.65362357392257e-193,6,4,FALSE,"B","week44"
"AFAP1",1.07153493392492e-193,4.5701019006054,0.155,0.008,6.7195955706432e-189,6,4,FALSE,"B","week44"
"TEX53",3.45152969779255e-189,6.15755977330071,0.13,0.002,2.16445427348571e-184,3,4,FALSE,"B","week44"
"MX1",5.66637979157198e-186,1.44319171690172,0.518,0.234,3.55338676729479e-181,6,4,FALSE,"B","week44"
"LINC01091",2.87856423782648e-184,-5.62819615396185,0.012,0.135,1.80514763354099e-179,5,4,FALSE,"B","week44"
"MIR4300HG",8.25756418119704e-181,3.99587098791181,0.159,0.011,5.17831849802867e-176,6,4,FALSE,"B","week44"
"SLFN5",4.94299884583504e-176,1.57593507667246,0.438,0.169,3.09975457622315e-171,6,4,FALSE,"B","week44"
"LINC00845",1.92600738887806e-168,5.10759377200971,0.137,0.006,1.20779923356543e-163,5,4,FALSE,"B","week44"
"ENSG00000225689",7.56968513227482e-168,3.9152714110321,0.177,0.021,4.74694954644954e-163,6,4,FALSE,"B","week44"
"CCDC153",1.72316836582408e-154,5.77690529395006,0.11,0.002,1.08059888220828e-149,5,4,FALSE,"B","week44"
"IFI44",1.00962037275287e-151,1.33558744093313,0.429,0.178,6.33132935753326e-147,6,4,FALSE,"B","week44"
"DDX60",5.37538431579663e-147,1.38591857376011,0.449,0.207,3.37090350443607e-142,6,4,FALSE,"B","week44"
"EPSTI1",1.28554205676809e-144,0.578254640036268,0.891,0.777,8.0616342379927e-140,6,4,FALSE,"B","week44"
"HRH1",4.66867644829224e-143,-5.56071897491413,0.006,0.1,2.92772700072406e-138,5,4,FALSE,"B","week44"
"SAMD9L",3.82446413388591e-142,0.872111869047591,0.75,0.581,2.39832145835985e-137,6,4,FALSE,"B","week44"
"GOLGA1",2.86128410297213e-136,-1.26590498339071,0.31,0.361,1.79431126097382e-131,6,4,FALSE,"B","week44"
"PLCH1",3.54019926012989e-133,-4.58295115480134,0.012,0.108,2.22005895602745e-128,5,4,FALSE,"B","week44"
"NLGN1",7.25783785583389e-132,-4.56639551147566,0.017,0.111,4.55139011939343e-127,6,4,FALSE,"B","week44"
"CDH4",7.03515261412457e-129,-2.98257873621982,0.023,0.101,4.41174420431752e-124,6,4,FALSE,"B","week44"
"EPN2",1.11369887396207e-121,-2.19816233272268,0.083,0.188,6.98400563861616e-117,6,4,FALSE,"B","week44"
"MT-ND4",3.11960802853717e-120,-0.59414375953299,0.695,0.743,1.95630619469566e-115,6,4,FALSE,"B","week44"
"RNF213",1.63395566478095e-117,0.571077159292053,0.935,0.876,1.02465359738414e-112,6,4,FALSE,"B","week44"
"EIF2AK2",1.81902478911774e-116,0.890718118378643,0.63,0.419,1.14071044525573e-111,6,4,FALSE,"B","week44"
"IFIT3",1.09686516850811e-111,1.40122417634741,0.302,0.108,6.87844147171438e-107,6,4,FALSE,"B","week44"
"RMRP",2.95935829833954e-111,-2.49494710608985,0.04,0.113,1.85581358888872e-106,6,4,FALSE,"B","week44"
"RPS6",4.31852636436327e-110,-0.625479188023785,0.693,0.747,2.70814788309221e-105,6,4,FALSE,"B","week44"
"PARP14",1.56903176119882e-106,0.408117350299256,0.977,0.949,9.83939817447781e-102,6,4,FALSE,"B","week44"
"HERC6",5.24982566039216e-102,1.36498591052384,0.339,0.144,3.29216567163193e-97,6,4,FALSE,"B","week44"
"RNU4-2",4.94892528531878e-101,-0.236610019095291,0.727,0.52,3.1034710464234e-96,6,4,FALSE,"B","week44"
"RSAD2",1.40792281834302e-98,1.65045419683463,0.217,0.062,8.82908399382905e-94,6,4,FALSE,"B","week44"
"LINC00278",3.63720256485534e-98,1.24203667065656,0.34,0.142,2.28088972842078e-93,6,4,FALSE,"B","week44"
"EEF1A1",1.04285772586941e-97,-0.486658640042047,0.803,0.816,6.53976079892709e-93,6,4,FALSE,"B","week44"
"CCSER1",4.03260682094228e-97,0.677041691478133,0.781,0.639,2.5288477374129e-92,6,4,FALSE,"B","week44"
"MT-ATP6",1.01770212616478e-94,-0.751625870963336,0.391,0.48,6.38201003317936e-90,6,4,FALSE,"B","week44"
"PLCB1",1.51487823768725e-92,-1.13581115693234,0.147,0.248,9.49980142853676e-88,6,4,FALSE,"B","week44"
"DDX60L",1.62443302245944e-91,1.02184635857313,0.517,0.328,1.01868194838431e-86,6,4,FALSE,"B","week44"
"INKA2",9.77150828544872e-91,-2.15627105520908,0.055,0.135,6.12771284580489e-86,6,4,FALSE,"B","week44"
"RORA",4.05458669612144e-88,1.73697622368922,0.215,0.066,2.54263131713775e-83,6,4,FALSE,"B","week44"
"ADARB2",4.27021379652132e-88,1.60830554701308,0.19,0.071,2.67785107179852e-83,6,4,FALSE,"B","week44"
"YRDC",6.17027861776614e-88,2.13026265602956,0.145,0.028,3.86938172120114e-83,6,4,FALSE,"B","week44"
"ADAM28",1.24373577006653e-87,0.502349649403506,0.794,0.7,7.79946701408721e-83,6,4,FALSE,"B","week44"
"MT-RNR1",5.70077838916164e-85,0.500843614594776,0.993,0.997,3.57495812784326e-80,6,4,FALSE,"B","week44"
"STAT1",3.30385098396743e-84,0.470820678993892,0.85,0.717,2.07184495204598e-79,6,4,FALSE,"B","week44"
"NRIR",3.31106699307865e-84,1.74846061664777,0.155,0.036,2.07637011135962e-79,6,4,FALSE,"B","week44"
"RPL4",5.29968739014971e-83,-0.573886848623453,0.445,0.498,3.32343396236288e-78,6,4,FALSE,"B","week44"
"MX2",5.52027870091448e-82,1.08682871909587,0.439,0.26,3.46176677334347e-77,6,4,FALSE,"B","week44"
"HERC5",2.32548103873726e-80,1.20970356024975,0.287,0.126,1.45830915939214e-75,6,4,FALSE,"B","week44"
"KPNB1-DT",3.0922523982832e-79,-1.25553572058984,0.122,0.213,1.93915147896339e-74,6,4,FALSE,"B","week44"
"ZNF107",6.75666599200674e-79,0.639054110290053,0.682,0.494,4.23710524358743e-74,6,4,FALSE,"B","week44"
"CMPK2",1.30897704474601e-78,1.66503940185401,0.161,0.041,8.20859504760222e-74,6,4,FALSE,"B","week44"
"OAS2",4.10463989926877e-78,0.897513463326868,0.479,0.267,2.57401968083144e-73,6,4,FALSE,"B","week44"
"USP18",1.33552190309159e-77,1.8668139017291,0.15,0.037,8.37505785428737e-73,6,4,FALSE,"B","week44"
"TRIO",4.54089563198101e-77,-0.352109369207007,0.948,0.957,2.84759565081529e-72,6,4,FALSE,"B","week44"
"EXT1",7.54734652391745e-77,-0.850599836183696,0.143,0.239,4.73294100514863e-72,6,4,FALSE,"B","week44"
"PARP9",1.33943798076291e-76,0.705290824187846,0.625,0.427,8.39961557736421e-72,6,4,FALSE,"B","week44"
"OAS3",1.92380501506356e-75,1.19931798995581,0.324,0.14,1.20641812494636e-70,6,4,FALSE,"B","week44"
"RPS27A",3.94247280914764e-75,-0.933168440455969,0.258,0.35,2.47232469861648e-70,6,4,FALSE,"B","week44"
"LINC02018",1.32331843922661e-74,2.57507635690002,0.12,0.048,8.29852993239009e-70,6,4,FALSE,"B","week44"
"RPL13A",9.88279894967486e-74,-0.587614323547113,0.525,0.581,6.1975032213411e-69,6,4,FALSE,"B","week44"
