"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",4.07867367856855e-151,-2.4704172185897,0.1,0.495,2.55773626383034e-146,5,4,FALSE,"NK","week44"
"UTY",4.99795101138336e-140,1.40317510796735,0.786,0.304,3.1342150792385e-135,5,4,FALSE,"NK","week44"
"RNU4-2",7.98625380391418e-132,1.89848687631452,0.836,0.427,5.00817976043458e-127,6,4,FALSE,"NK","week44"
"PARP14",1.45684282187199e-125,1.13854176589164,0.944,0.763,9.13586133595926e-121,6,4,FALSE,"NK","week44"
"LINC02934",4.03248921721759e-115,7.54992374378548,0.283,0.016,2.52877398811715e-110,4,4,FALSE,"NK","week44"
"PRKY",9.38041074170598e-108,1.26846106349153,0.736,0.295,5.88245557612382e-103,6,4,FALSE,"NK","week44"
"LINC00871",1.69301878503549e-103,-6.21799477889826,0.017,0.198,1.06169208009575e-98,5,3,FALSE,"NK","week44"
"IFI44L",4.03078265444645e-98,1.83970894037595,0.684,0.337,2.52770380260337e-93,6,4,FALSE,"NK","week44"
"BDNF-AS",2.86764074819699e-90,-4.38114620556907,0.037,0.212,1.79829751319433e-85,5,4,FALSE,"NK","week44"
"ENSG00000253452",1.08047535226112e-88,-4.98130855013542,0.023,0.18,6.77566093402951e-84,5,4,FALSE,"NK","week44"
"CNTNAP5",7.54547814666394e-84,4.7094423657533,0.293,0.042,4.73176934577295e-79,6,4,FALSE,"NK","week44"
"USP9Y",3.92722412654343e-83,1.12740918396997,0.66,0.261,2.46276224975538e-78,5,4,FALSE,"NK","week44"
"SLC30A10",2.09955902027186e-81,4.39084453038073,0.281,0.043,1.31663346161248e-76,5,4,FALSE,"NK","week44"
"ZNF805",1.21020701515742e-72,-2.85304257950363,0.129,0.243,7.58920819205217e-68,6,4,FALSE,"NK","week44"
"XAF1",4.5854726260863e-72,0.973725270761569,0.854,0.617,2.87554988381872e-67,6,4,FALSE,"NK","week44"
"ENSG00000233005",5.42746962648282e-69,3.83473237310056,0.225,0.014,3.40356620276738e-64,4,4,FALSE,"NK","week44"
"ENSG00000289228",6.15726615380302e-67,-4.64384856524394,0.014,0.149,3.86122160504987e-62,5,2,FALSE,"NK","week44"
"PPP1R42",2.57562068751332e-62,-4.53855969886315,0.018,0.146,1.6151717331396e-57,5,4,FALSE,"NK","week44"
"CYP1B1-AS1",2.23754378730713e-61,-4.44491520257646,0.023,0.165,1.4031637090203e-56,4,4,FALSE,"NK","week44"
"LINC00278",1.65671130443843e-56,1.62387075981431,0.423,0.142,1.03892365901334e-51,4,4,FALSE,"NK","week44"
"SLC25A21",8.26567284582299e-56,-3.81137740510182,0.036,0.168,5.18340344161559e-51,4,3,FALSE,"NK","week44"
"MX2",1.16275941785325e-54,1.49820019733864,0.548,0.258,7.29166430935771e-50,6,4,FALSE,"NK","week44"
"JDP2",4.39113581333061e-54,7.23519765751477,0.112,0.001,2.75368126853962e-49,3,1,TRUE,"NK","week44"
"EPSTI1",1.01453514745065e-51,0.992154002378275,0.791,0.539,6.36214990966305e-47,6,4,FALSE,"NK","week44"
"HERC6",1.03311876246747e-51,1.40864384526403,0.557,0.27,6.4786877594335e-47,6,4,FALSE,"NK","week44"
"OLFM2",1.45447510237317e-51,-4.39009804133084,0.01,0.114,9.12101336698214e-47,5,3,FALSE,"NK","week44"
"ARHGEF7",1.49479224062302e-51,-1.19685564357227,0.699,0.653,9.37384214094696e-47,6,4,FALSE,"NK","week44"
"TEX53",1.55244860905022e-51,5.95798844780155,0.142,0.002,9.73540522735395e-47,1,2,TRUE,"NK","week44"
"LINC00845",2.57751610657912e-51,7.03716961198315,0.152,0.002,1.61636035043577e-46,4,2,FALSE,"NK","week44"
"OXR1",4.1161716357573e-51,6.79218937752955,0.504,0.348,2.58125123278341e-46,6,4,FALSE,"NK","week44"
"ENSG00000251652",1.38118988446997e-49,-2.41601027458545,0.069,0.207,8.66144176551116e-45,4,4,FALSE,"NK","week44"
"HFM1",1.36759768661707e-48,-2.21605848089492,0.066,0.171,8.57620509277563e-44,6,4,FALSE,"NK","week44"
"MX1",1.19281367262177e-47,1.3052334868448,0.592,0.299,7.48013454101109e-43,6,4,FALSE,"NK","week44"
"PARP9",1.25450051091387e-47,1.0465783670078,0.646,0.358,7.86697270394089e-43,6,4,FALSE,"NK","week44"
"MIR4300HG",7.77180384686994e-47,3.53432207285698,0.166,0.012,4.87369819237214e-42,5,4,FALSE,"NK","week44"
"KIAA0586",9.3364858022508e-47,-1.21355120154726,0.387,0.451,5.85491024659148e-42,6,4,FALSE,"NK","week44"
"PLPPR5-AS1",3.07481511653298e-46,-4.40440345320194,0.01,0.103,1.92821655957783e-41,4,4,FALSE,"NK","week44"
"OAS3",4.91127296688748e-46,1.55017741729298,0.477,0.194,3.07985927753514e-41,6,4,FALSE,"NK","week44"
"SAMD9L",1.31155831921752e-45,0.999075946754812,0.809,0.606,8.2247822198131e-41,6,4,FALSE,"NK","week44"
"RNF213",1.22532297924243e-44,0.533525163854954,0.986,0.948,7.68400040282929e-40,6,4,FALSE,"NK","week44"
"DHRS3",1.47857326750877e-44,-1.12934966272906,0.271,0.442,9.27213296054747e-40,6,4,FALSE,"NK","week44"
"EIF2AK2",2.02959972358637e-44,1.01418053303158,0.717,0.443,1.27276198666101e-39,6,4,FALSE,"NK","week44"
"IFI44",1.07020745438264e-42,1.16594011161644,0.564,0.286,6.71127094643351e-38,5,4,FALSE,"NK","week44"
"ST8SIA1",1.14633946311001e-42,2.35715180262717,0.262,0.075,7.18869477316288e-38,6,4,FALSE,"NK","week44"
"ENSG00000232855",5.652935646631e-42,1.17966286101657,0.617,0.377,3.5449559440023e-37,6,4,FALSE,"NK","week44"
"DDX3Y",5.74571100505206e-42,1.56145362495427,0.36,0.107,3.60313537126814e-37,4,4,FALSE,"NK","week44"
"HERC5",2.79905931701286e-41,1.24503105004776,0.391,0.146,1.75529009769876e-36,6,4,FALSE,"NK","week44"
"RNU4-1",3.60307151414655e-41,2.11786203731577,0.314,0.083,2.2594861465213e-36,6,4,FALSE,"NK","week44"
"LINC01091",6.63243920092084e-41,-5.58362339393714,0.012,0.103,4.15920262289746e-36,5,4,FALSE,"NK","week44"
"RSAD2",7.27713780731902e-41,1.45847020364309,0.368,0.133,4.56349311896976e-36,6,4,FALSE,"NK","week44"
"STAT1",1.6216476611936e-40,0.736601554014656,0.867,0.682,1.01693524833451e-35,6,4,FALSE,"NK","week44"
"DDX60L",2.0682160399394e-40,1.10186622505462,0.675,0.421,1.296978278646e-35,6,4,FALSE,"NK","week44"
"ENSG00000225689",1.16858101032587e-39,3.87281938408583,0.186,0.026,7.3281715157535e-35,5,4,FALSE,"NK","week44"
"IFIT1",4.55885875857942e-39,2.18530935528617,0.188,0.03,2.85886032750516e-34,4,4,FALSE,"NK","week44"
"CCDC153",9.98519780939825e-39,4.37479304229892,0.12,0.004,6.26171754627364e-34,3,3,FALSE,"NK","week44"
"OAS1",2.24849284970142e-38,1.73412571630475,0.314,0.101,1.41002986604776e-33,5,4,FALSE,"NK","week44"
"EPN2",5.88012003565538e-38,-2.32383018749323,0.068,0.156,3.68742327435949e-33,5,4,FALSE,"NK","week44"
"OAS2",5.94197394057762e-38,1.15813030304404,0.567,0.291,3.72621185813622e-33,6,4,FALSE,"NK","week44"
"SMCHD1",5.09485351578665e-37,0.521979642785511,0.951,0.878,3.19498263974981e-32,6,4,FALSE,"NK","week44"
"ZBTB20",7.29361442173962e-37,-0.418107375406978,0.956,0.963,4.57382560387291e-32,6,4,FALSE,"NK","week44"
"CD38",1.00901386819498e-35,0.660659253217474,0.858,0.655,6.32752596745069e-31,6,4,FALSE,"NK","week44"
"KDM5D",5.44676595580274e-35,1.48673777562345,0.291,0.084,3.4156669308839e-30,5,2,FALSE,"NK","week44"
"DDX60",6.04102470851396e-35,0.889139613018361,0.662,0.42,3.78832659470911e-30,6,4,FALSE,"NK","week44"
"H4C8",1.50291355798603e-34,2.88192263693149,0.163,0.042,9.42477092213039e-30,5,4,FALSE,"NK","week44"
"MIR181A2HG",1.66519140382893e-33,-1.36521394557284,0.172,0.333,1.04424152934112e-28,6,4,FALSE,"NK","week44"
"PLCB1",2.73212451953995e-33,-0.929470700432892,0.354,0.485,1.7133152862035e-28,6,4,FALSE,"NK","week44"
"AFAP1",3.2924606430558e-33,1.5863039862589,0.25,0.074,2.06470206926029e-28,6,4,FALSE,"NK","week44"
"RIMS1",3.67916131584156e-32,-3.60937018939596,0.017,0.101,2.30720206116424e-27,4,4,FALSE,"NK","week44"
"SMAD3",2.3810793147061e-31,-0.461372537979341,0.738,0.803,1.49317483825219e-26,6,4,FALSE,"NK","week44"
"IFI6",3.03817061077892e-31,1.61937206674662,0.271,0.084,1.90523679001946e-26,6,4,FALSE,"NK","week44"
"ENSG00000228334",2.28397115641755e-30,1.46170016153136,0.327,0.128,1.43227831218944e-25,5,4,FALSE,"NK","week44"
"TRAF1",2.94965730758423e-30,-0.701538991594209,0.505,0.583,1.84973009758607e-25,6,4,FALSE,"NK","week44"
"C19orf12",3.99307222441534e-30,-1.28689180599837,0.219,0.265,2.50405559193086e-25,6,4,FALSE,"NK","week44"
"RPS4Y1",8.07079914537772e-30,1.38369556274377,0.344,0.118,5.06119814406637e-25,5,3,FALSE,"NK","week44"
"IFIT3",1.06941967170776e-29,1.27211176738066,0.302,0.111,6.70633076127935e-25,6,4,FALSE,"NK","week44"
"GPM6A",5.9660023316134e-29,3.57663339095768,0.105,0.008,3.74128006215477e-24,4,3,FALSE,"NK","week44"
"LINC01128",2.92560609480099e-28,-2.27615623149306,0.081,0.162,1.8346475820497e-23,6,4,FALSE,"NK","week44"
"RPS6",3.95128488379945e-28,-0.609296975940509,0.544,0.579,2.47785075063063e-23,6,4,FALSE,"NK","week44"
"CSMD1",8.78805554312749e-28,2.52703663529816,0.138,0.035,5.51098963109525e-23,5,4,FALSE,"NK","week44"
"RPS3",2.70725190278991e-27,-0.83762195551921,0.349,0.426,1.69771766823955e-22,6,4,FALSE,"NK","week44"
"NR3C1",1.55582433531806e-26,-0.344866658927862,0.961,0.966,9.75657440677953e-22,6,4,FALSE,"NK","week44"
"TRIM22",4.40778473948043e-26,0.685929098000389,0.731,0.531,2.76412181012818e-21,6,4,FALSE,"NK","week44"
"MCOLN2",5.25568708805184e-26,1.06870979548212,0.403,0.215,3.29584137291731e-21,6,4,FALSE,"NK","week44"
"ISG20",1.00948695626737e-25,1.04440093866705,0.432,0.208,6.33049270275268e-21,6,4,FALSE,"NK","week44"
"PLSCR1",1.66428786190421e-25,0.888484121531027,0.607,0.379,1.04367491820013e-20,6,4,FALSE,"NK","week44"
"YRDC",1.47780002032641e-24,2.13745740598568,0.151,0.028,9.26728392746692e-20,5,4,FALSE,"NK","week44"
"CMPK2",1.50338417628303e-24,1.63168125961938,0.212,0.061,9.42772216947091e-20,5,4,FALSE,"NK","week44"
"IRF9",1.7081863818666e-24,0.796990114571872,0.5,0.261,1.07120368006855e-19,6,4,FALSE,"NK","week44"
"HLA-H",1.76734832683315e-24,1.04541055143547,0.348,0.203,1.10830413575707e-19,6,4,FALSE,"NK","week44"
"TXK",5.43869887558303e-24,-0.813790233299787,0.43,0.513,3.41060806487812e-19,6,4,FALSE,"NK","week44"
"ZFY",8.93645013346097e-24,1.38003019993113,0.271,0.092,5.60404787869337e-19,6,3,FALSE,"NK","week44"
"USP18",1.44473500076516e-23,1.52489172229731,0.223,0.072,9.05993318979832e-19,5,4,FALSE,"NK","week44"
"TIAM1",4.97209573564047e-23,-0.388680600332979,0.146,0.227,3.11800123582014e-18,6,4,FALSE,"NK","week44"
"TGFBR3",5.65703309306028e-23,-0.646056535387493,0.803,0.854,3.5475254526581e-18,6,4,FALSE,"NK","week44"
"UBB",4.43915800797867e-22,-0.731544360155289,0.337,0.365,2.78379598680342e-17,6,4,FALSE,"NK","week44"
"HDAC4",5.6824721524523e-22,0.494729794352654,0.818,0.657,3.56347828680284e-17,6,4,FALSE,"NK","week44"
"PARP12",6.57216627059412e-22,0.764632624858582,0.616,0.394,4.12140546828958e-17,6,4,FALSE,"NK","week44"
"NBPF26",1.79465243012954e-21,-1.73602531314657,0.071,0.137,1.12542653893423e-16,6,4,FALSE,"NK","week44"
"MT-ND4",2.95681296593655e-21,-0.506938276395816,0.564,0.581,1.85421741093881e-16,6,4,FALSE,"NK","week44"
"HELZ2",4.97271648140065e-21,1.05949768513104,0.32,0.141,3.11839050548635e-16,6,4,FALSE,"NK","week44"
"MT-CYB",5.89390024477304e-21,-0.716498320850416,0.311,0.362,3.69606484349718e-16,6,4,FALSE,"NK","week44"
"SAMD9",6.52714497831084e-21,0.663644138941824,0.714,0.525,4.09317261589873e-16,6,4,FALSE,"NK","week44"
"L3MBTL4",6.67659312027911e-21,-0.644977681408577,0.299,0.4,4.18689154572703e-16,6,4,FALSE,"NK","week44"
"LINC02390",1.08343359836072e-20,1.79290243754347,0.17,0.042,6.7942120953201e-16,6,4,FALSE,"NK","week44"
"KDM5B",1.09073368594234e-20,-0.545959850150398,0.534,0.578,6.83999094454442e-16,6,4,FALSE,"NK","week44"
"CD44",1.48073030904531e-20,-0.295474092985573,0.823,0.847,9.28565976802314e-16,6,4,FALSE,"NK","week44"
"MIR3667HG",2.5490487533654e-20,-0.521456974172981,0.526,0.619,1.59850847323544e-15,6,4,FALSE,"NK","week44"
"NKG7",3.73495240476128e-20,-0.963436095942759,0.258,0.36,2.3421886530258e-15,6,4,FALSE,"NK","week44"
"DTX3L",3.96957912725528e-20,0.897729779206948,0.464,0.239,2.48932307070178e-15,6,4,FALSE,"NK","week44"
"IFIT2",8.26438491265662e-20,0.964888662906725,0.21,0.081,5.18259577872696e-15,6,4,FALSE,"NK","week44"
"KIF13A",1.96854490129586e-19,-0.929319746730613,0.163,0.233,1.23447450760264e-14,6,4,FALSE,"NK","week44"
"AKT3",3.402715903638e-19,-0.354883035645085,0.705,0.768,2.13384314317139e-14,6,4,FALSE,"NK","week44"
"RPS4X",4.50225561421837e-19,-0.76848563517401,0.248,0.293,2.82336449567634e-14,6,4,FALSE,"NK","week44"
"MT-CO1",4.5765392454996e-19,-0.355569559021583,0.752,0.738,2.8699477608528e-14,6,4,FALSE,"NK","week44"
"GTPBP1",4.63782752353006e-19,0.653761149377879,0.583,0.351,2.9083816400057e-14,6,4,FALSE,"NK","week44"
"ENSG00000256199",5.00396483702713e-19,-1.59221358801125,0.066,0.119,3.13798634929971e-14,5,4,FALSE,"NK","week44"
"VIM",5.07795244475954e-19,-0.724451075664356,0.294,0.345,3.18438397810871e-14,6,4,FALSE,"NK","week44"
"STAT2",5.15414973780792e-19,0.873994856312263,0.501,0.308,3.23216730057934e-14,6,4,FALSE,"NK","week44"
"RPS27A",5.96418114223414e-19,-0.970171984010123,0.184,0.244,3.74013799429503e-14,6,4,FALSE,"NK","week44"
"HIPK2",8.79405742774609e-19,-0.428792181356967,0.74,0.773,5.51475341293958e-14,6,4,FALSE,"NK","week44"
"ADAR",9.13127908349379e-19,0.492445461743904,0.832,0.684,5.72622511325895e-14,6,4,FALSE,"NK","week44"
"XRN1",1.99138228236651e-18,0.344806835015169,0.925,0.844,1.24879582927204e-13,6,4,FALSE,"NK","week44"
"IGF1R",2.21485428325278e-18,-0.510408159428084,0.475,0.498,1.38893512102782e-13,6,4,FALSE,"NK","week44"
"PLCG2",3.90534258079647e-18,0.495005125982082,0.855,0.775,2.44904033241747e-13,6,4,FALSE,"NK","week44"
"KPNB1-DT",7.10742342637775e-18,-1.28946125195847,0.098,0.172,4.45706523068149e-13,6,4,FALSE,"NK","week44"
"PRKCA",8.40931396466309e-18,-0.645371050304003,0.435,0.487,5.27348078724023e-13,6,4,FALSE,"NK","week44"
"ITGA1",1.00422123842028e-17,-0.518649171533148,0.478,0.52,6.29747138613355e-13,6,4,FALSE,"NK","week44"
"PFN1",1.02043397424647e-17,-0.628649200980778,0.366,0.412,6.39914145249964e-13,6,4,FALSE,"NK","week44"
"STEAP1B",1.1702415937225e-17,-0.481752128370203,0.541,0.532,7.33858503423379e-13,6,4,FALSE,"NK","week44"
"GNLY",1.23547979795588e-17,-0.360384490874041,0.85,0.908,7.7476938129813e-13,6,4,FALSE,"NK","week44"
"MT-RNR1",1.67334998598337e-17,0.511548701384608,0.994,1,1.04935777621017e-12,6,4,FALSE,"NK","week44"
"PIK3R1",1.77268148373391e-17,0.423476972799553,0.911,0.826,1.11164855844954e-12,6,4,FALSE,"NK","week44"
"PPM1L",2.07556336316192e-17,-0.86365434868093,0.264,0.366,1.30158578503884e-12,6,4,FALSE,"NK","week44"
"LINC00623",2.60142077574419e-17,-0.689907179430411,0.327,0.361,1.63135096846918e-12,6,4,FALSE,"NK","week44"
"SP100",6.86553556626364e-17,0.295421404920623,0.958,0.919,4.30537735360393e-12,6,4,FALSE,"NK","week44"
"ATP9A",8.89371326907437e-17,1.05007236193082,0.198,0.077,5.57724759103654e-12,6,4,FALSE,"NK","week44"
"TAP2",9.92132355107786e-17,0.602681518761834,0.592,0.383,6.22166199888093e-12,6,4,FALSE,"NK","week44"
"LY6E",1.21173274690462e-16,1.20417957393982,0.234,0.092,7.5987760558389e-12,5,4,FALSE,"NK","week44"
"DTHD1",1.61650774117917e-16,-0.650961995994336,0.511,0.629,1.01371200449346e-11,6,4,FALSE,"NK","week44"
"TSHZ2",1.70435745786367e-16,-1.97013131980177,0.05,0.113,1.06880256182631e-11,5,4,FALSE,"NK","week44"
"MT-ATP6",1.75202232579249e-16,-0.729741080450709,0.284,0.34,1.09869320050447e-11,6,4,FALSE,"NK","week44"
"RPS8",2.06629628841507e-16,-0.685077905598504,0.275,0.313,1.29577440246509e-11,5,4,FALSE,"NK","week44"
"DIP2A",2.62203791427261e-16,0.578347585254485,0.7,0.514,1.64427997604036e-11,6,4,FALSE,"NK","week44"
"IVNS1ABP",3.85804565109033e-16,-0.614502858545444,0.532,0.552,2.41938042779875e-11,6,4,FALSE,"NK","week44"
"ADGRG5",4.10055912340379e-16,-0.72616595430447,0.397,0.459,2.57146062628652e-11,6,4,FALSE,"NK","week44"
"HSH2D",4.14600698369064e-16,0.612287898181572,0.614,0.403,2.5999609794724e-11,6,4,FALSE,"NK","week44"
"B4GALNT1",4.35289097645486e-16,1.8980201593955,0.114,0.034,2.72969793133485e-11,5,4,FALSE,"NK","week44"
"L3MBTL3",4.53684838525259e-16,0.704659361353194,0.453,0.264,2.8450576223919e-11,6,4,FALSE,"NK","week44"
"TRIM25",9.68124373120092e-16,0.879072092314571,0.364,0.184,6.0711079438361e-11,6,4,FALSE,"NK","week44"
"LGALS9",1.09822105609889e-15,1.57383793527619,0.133,0.036,6.88694424279615e-11,5,4,FALSE,"NK","week44"
"RPL23",1.72371548018703e-15,-0.695068248768109,0.275,0.306,1.08094197762529e-10,6,4,FALSE,"NK","week44"
"ENSG00000290199",2.42061199604292e-15,-1.5880900525369,0.049,0.113,1.51796578271851e-10,6,4,FALSE,"NK","week44"
"ZBP1",2.66366237944226e-15,0.717979453439017,0.399,0.243,1.67038267814824e-10,6,4,FALSE,"NK","week44"
"KLF12",2.83036393523813e-15,-0.423481467334585,0.846,0.854,1.77492122378783e-10,6,4,FALSE,"NK","week44"
"WWC2",3.24703666584936e-15,-1.55694507431403,0.065,0.125,2.03621669315413e-10,6,4,FALSE,"NK","week44"
"LAP3",3.34273371173595e-15,0.843098112945406,0.349,0.167,2.09622831062961e-10,6,4,FALSE,"NK","week44"
"ZNF19",5.56544382341771e-15,1.6519849767104,0.11,0.026,3.49008982166525e-10,4,4,FALSE,"NK","week44"
"NUTM2B-AS1",6.59994208766739e-15,-0.430389374752451,0.558,0.552,4.13882368317622e-10,6,4,FALSE,"NK","week44"
"LRFN2",6.60958340634735e-15,-1.68820491049211,0.066,0.141,4.14486975412042e-10,6,4,FALSE,"NK","week44"
"MOV10",8.91105758159779e-15,0.757040354333287,0.415,0.225,5.58812420941997e-10,6,4,FALSE,"NK","week44"
"VPS37B",1.17745493204497e-14,0.569831896525976,0.667,0.502,7.38381987885402e-10,6,4,FALSE,"NK","week44"
