"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",3.24893609534605e-107,-3.41906117681567,0.051,0.518,2.03740782539151e-102,4,5,FALSE,"CD14_Mono_Infl","week44"
"DDX3Y",2.78899423353049e-74,1.99862891200677,0.641,0.186,1.74897828384697e-69,4,4,FALSE,"CD14_Mono_Infl","week44"
"UTY",2.32802552452178e-70,1.45653866794973,0.695,0.24,1.45990480642761e-65,5,5,FALSE,"CD14_Mono_Infl","week44"
"LINC02934",1.67614389443402e-63,6.30906137035168,0.292,0.036,1.05110983619958e-58,4,5,FALSE,"CD14_Mono_Infl","week44"
"ENSG00000233005",1.23861677401718e-54,5.30661389842074,0.258,0.012,7.76736578986171e-50,4,2,FALSE,"CD14_Mono_Infl","week44"
"MT-RNR1",5.85203238663081e-54,0.789494441826155,0.993,0.991,3.66980950965618e-49,5,5,FALSE,"CD14_Mono_Infl","week44"
"SLC30A10",8.72026333341757e-54,4.66646892647391,0.297,0.068,5.46847713638616e-49,4,5,FALSE,"CD14_Mono_Infl","week44"
"LINC00845",2.37067608918755e-51,5.68106065523064,0.227,0.005,1.48665097552951e-46,3,4,FALSE,"CD14_Mono_Infl","week44"
"ENSG00000225689",1.47223982418207e-46,4.48674258684407,0.266,0.036,9.23241593744577e-42,3,5,FALSE,"CD14_Mono_Infl","week44"
"TEX53",1.68893142738034e-43,5.98526318200936,0.187,0.003,1.05912889811021e-38,1,1,TRUE,"CD14_Mono_Infl","week44"
"CNTNAP5",4.97342432942818e-42,4.33295067359149,0.279,0.061,3.11883439698441e-37,4,5,FALSE,"CD14_Mono_Infl","week44"
"LRRC52-AS1",2.9111961262433e-41,-9.97544176961879,0.004,0.148,1.82561109076717e-36,1,3,TRUE,"CD14_Mono_Infl","week44"
"LEPROT",7.96903329988092e-38,2.13730674468216,0.352,0.083,4.99738078235533e-33,5,5,FALSE,"CD14_Mono_Infl","week44"
"RPS4Y1",1.38257329843909e-35,1.16928561738898,0.464,0.166,8.67011715451151e-31,5,4,FALSE,"CD14_Mono_Infl","week44"
"APAF1",6.85856442151893e-35,-4.5357247338259,0.148,0.232,4.30100574873452e-30,5,5,FALSE,"CD14_Mono_Infl","week44"
"AFAP1",4.89481512651425e-34,4.70469848993238,0.189,0.017,3.06953856583709e-29,3,5,FALSE,"CD14_Mono_Infl","week44"
"RNU4-1",1.2174125790358e-33,1.54643674961554,0.629,0.31,7.6343942831335e-29,5,5,FALSE,"CD14_Mono_Infl","week44"
"MIR4300HG",2.4070736422163e-33,4.31344071257682,0.193,0.019,1.50947588103384e-28,4,5,FALSE,"CD14_Mono_Infl","week44"
"PRRX2",3.89495773774363e-33,5.88913413943648,0.161,0.006,2.44252799733903e-28,4,4,FALSE,"CD14_Mono_Infl","week44"
"NLGN4X",3.60349961964897e-32,3.72111741749492,0.184,0.014,2.25975461148187e-27,4,4,FALSE,"CD14_Mono_Infl","week44"
"LEPR",1.03247092123068e-31,2.03882171145674,0.377,0.121,6.47462514703756e-27,5,5,FALSE,"CD14_Mono_Infl","week44"
"HFM1",4.46631920175302e-31,-2.35526305638967,0.134,0.291,2.80082877141932e-26,4,5,FALSE,"CD14_Mono_Infl","week44"
"PTPRK",5.03973785388737e-31,-3.64243085637063,0.044,0.201,3.16041960817277e-26,4,5,FALSE,"CD14_Mono_Infl","week44"
"PYY",9.36339916325572e-31,5.40137951451398,0.138,0.003,5.87178761527766e-26,2,2,FALSE,"CD14_Mono_Infl","week44"
"CCDC153",1.0583860283045e-30,4.99228574482964,0.152,0.006,6.6371387834975e-26,3,4,FALSE,"CD14_Mono_Infl","week44"
"ZFY",1.6399164554633e-30,1.87897405431817,0.334,0.092,1.02839160922103e-25,4,4,FALSE,"CD14_Mono_Infl","week44"
"WDR7",2.94669136506643e-29,1.79271872168176,0.477,0.326,1.84787015503316e-24,5,5,FALSE,"CD14_Mono_Infl","week44"
"NRP1",3.58841160210076e-29,-1.44451015029369,0.294,0.51,2.25029291567739e-24,5,5,FALSE,"CD14_Mono_Infl","week44"
"BANP",1.18257689305383e-28,-0.803842197004379,0.883,0.914,7.41593969634057e-24,5,5,FALSE,"CD14_Mono_Infl","week44"
"SLC39A8",9.5147554277386e-28,1.23724328173886,0.8,0.574,5.96670312873488e-23,5,5,FALSE,"CD14_Mono_Infl","week44"
"EPN2",1.55355753250436e-26,-5.88899044231597,0.019,0.139,9.74235928633487e-22,2,5,FALSE,"CD14_Mono_Infl","week44"
"TREML4",1.84193685654002e-26,-2.88232783364146,0.043,0.201,1.15507860273625e-21,3,4,FALSE,"CD14_Mono_Infl","week44"
"ENSG00000253452",2.82932042159145e-26,-4.63132488954039,0.042,0.165,1.77426683638e-21,4,5,FALSE,"CD14_Mono_Infl","week44"
"BDNF-AS",1.12214506676507e-25,-6.10699103625878,0.011,0.122,7.03697171368375e-21,3,5,FALSE,"CD14_Mono_Infl","week44"
"RNU4-2",8.8899723080169e-25,0.916990486292996,0.901,0.718,5.5749016343574e-20,5,5,FALSE,"CD14_Mono_Infl","week44"
"SLC25A21",2.64617661833332e-24,-4.75585842858986,0.021,0.151,1.65941735735683e-19,3,5,FALSE,"CD14_Mono_Infl","week44"
"ARHGEF7",9.90650599630264e-24,-1.87965336870273,0.481,0.512,6.21236991028139e-19,5,5,FALSE,"CD14_Mono_Infl","week44"
"KLF12",1.14900516487406e-23,-1.70857097143086,0.212,0.305,7.20541138892525e-19,5,5,FALSE,"CD14_Mono_Infl","week44"
"FOXP1",3.299301321803e-23,-0.775412195079941,0.766,0.769,2.06899185890266e-18,5,5,FALSE,"CD14_Mono_Infl","week44"
"KIAA0586",2.98132154749309e-22,-3.24665790963278,0.085,0.201,1.86958674243292e-17,3,5,FALSE,"CD14_Mono_Infl","week44"
"OXR1",5.13193081088822e-22,7.30252547033725,0.494,0.291,3.218233811508e-17,5,5,FALSE,"CD14_Mono_Infl","week44"
"DMXL2",7.70433613326727e-22,0.807284947091951,0.925,0.806,4.83138918917191e-17,5,5,FALSE,"CD14_Mono_Infl","week44"
"LINC00871",1.14245332076198e-21,-5.22410058270982,0.033,0.118,7.16432477449839e-17,4,5,FALSE,"CD14_Mono_Infl","week44"
"RPS6",1.78311378894179e-21,-1.04725290546475,0.439,0.519,1.1181906570454e-16,5,5,FALSE,"CD14_Mono_Infl","week44"
"HSP90AB1",3.43109326439423e-21,-0.721491469372426,0.728,0.805,2.15163858610162e-16,5,5,FALSE,"CD14_Mono_Infl","week44"
"HSP90B1",1.98443814089759e-20,-0.659504810521705,0.554,0.655,1.24444115815688e-15,5,5,FALSE,"CD14_Mono_Infl","week44"
"FLOT1",1.51813351740737e-19,-0.764954412811234,0.562,0.609,9.52021528766164e-15,5,5,FALSE,"CD14_Mono_Infl","week44"
"LINC02426",2.49172712957615e-19,-3.82728758512052,0.023,0.131,1.56256208295721e-14,4,5,FALSE,"CD14_Mono_Infl","week44"
"SLC25A37",4.04229113917943e-19,-0.730755814646606,0.573,0.699,2.53492077337942e-14,5,5,FALSE,"CD14_Mono_Infl","week44"
"LINC01091",8.93321449885486e-19,-5.44494440790544,0.016,0.101,5.60201881223188e-14,4,4,FALSE,"CD14_Mono_Infl","week44"
"SLC8A1",1.79736337805265e-18,1.01542504370257,0.604,0.364,1.12712657437681e-13,5,5,FALSE,"CD14_Mono_Infl","week44"
"ZNF19",5.22043809293538e-18,2.740849782962,0.134,0.018,3.27373672807978e-13,2,5,FALSE,"CD14_Mono_Infl","week44"
"PTMA",6.26058869657197e-18,-0.917883867140794,0.476,0.57,3.92601517162028e-13,5,5,FALSE,"CD14_Mono_Infl","week44"
"CCL4",7.14023600310715e-18,-0.768159132405586,0.852,0.852,4.4776419975485e-13,5,5,FALSE,"CD14_Mono_Infl","week44"
"PDE5A",7.47680922334618e-18,3.33745236953714,0.121,0.014,4.68870706396039e-13,4,5,FALSE,"CD14_Mono_Infl","week44"
