"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",2.93357062605431e-282,-4.16390728175463,0.029,0.49,1.83964213959866e-277,4,5,FALSE,"gdT","week44"
"UTY",6.34650737682176e-236,1.47222850348798,0.851,0.31,3.97989477600492e-231,5,5,FALSE,"gdT","week44"
"PRKY",1.30013719797449e-204,1.47610093817134,0.821,0.311,8.15316036849804e-200,5,5,FALSE,"gdT","week44"
"USP9Y",2.83206081278444e-170,1.38987319501586,0.745,0.264,1.77598533569712e-165,5,5,FALSE,"gdT","week44"
"PARP14",1.18630968673595e-128,1.26424730579295,0.895,0.674,7.43934804552111e-124,5,5,FALSE,"gdT","week44"
"RNU4-2",4.95208057663648e-120,2.13032469560313,0.815,0.508,3.10544972960874e-115,5,5,FALSE,"gdT","week44"
"XAF1",3.73190560209729e-116,1.49311536712231,0.756,0.421,2.34027800307521e-111,5,5,FALSE,"gdT","week44"
"CD38",2.10167186559779e-104,2.27502851019338,0.488,0.142,1.31795842691638e-99,5,5,FALSE,"gdT","week44"
"IFI44L",6.43904424718099e-103,2.14601781260857,0.556,0.215,4.0379246474072e-98,5,5,FALSE,"gdT","week44"
"TCF7",7.84579313472027e-103,-1.16291890052074,0.535,0.773,4.92009687478308e-98,5,5,FALSE,"gdT","week44"
"SAMD9L",1.84320461868094e-100,1.57655899132452,0.721,0.402,1.15587361637482e-95,5,5,FALSE,"gdT","week44"
"SLFN12L",1.97034128012497e-97,0.849728175136326,0.906,0.733,1.23560101676637e-92,5,5,FALSE,"gdT","week44"
"LINC00278",3.4957841649523e-96,2.34062631452121,0.39,0.084,2.19220624984159e-91,4,5,FALSE,"gdT","week44"
"IL7R",4.8142088420684e-96,-1.02931904183544,0.399,0.701,3.01899036486109e-91,5,5,FALSE,"gdT","week44"
"OXR1",5.62636254316694e-96,7.42183909115219,0.516,0.349,3.52829195081999e-91,5,5,FALSE,"gdT","week44"
"JDP2",3.04755208013489e-94,7.40834037711485,0.168,0.001,1.91111990945259e-89,3,1,TRUE,"gdT","week44"
"ENSG00000232855",5.84481360340582e-83,2.12858780519592,0.52,0.237,3.66528261069579e-78,5,5,FALSE,"gdT","week44"
"LRRC52-AS1",2.51013367205792e-82,-9.48981578861962,0.003,0.11,1.57410482574752e-77,3,2,FALSE,"gdT","week44"
"RNF213",5.18901189591734e-82,0.646693488712358,0.988,0.949,3.25402935992976e-77,5,5,FALSE,"gdT","week44"
"PABPC1",8.80152247218579e-81,-0.846182218697688,0.845,0.893,5.51943474230771e-76,5,5,FALSE,"gdT","week44"
"LINC02934",2.85601441858391e-78,6.8240055057249,0.179,0.014,1.79100664189397e-73,4,5,FALSE,"gdT","week44"
"EEF1A1",6.53128090994015e-78,-0.863474650901024,0.655,0.759,4.09576625862347e-73,5,5,FALSE,"gdT","week44"
"EPSTI1",8.15581386469541e-78,1.22705361488403,0.76,0.474,5.11451087455049e-73,5,5,FALSE,"gdT","week44"
"ZEB2",9.41298108722307e-78,0.90528417319824,0.835,0.638,5.90288043979759e-73,5,5,FALSE,"gdT","week44"
"BACH2",8.14408466971432e-76,-1.06206304174962,0.546,0.755,5.10715549637785e-71,5,5,FALSE,"gdT","week44"
"H4C8",6.39151837762171e-75,3.82635468994846,0.221,0.033,4.00812117460658e-70,4,5,FALSE,"gdT","week44"
"LEF1",3.4418626570751e-74,-1.09194265415763,0.328,0.59,2.1583920722518e-69,5,5,FALSE,"gdT","week44"
"RPS6",3.42860509616129e-71,-0.94740306734196,0.571,0.694,2.15007825580275e-66,5,5,FALSE,"gdT","week44"
"CCL5",4.8725264526014e-71,0.848991725146537,0.729,0.428,3.05556133842634e-66,5,5,FALSE,"gdT","week44"
"ZEB1",1.02549798453751e-69,-0.937670074429611,0.506,0.727,6.43089786103471e-65,5,5,FALSE,"gdT","week44"
"GNLY",1.71025412294594e-69,0.786252981745496,0.588,0.288,1.0725003604994e-64,5,5,FALSE,"gdT","week44"
"SLC25A21",8.58735276718369e-67,-4.94645465931086,0.02,0.158,5.38512892030089e-62,3,5,FALSE,"gdT","week44"
"HLA-H",9.31792867582352e-67,1.78653893512081,0.418,0.157,5.84327307260893e-62,5,5,FALSE,"gdT","week44"
"MX1",1.53996174725527e-66,1.52776625173148,0.557,0.266,9.65710011703778e-62,5,5,FALSE,"gdT","week44"
