Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
IFNy,Infants 12wks,BCG,CD4,35,50.3,0.78,47.86,630,2.587691416709574e-7,0,3.4121310425798204e-6
IFNy,Infants 12wks,BCG,CD8,35,48.1,1.86,45.54,629,2.823521433723432e-7,0.0015873015873015817,3.4121310425798204e-6
IFNy,Infants 12wks,BCG,gdTCR,35,14.453340858233696,0.34722746796390885,11.07497160919613,623,4.7390708924719726e-7,0.011111111111111072,3.4121310425798204e-6
IFNy,Infants 12wks,DosR,CD4,34,12.95,0.32999999999999996,12.045000000000002,594,4.178056494520179e-7,0.001680672268907557,3.4121310425798204e-6
IFNy,Infants 12wks,DosR,CD8,34,8.375,1.745,6.300000000000001,556,1.0290311864853217e-5,0.06554621848739495,3.087093559455965e-5
IFNy,Infants 12wks,DosR,gdTCR,34,2.9152891490072443,0.29649493571554175,2.42189926752382,593,4.569395988344937e-7,0.003361344537815114,3.4121310425798204e-6
IFNy,Infants 44wks,BCG,CD4,34,46.55,1.295,45.5,560,6.192198115668545e-7,0.05882352941176472,3.663074756663859e-6
IFNy,Infants 44wks,BCG,CD8,34,45.900000000000006,5.234999999999999,39.82000000000001,544,2.6113263040773193e-6,0.08571428571428574,1.0445305216309277e-5
IFNy,Infants 44wks,BCG,gdTCR,34,15.393056841307201,0.5028817551341537,14.642243054904167,588,7.122645360179726e-7,0.0117647058823529,3.663074756663859e-6
IFNy,Infants 44wks,DosR,CD4,32,20.15,0.8200000000000001,18.435000000000002,518,2.1352713300359084e-6,0.018939393939393923,9.608720985161588e-6
IFNy,Infants 44wks,DosR,CD8,32,15.95,4.34,5.139999999999999,411,0.0014503509092290612,0.22159090909090906,0.0024863158443926762
IFNy,Infants 44wks,DosR,gdTCR,32,4.685180170088802,0.6367390671762645,3.9596144321233213,508,5.283804819876759e-6,0.037878787878787845,1.7292452137778484e-5
IFNy,Mothers Dx,BCG,CD4,3,70.3,11.3,59,6,0.1814492077214203,0,0.2107152089668107
IFNy,Mothers Dx,BCG,CD8,3,85.2,43.5,41.7,6,0.1814492077214203,0,0.2107152089668107
IFNy,Mothers Dx,BCG,gdTCR,3,12.477288173094177,2.155640892339091,10.321647280755085,6,0.1814492077214203,0,0.2107152089668107
IFNy,Mothers Dx,DosR,CD4,6,8.27,5.07,3.3100000000000005,15,0.40167816646977295,0.2857142857142857,0.42530629390917135
IFNy,Mothers Dx,DosR,CD8,6,30.45,43.65,-12.7,1,0.05917206782585943,0.9523809523809523,0.08875810173878915
IFNy,Mothers Dx,DosR,gdTCR,6,2.023326531136365,2.1632440636878183,0.3971435856448625,13,0.6749867139704894,0.38095238095238093,0.6749867139704894
IFNy,Mothers Dx,E6C10,CD4,6,39.35,4.495,33.605000000000004,21,0.036031686218233556,0,0.05639742190680035
IFNy,Mothers Dx,E6C10,CD8,6,84.4,41.25,29.65,17,0.20841280368414858,0.19047619047619047,0.23446440414466715
IFNy,Mothers Dx,E6C10,gdTCR,6,6.462457629844227,2.228495645772853,4.804418206517968,19,0.09349248368983569,0.09523809523809523,0.1299257572052745
IFNy,Mothers Dx,GAG,CD4,5,12.7,6.41,8.509999999999998,12,0.2807126652684958,0.19999999999999996,0.30623199847472266
IFNy,Mothers Dx,GAG,CD8,5,51.8,42.1,18.799999999999997,13,0.1775298524121535,0.1333333333333333,0.2107152089668107
IFNy,Mothers Dx,GAG,gdTCR,5,5.047122333247243,1.7952079771721272,3.3522306604904344,14,0.10564542920187692,0.06666666666666665,0.1408605722691692
IFNy,Mothers Entry,BCG,CD4,18,44.05,8.025,36.325,171,2.1409202584601812e-4,0,4.2818405169203625e-4
IFNy,Mothers Entry,BCG,CD8,18,62.35,40.8,18.95,160,0.001269768125062661,0.06432748538011701,0.00228558262511279
IFNy,Mothers Entry,BCG,gdTCR,18,20.023889047210417,3.4733614644675113,16.09034322985172,171,2.1409202584601812e-4,0,4.2818405169203625e-4
IFNy,Mothers Entry,DosR,CD4,29,18.6,6.15,8.82,433,3.3356721053382804e-6,0.0045977011494252595,1.200841957921781e-5
IFNy,Mothers Entry,DosR,CD8,29,39.4,36.1,3,255,0.42366339122131863,0.4137931034482759,0.4357680595419277
IFNy,Mothers Entry,DosR,gdTCR,29,7.75133401370462,3.9276798450188966,3.6461821460513937,383,3.5995238642365775e-4,0.11954022988505753,6.820150479606147e-4
IFNy,Mothers Entry,E6C10,CD4,31,15.5,5.59,8.68,458,4.0348285049536906e-5,0.0766129032258065,9.078364136145804e-5
IFNy,Mothers Entry,E6C10,CD8,31,49.4,35.2,5.199999999999996,334,0.09383526909269825,0.3266129032258065,0.1299257572052745
IFNy,Mothers Entry,E6C10,gdTCR,31,6.851850893321975,3.7181659394025615,2.7587451384261397,392,0.004921855399156867,0.20967741935483875,0.008053945198620328
IFNy,Mothers Entry,GAG,CD4,24,18.549999999999997,4.805,13.575,300,1.94224739173131e-5,0,5.296606340032212e-5
IFNy,Mothers Entry,GAG,CD8,24,60.35,30.85,24.700000000000003,299,2.206919308346755e-5,0.0033333333333332993,5.296606340032212e-5
IFNy,Mothers Entry,GAG,gdTCR,24,12.75363815271216,2.190763393945841,10.214324578288496,299,2.206919308346755e-5,0.0033333333333332993,5.296606340032212e-5
