Layer,n_samples,n_pos,n_neg,n_folds,n_predictors_input,n_dropped_missing,n_dropped_nzv,n_predictors_final,n_selected_nonzero,lambda_use,CV_AUC_cvglmnet,OOF_AUC_roc
Flow_Maternal_Entry_GAG,23,12,11,10,53,0,0,53,0,0.1800894310508601,NA,0.7045454545454546
